20180604,00003,4902508030328,9,3789,34
20180604,00003,4969726009826,1,150,34
20180604,00003,4987316022291,1,1234,34
20180604,00003,4987305114167,1,1490,34
20180604,00003,4987123701693,1,700,34
20180604,00003,4946842638451,1,410,34
20180604,00003,4961248000596,2,3240,34
20180604,00003,4958286068848,0,0,34
20180604,00003,4987035149613,1,100,34
20180604,00003,4562137400109,1,540,34
20180604,00003,4987474151161,1,4212,34
20180604,00003,4987474104181,1,1242,34
20180604,00003,4987103047605,0,0,34
20180604,00003,4987103047025,0,0,34
20180604,00003,4987103031963,0,0,34
20180604,00003,4987103047339,0,0,34
20180604,00003,4987524112128,1,616,34
20180604,00003,4987306018204,1,2880,34
20180604,00003,4987103050643,1,2052,34
20180604,00003,4962721303425,1,3240,34
20180604,00003,4974961170125,1,1234,34
20180604,00003,4987524091515,0,0,34
20180604,00003,0000049586015,1,2160,34
20180604,00003,4987072068748,1,616,34
20180604,00003,0000049111002,2,370,34
20180604,00003,4987241102679,1,594,34
20180604,00003,4987128057894,1,1944,34
20180604,00003,4970883005729,1,756,34
20180604,00003,4987115882492,1,3564,34
20180604,00003,0000049870886,1,162,34
20180604,00003,4903301186519,1,905,34
20180604,00003,4987426001827,1,885,34
20180604,00003,4954993100093,1,11828,34
20180604,00003,4987286307794,1,1008,34
20180604,00003,4987072063026,1,577,34
20180604,00003,4987035085713,1,891,34
20180604,00003,4962720300210,1,500,34
20180604,00003,4987035089315,1,113,34
20180604,00003,4987103047315,1,3703,34
20180604,00003,4974961100467,1,378,34
20180604,00003,4987072009550,1,802,34
20180604,00003,4901730020510,1,360,34
20180604,00003,4975175010269,1,108,34
20180604,00003,4987241150236,1,916,34
