20180529,00003,4987028123132,2.00,618.00,29
20180529,00003,4987117398816,1.00,691.00,29
20180529,00003,4987035576419,1.00,193.00,29
20180529,00003,4974961170125,1.00,1234.00,29
20180529,00003,4987316030272,1.00,1437.00,29
20180529,00003,4987596255365,3.00,3240.00,29
20180529,00003,4967988133556,1.00,514.00,29
20180529,00003,4987103031963,1.00,617.00,29
20180529,00003,4987474122017,1.00,1404.00,29
20180529,00003,4967988135123,1.00,1080.00,29
20180529,00003,4971910161289,1.00,421.00,29
20180529,00003,4901080160515,1.00,605.00,29
20180529,00003,0000045144608,1.00,367.00,29
20180529,00003,0000049795301,0.00,0.00,29
20180529,00003,4987316022246,2.00,4276.00,29
20180529,00003,4987307421805,2.00,1232.00,29
20180529,00003,4987316022260,2.00,1676.00,29
20180529,00003,4987072036907,1.00,540.00,29
20180529,00003,4987306001992,1.00,1242.00,29
20180529,00003,4987306039087,1.00,2880.00,29
20180529,00003,4987596250032,1.00,11000.00,29
20180529,00003,4902508106726,0.00,0.00,29
20180529,00003,4902508106658,0.00,0.00,29
20180529,00003,4987306054806,0.00,0.00,29
20180529,00003,4987306018396,0.00,0.00,29
20180529,00003,4987306021242,0.00,0.00,29
20180529,00003,4987306040977,0.00,0.00,29
20180529,00003,4987306050013,0.00,0.00,29
20180529,00003,4987306035119,0.00,0.00,29
20180529,00003,4987306051539,0.00,0.00,29
20180529,00003,4903111576005,0.00,0.00,29
20180529,00003,4902058015813,0.00,0.00,29
20180529,00003,4901080701015,0.00,0.00,29
20180529,00003,4902011744941,0.00,0.00,29
20180529,00003,4902011744927,0.00,0.00,29
20180529,00003,4903111950232,1.00,348.00,29
20180529,00003,4987072034026,0.00,0.00,29
20180529,00003,4987115882492,0.00,0.00,29
20180529,00003,4987061045194,0.00,0.00,29
20180529,00003,4957434003854,0.00,0.00,29
20180529,00003,4582228240131,0.00,0.00,29
20180529,00003,4987072001363,0.00,0.00,29
20180529,00003,4950498800674,0.00,0.00,29
20180529,00003,4987035566113,0.00,0.00,29
20180529,00003,4987072044261,0.00,0.00,29
20180529,00003,4987072004708,0.00,0.00,29
20180529,00003,4903301169888,0.00,0.00,29
20180529,00003,4987123142021,0.00,0.00,29
20180529,00003,4987107600219,0.00,0.00,29
20180529,00003,4987241150199,0.00,0.00,29
20180529,00003,4987774065496,0.00,0.00,29
20180529,00003,4987072069714,0.00,0.00,29
20180529,00003,4987236000065,0.00,0.00,29
20180529,00003,4987435564313,0.00,0.00,29
20180529,00003,4987474104181,1.00,1242.00,29
20180529,00003,4987107600622,1.00,512.00,29
20180529,00003,4700000144174,1.00,1296.00,29
20180529,00003,4954993600067,1.00,12960.00,29
20180529,00003,0000049243710,1.00,718.00,29
20180529,00003,4987103047605,1.00,905.00,29
20180529,00003,4987188165751,2.00,1810.00,29
20180529,00003,4987028123149,2.00,1764.00,29
