店舗id,店舗名,商品コード,商品名 ,税率 ,賞味期限 ,容量 ,原単価 ,売単価 ,在庫数,原価金額,売価金額 
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107615619","エージーアイズアレルカットＳ","10.00","","13ML","1027.00","1507.00","3.00","3081.0000","4521.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107615626","エージーアイズアレルカットＣ（クールタイプ）","10.00","","13ML","1027.00","1507.00","3.00","3081.0000","4521.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107615633","エージーアイズアレルカットＭ（モイストタイプ）","10.00","","13ML","1027.00","1507.00","3.00","3081.0000","4521.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107615664","エージーノーズアレルカットＣ","10.00","","15ML","1027.00","1507.00","4.00","4108.0000","6028.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107615688","エージーノーズアレルカットＭ","10.00","","15ML","1027.00","1507.00","1.00","1027.0000","1507.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107615749","ダイイチサンキョウイチョウヤクサイリュウ","10.00","","32H","870.00","1355.00","3.00","2610.0000","4065.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107615763","ダイイチサンキョウイチョウヤクジョウ","10.00","","320T","1410.00","2027.00","3.00","4230.0000","6081.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107615923","ミノンゼンシンシャンプーシットリ","10.00","","450ML","1105.00","1580.00","-1.00","-1105.0000","-1580.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107615930","ミノンゼンシンシャンプーシットリ　カエ","10.00","","380ML","680.00","968.00","-12.00","-8160.0000","-11616.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107616036","ミノンベビーゼンシンシャンプー","10.00","","ﾐﾉﾝﾍﾞﾋﾞｰｾﾞﾝｼﾝｼｬﾝﾌﾟｰ","720.00","1008.00","2.00","1440.0000","2016.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107616043","ミノンベビーゼンシンシャンプーカエ","10.00","","ﾐﾉﾝﾍﾞﾋﾞｰｾﾞﾝｼﾝｼｬﾝﾌﾟｰｶｴ","560.00","798.00","1.00","560.0000","798.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107616111","ミノンスキンソープ","10.00","","ﾐﾉﾝｽｷﾝｿｰﾌﾟ","510.00","712.00","3.00","1530.0000","2136.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107616647","ミノンアミノモイストマスク","10.00","","4ﾏｲ","960.00","1296.00","-1.00","-960.0000","-1296.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107617361","ミノンヤクヨウヘアシャンプーポンプ","10.00","","ﾐﾉﾝﾔｸﾖｳﾍｱｼｬﾝﾌﾟｰﾎﾟﾝﾌﾟ","1105.00","1580.00","1.00","1105.0000","1580.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107617378","ミノンヘアシャンプーシットリ","10.00","","ﾐﾉﾝﾍｱｼｬﾝﾌﾟｰｼｯﾄﾘ","680.00","968.00","-3.00","-2040.0000","-2904.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107617422","ミノンヤクヨウヘアコンディショナーポンプ","10.00","","ﾐﾉﾝﾔｸﾖｳﾍｱｺﾝﾃﾞｨｼｮﾅｰﾎﾟﾝﾌﾟ","1105.00","1580.00","1.00","1105.0000","1580.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107617439","ミノンヤクヨウヘアコンディショナーカエ","10.00","","ﾐﾉﾝﾔｸﾖｳﾍｱｺﾝﾃﾞｨｼｮﾅｰｶｴ","680.00","968.00","2.00","1360.0000","1936.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107617859","ロキソニンＳテープ","10.00","","7ﾏｲ","636.00","1078.00","-11.00","-6996.0000","-11858.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107617866","ロキソニンＳテープ","10.00","","14ﾏｲ","1025.00","1738.00","-19.00","-19475.0000","-33022.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107617873","ロキソニンＳテープＬ","10.00","","7ﾏｲ","1025.00","1738.00","-2.00","-2050.0000","-3476.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107617903","ロキソニンＳゲル","10.00","","25G","766.00","1298.00","-2.00","-1532.0000","-2596.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107619501","トラフルナンコウＰＲＯクイック","10.00","","5G","540.00","891.00","1.00","540.0000","891.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107620521","ﾏｷﾛﾝﾊﾟｯﾁｴｰｽ","10.00","","24ﾏｲ","275.00","428.00","-2.00","-550.0000","-856.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107622488","ミノンゼンシンシャンプーアワホンタイ","10.00","","ﾎﾝﾀｲ","1105.00","1609.00","-2.00","-2210.0000","-3218.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107622495","ミノンゼンシンシャンプーアワカエ","10.00","","ｶｴ","680.00","998.00","-3.00","-2040.0000","-2994.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107622907","クリーンデンタルＬトータルケア","10.00","","100G","1142.00","1514.00","-3.00","-3426.0000","-4542.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107623799","クロマイＮナンコウ","10.00","","12G","853.00","1490.00","2.00","1706.0000","2980.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107624192","ブレスラボ　ＭウォッシュＷミント","10.00","","450ML","704.00","980.00","-1.00","-704.0000","-980.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107625090","ﾄﾗﾌﾙｸﾘｱｳｫｯｼｭ","10.00","","","600.00","1100.00","4.00","2400.0000","4400.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107625137","オイラックスソフト１６Ｇ","10.00","","ｵｲﾗｯｸｽｿﾌﾄ16G","683.00","1155.00","2.00","1366.0000","2310.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107625441","ｼﾝﾙﾙAｺﾞｰﾙﾄﾞDXｱﾙﾌｧ","10.00","","","650.00","980.00","-3.00","-1950.0000","-2940.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107625458","ｼﾝﾙﾙAｺﾞｰﾙﾄﾞDXｱﾙﾌｧ","10.00","","","1105.00","1680.00","-3.00","-3315.0000","-5040.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107625465","ｼﾝﾙﾙｺﾞｰﾙﾄﾞDXｱﾙﾌｧ","10.00","","","1430.00","2180.00","-4.00","-5720.0000","-8720.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107625908","プロペトピュアベール","10.00","","100G","800.00","1100.00","-4.00","-3200.0000","-4400.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107626769","トラフルダイレクトＡ","10.00","","12T","720.00","1235.00","3.00","2160.0000","3705.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107626783","ルルアタックＣＸ","10.00","","12T","780.00","1320.00","2.00","1560.0000","2640.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107626998","ペラックＴ錠","10.00","","36T","1320.00","2178.00","2.00","2640.0000","4356.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107627353","プレコールＣＲ持続性錠","10.00","","12T","938.00","1375.00","2.00","1876.0000","2750.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107627605","ベラックＴ細粒クール","10.00","","10H","780.00","1480.00","2.00","1560.0000","2960.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107628220","ロキソニンＳローションａ","10.00","","25G","766.00","1298.00","-2.00","-1532.0000","-2596.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107628657","シティースホワイト　コウシュウケア","10.00","","110G","1142.00","1609.00","3.00","3426.0000","4827.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107629715","ﾀﾞｲｲﾁｻﾝｷｮｳｲﾁｮｳﾔｸｼﾞｮｳｻﾞｲ","10.00","","","870.00","1408.00","-1.00","-870.0000","-1408.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107629746","ﾀﾞｲｲﾁｻﾝｷｮｳｲﾁｮｳﾔｸｻｲﾘｭｳS","10.00","","","870.00","1408.00","-1.00","-870.0000","-1408.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107629753","ﾀﾞｲｲﾁｻﾝｷｮｳｲﾁｮｳﾔｸｻｲﾘｭｳS","10.00","","","1410.00","1958.00","-1.00","-1410.0000","-1958.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107630940","ﾌﾞﾚｽﾗﾎﾞﾏｳｽｳｫｯｼｭﾏﾙﾁｹｱﾀﾞﾌﾞﾙﾐﾝﾄ","10.00","","","704.00","968.00","-2.00","-1408.0000","-1936.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987107631404","ﾐﾉﾝｱﾐﾉﾓｲｽﾄ ﾓｲｽﾄｸﾘｰﾐｨｳｫｯｼｭ","10.00","","","1200.00","1650.00","-1.00","-1200.0000","-1650.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110001638","ｾｲﾛｶﾞﾝ","10.00","","100ﾂﾌﾞ","650.00","890.00","-9.00","-5850.0000","-8010.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110001645","ｾｲﾛｶﾞﾝ","10.00","","200T","1170.00","1600.00","2.00","2340.0000","3200.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110004240","セイロガントウイＡ","10.00","","36T","585.00","891.00","-7.00","-4095.0000","-6237.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110004257","ｾｲﾛｶﾞﾝﾄｳｲA","10.00","","84T","1170.00","1628.00","-2.00","-2340.0000","-3256.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110004271","ｾｲﾛｶﾞﾝﾄｳｲA","10.00","","48T","910.00","1290.00","-3.00","-2730.0000","-3870.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110004295","ｾｲﾛｶﾞﾝﾄｳｲA ｹｲﾀｲ ﾋﾟﾝｸ","10.00","","24T","520.00","748.00","2.00","1040.0000","1496.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110010869","クレベリン　置き型","10.00","","150G","1300.00","2200.00","-2.00","-2600.0000","-4400.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110010876","クレベリンミニスプレー","10.00","","60ML","650.00","998.00","2.00","1300.0000","1996.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110010883","クレベリンスプレー","10.00","","300ML","1170.00","1783.00","2.00","2340.0000","3566.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110010906","クレベリンスティック","10.00","","2ﾎﾝ","650.00","1100.00","3.00","1950.0000","3300.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987110011200","ｸﾚﾍﾞｱﾝﾄﾞｳｨﾙｽﾌﾟﾛﾃｸﾄﾏｽｸ","10.00","","","260.00","440.00","6.00","1560.0000","2640.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115000315","ｷﾝﾁｮｳﾉｳｽﾞﾏｷK","10.00","","10ﾏｷ","240.00","348.00","-4.00","-960.0000","-1392.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115000339","ｷﾝﾁｮｳﾉｳｽﾞﾏｷK","10.00","","30ﾏｷｶﾝ","704.00","980.00","2.00","1408.0000","1960.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115000346","ｷﾝﾁｮｳﾉｳｽﾞﾏｷK","10.00","","30ﾏｷﾊｺ","678.00","898.00","-5.00","-3390.0000","-4490.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115101043","ｷﾝﾁｮｰﾙK","10.00","","450ML","500.00","698.00","-3.00","-1500.0000","-2094.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115320949","ｽｲｾｲｺｯｸﾛｰﾁJ","10.00","","450ML","565.00","713.00","-2.00","-1130.0000","-1426.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115522480","ｶﾒﾑｼｷﾝﾁｮｰﾙ","10.00","","","533.00","798.00","-1.00","-533.0000","-798.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115540750","ｶｵﾘﾝｸﾞﾑｼﾖｹｼｰﾙ","10.00","","ｶｵﾘﾝｸﾞﾑｼﾖｹｼｰﾙ","373.00","528.00","3.00","1119.0000","1584.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115540781","虫よけカオリング（ピンク）","10.00","","ﾑｼﾖｹｶｵﾘﾝｸﾞ(ﾋﾟﾝｸ)","373.00","528.00","2.00","746.0000","1056.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115540798","虫よけカオリング（ブルー）","10.00","","ﾑｼﾖｹｶｵﾘﾝｸﾞ(ﾌﾞﾙｰ)","373.00","528.00","1.00","373.0000","528.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115598850","ｽﾐｽﾘﾝLｼｬﾝﾌﾟ-","10.00","","80ML","1706.00","3034.00","1.00","1706.0000","3034.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987115882515","スミスリンパウダーＫ","10.00","","30G","1330.00","2323.00","2.00","2660.0000","4646.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987116908863","ビタックスＧＯ","10.00","","3P","650.00","1100.00","6.00","3900.0000","6600.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987117372014","ｾﾞﾉｰﾙ ｴｸｻﾑSX","10.00","","43G","900.00","1342.00","2.00","1800.0000","2684.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987117372052","ゼノール　チックＥ","10.00","","33G","510.00","836.00","-2.00","-1020.0000","-1672.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987117398816","ソルマックプラス","10.00","","2A","494.00","731.00","1.00","494.0000","731.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987117438710","チオビタドリンク","10.00","","1ﾎﾟﾝ","58.00","100.00","-6.00","-348.0000","-600.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987117438741","チオビタドリンク","10.00","","10ﾎﾝ","580.00","773.00","1.00","580.0000","773.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123134767","ﾎﾞﾗｷﾞﾉ-ﾙｻﾞｻﾞｲ","10.00","","20P","1764.00","2420.00","2.00","3528.0000","4840.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123134781","ﾎﾞﾗｷﾞﾉ-ﾙA","10.00","","20G","882.00","1192.00","-9.00","-7938.0000","-10728.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123134798","ﾎﾞﾗｷﾞﾉ-ﾙAﾁｭｳﾆｭｳ","10.00","","10P","1134.00","1519.00","1.00","1134.0000","1519.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123134804","ﾎﾞﾗｷﾞﾉ-ﾙMｻﾞｻﾞｻｲ","10.00","","10P","756.00","1180.00","2.00","1512.0000","2360.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123134828","ﾎﾞﾗｷﾞﾉ-ﾙMﾅﾝｺｳ","10.00","","20G","693.00","1100.00","-5.00","-3465.0000","-5500.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123136112","ｼﾝﾏｲﾃｨｱA","10.00","","15ML","491.00","786.00","1.00","491.0000","786.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123137232","ｸﾘｱ ﾀｹﾀﾞ","10.00","","36T","694.00","1078.00","-10.00","-6940.0000","-10780.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123137355","ﾋﾞﾀﾐﾝC ﾀｹﾀﾞ","10.00","","100T","960.00","1446.00","-7.00","-6720.0000","-10122.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123137362","ﾋﾞﾀﾐﾝC ﾀｹﾀﾞ","10.00","","300T","2220.00","2911.00","-5.00","-11100.0000","-14555.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123138574","アリナミンＶドリンク","10.00","","1A","176.00","262.00","-5.00","-880.0000","-1310.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123138604","アリナミンＶドリンク","10.00","","10A+1","1420.00","1796.00","-4.00","-5680.0000","-7184.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123138895","ハイシ－　１０００","10.00","","84H","2318.00","3122.00","-2.00","-4636.0000","-6244.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123139588","ﾍﾞﾝｻﾞﾌﾞﾛｯｸﾄﾛ-ﾁ","10.00","","24T","617.00","971.00","-3.00","-1851.0000","-2913.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123140676","ﾊﾟﾝﾋﾞﾀﾝ ﾊｲ","10.00","","240T","1980.00","3361.00","2.00","3960.0000","6722.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123141611","ｱﾘﾅﾐﾝ7 (ﾏﾙ)","10.00","","100ML","100.00","146.00","5.00","500.0000","730.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123141628","ｱﾘﾅﾐﾝ7","10.00","","10ﾎﾟﾝ","1000.00","1414.00","2.00","2000.0000","2828.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123142014","ﾀｹﾀﾞｶﾝﾎﾟｳﾍﾞﾝﾋﾟﾔｸ","10.00","","65T","897.00","1518.00","-4.00","-3588.0000","-6072.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123142038","タケダカンポウベンピヤク","10.00","","180T","1968.00","2493.00","-14.00","-27552.0000","-34902.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123145374","ｱﾘﾅﾐﾝA","10.00","","60T","1008.00","1340.00","-4.00","-4032.0000","-5360.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123145398","アリナミンＡ","10.00","","270T","4012.00","5217.00","-2.00","-8024.0000","-10434.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123145404","ｱﾘﾅﾐﾝEXﾌﾟﾗｽ","10.00","","60T","1526.00","1970.00","-16.00","-24416.0000","-31520.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123145428","アリナミンＥＸプラス","10.00","","270T","5027.00","5989.00","-32.00","-160864.0000","-191648.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123146586","ｱｸﾃｰｼﾞ SN","10.00","","42T","2026.00","3122.00","1.00","2026.0000","3122.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123700030","ニコレットクールミント","10.00","","24ｺ","1610.00","2530.00","2.00","3220.0000","5060.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123700955","アリナミンゼロ７","10.00","","100ML","100.00","146.00","6.00","600.0000","876.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123700962","アリナミンゼロ７","10.00","","10A","1000.00","1508.00","2.00","2000.0000","3016.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123701341","アリナミンＥＸゴールド","10.00","","45T","2100.00","3300.00","-1.00","-2100.0000","-3300.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123701358","アリナミンＥＸゴールド","10.00","","90T","3500.00","5500.00","1.00","3500.0000","5500.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123701587","アネトンアルメディビエンジョウ","10.00","","45T","600.00","1320.00","3.00","1800.0000","3960.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123701600","コールタイジンテンビエキ","10.00","","15ML","640.00","1027.00","-1.00","-640.0000","-1027.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123701693","テラマイシンナンコウ","10.00","","6G","375.00","786.00","1.00","375.0000","786.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123701709","タイレノールＡ","10.00","","10T","461.00","731.00","-34.00","-15674.0000","-24854.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123701716","タイレノールＡ","10.00","","20T","720.00","1100.00","-19.00","-13680.0000","-20900.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123703512","アリナミンＶゼロ","10.00","","50ML","180.00","255.00","1.00","180.0000","255.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987123703581","アリナミンＶゼロ","10.00","","10A","1900.00","2280.00","2.00","3800.0000","4560.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987128017065","コートＦ　ＡＴ　ナンコウ","10.00","","10G","768.00","1202.00","1.00","768.0000","1202.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987128057894","フルコートｆ","10.00","","10G","1224.00","1980.00","-3.00","-3672.0000","-5940.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987128154258","フルコートＦ","10.00","","5G","666.00","1078.00","-8.00","-5328.0000","-8624.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987128261710","ｺｰﾄF MDﾅﾝｺｳ","10.00","","","768.00","1202.00","1.00","768.0000","1202.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987128264605","タナベイチョウヤクウルソ","10.00","","20T","686.00","1008.00","1.00","686.0000","1008.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138322043","ツムラカッコントウエキＳ","10.00","","30MLX3","650.00","1300.00","1.00","650.0000","1300.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138322340","ﾂﾑﾗ ｶｯｺﾝﾄｳﾅｲﾌｸｴｷ","10.00","","2A","490.00","1027.00","1.00","490.0000","1027.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138390011","ツムラ　カッコントウ","10.00","","20H","1728.00","2640.00","1.00","1728.0000","2640.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138390028","ツムラ　カッコントウカセンキュウシンイ","10.00","","20H","1728.00","2640.00","2.00","3456.0000","5280.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138390073","ツムラ　ハチミジオウガンリョウ","10.00","","20H","1728.00","2640.00","2.00","3456.0000","5280.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138390165","ツムラ　ハンゲコウボクトウ","10.00","","20H","1728.00","2640.00","1.00","1728.0000","2640.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138390233","ツムラ　トウキシャクヤクサンリョウ","10.00","","20H","1728.00","2640.00","2.00","3456.0000","5280.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138390240","ツムラ　カミショウヨウサン","10.00","","20H","1728.00","2640.00","2.00","3456.0000","5280.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138390295","ツムラ　バクモンドウトウ","10.00","","20H","1728.00","2640.00","2.00","3456.0000","5280.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138390394","ツムラ　リョウケイジュツカントウ","10.00","","20H","1728.00","2640.00","2.00","3456.0000","5280.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138392176","ツムラ　ゴレイサンリョウ","10.00","","10H","1296.00","1980.00","2.00","2592.0000","3960.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138392411","ツムラ　ホチュウエッキトウ","10.00","","10H","1296.00","1980.00","-1.00","-1296.0000","-1980.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138392435","ツムラ　リックンシトウ","10.00","","10H","1296.00","1980.00","2.00","2592.0000","3960.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138481245","ｼｮｳｾｲﾘｭｳﾄｳ","10.00","","8H","750.00","1518.00","3.00","2250.0000","4554.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138481269","ﾏｵｳﾄｳ","10.00","","8H","500.00","1078.00","-7.00","-3500.0000","-7546.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138481276","ﾊﾞｸﾓﾝﾄﾞｳﾄｳ","10.00","","8H","750.00","1518.00","1.00","750.0000","1518.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138481283","ｷｷｮｳﾄｳ","10.00","","8H","500.00","1078.00","2.00","1000.0000","2156.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138481290","ｶﾝﾎﾟｱｽﾞﾏ","10.00","","8H","600.00","1298.00","3.00","1800.0000","3894.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987138481337","ツムラ　カッコントウ","10.00","","8H","600.00","1299.00","2.00","1200.0000","2598.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987156211541","ナンテンノドアメ","10.00","","54T","536.00","748.00","1.00","536.0000","748.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987156211947","ナンテンノドアメ　Ｙ","10.00","","22T","275.00","385.00","-1.00","-275.0000","-385.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987164133200","ﾆｯｺｰﾊﾞﾝWP Mｻｲｽﾞ","10.00","","","270.00","495.00","2.00","540.0000","990.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4987164133309","ﾆｯｺｰﾊﾞﾝWP Mｻｲｽﾞ","10.00","","","381.00","698.00","2.00","762.0000","1396.0000"
