店舗id,店舗名,商品コード,商品名 ,税率 ,賞味期限 ,容量 ,原単価 ,売単価 ,在庫数,原価金額,売価金額 
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110734","BQ ﾒｲｸｸﾘｱｵﾘｱ ｵｲﾙ","10.00","","","2268.00","3960.00","1.00","2268.0000","3960.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110741","BQ ﾒｲｸｸﾘｱ ｸﾘｰﾑ","10.00","","","2268.00","3960.00","3.00","6804.0000","11880.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110758","BQ ｸﾘｱﾌｫｰﾑ","10.00","","","1890.00","3300.00","1.00","1890.0000","3300.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110864","BQ ｸﾘｱﾐﾙｸ","10.00","","","1890.00","3300.00","2.00","3780.0000","6600.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110895","BQ ﾘｾｯﾄｸﾘｱ NR","10.00","","","1890.00","3300.00","-3.00","-5670.0000","-9900.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110901","BQ ｸﾘｱﾛｰｼｮﾝ I","10.00","","","2835.00","4950.00","-2.00","-5670.0000","-9900.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110918","BQ ｸﾘｱﾛｰｼｮﾝ IR","10.00","","","2394.00","4180.00","-1.00","-2394.0000","-4180.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110925","BQ ｸﾘｱﾛｰｼｮﾝ 2","10.00","","","2835.00","4950.00","-3.00","-8505.0000","-14850.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110932","BQ ｸﾘｱﾛｰｼｮﾝ 2R","10.00","","","2394.00","4180.00","-19.00","-45486.0000","-79420.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110949","BQ ｸﾘｱﾛｰｼｮﾝ3","10.00","","","2835.00","4950.00","7.00","19845.0000","34650.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110956","BQ ｸﾘｱﾛｰｼｮﾝ3R","10.00","","","2394.00","4180.00","7.00","16758.0000","29260.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978110963","BQ ｸﾘｱｴﾏﾙｼﾞｮﾝC","10.00","","","3465.00","6050.00","-2.00","-6930.0000","-12100.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111076","BQ ｸﾘｱｴﾏﾙｼﾞｮﾝCR","10.00","","","2772.00","4840.00","-1.00","-2772.0000","-4840.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111113","BQ ｸﾘｱｴﾏﾙｼﾞｮﾝ1","10.00","","","3465.00","6050.00","-1.00","-3465.0000","-6050.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111137","BQｸﾘｱｴﾏﾙｼﾞｮﾝ2","10.00","","","3465.00","6050.00","7.00","24255.0000","42350.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111144","BQ ｸﾘｱｴﾏﾙｼﾞｮﾝ2R","10.00","","","2772.00","4840.00","3.00","8316.0000","14520.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111151","BQ WﾌｪｲｽｺｯﾄﾝN","10.00","","","441.00","770.00","33.00","14553.0000","25410.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111168","BQ  ｺｯﾄﾝW N","10.00","","","441.00","770.00","-6.00","-2646.0000","-4620.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111632","BQ ｸﾘｱｱｯﾌﾟﾍﾞｰｽPK","10.00","","","2520.00","4400.00","2.00","5040.0000","8800.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111649","BQ Cｱｯﾌﾟﾍﾞｰｽ","10.00","","","2520.00","4400.00","1.00","2520.0000","4400.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111656","BQﾌﾟﾘｽﾞﾑL OC10","10.00","","","2835.00","4950.00","-4.00","-11340.0000","-19800.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111663","BQﾌﾟﾘｽﾞﾑL OC20","10.00","","","2835.00","4950.00","-4.00","-11340.0000","-19800.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111670","BQﾌﾟﾘｽﾞﾑL OC30","10.00","","","2835.00","4950.00","9.00","25515.0000","44550.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111700","BQ ﾌﾟﾘｽﾞﾑP oc10","10.00","","","2331.00","4070.00","-4.00","-9324.0000","-16280.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111717","BQﾌﾟﾘｽﾞﾑP OC20","10.00","","","2331.00","4070.00","-5.00","-11655.0000","-20350.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111731","BQﾌﾟﾘｽﾞﾑP PO10","10.00","","","2331.00","4070.00","6.00","13986.0000","24420.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111748","BQﾌﾟﾘｽﾞﾑP BO10","10.00","","","2331.00","4070.00","-1.00","-2331.0000","-4070.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111755","BQﾌﾟﾘｽﾞﾑP ｹｰｽ","10.00","","","756.00","1320.00","-1.00","-756.0000","-1320.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978111779","BQﾌﾟﾘｽﾞﾑｽﾎﾟﾝｼﾞ","10.00","","","315.00","550.00","-3.00","-945.0000","-1650.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978113919","MQ DSｾﾝｻｰBEXUV+ﾐﾆNA","10.00","","","750.00","1100.00","8.00","6000.0000","8800.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978118563","SｼｮｳﾄﾞｸﾖｳEｴｷ","10.00","","SｼｮｳﾄﾞｸﾖｳEｴｷ","612.00","990.00","3.00","1836.0000","2970.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978119003","SｼｮｳﾄﾞｸﾖｳEｴｷ(ﾂｹｶｴ)","10.00","","SｼｮｳﾄﾞｸﾖｳEｴｷ(ﾂｹｶｴ)","544.00","880.00","-16.00","-8704.0000","-14080.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978121631","MQﾇｰﾄﾞｼﾞｪﾘｰBB","10.00","","","1960.00","3080.00","2.00","3920.0000","6160.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978123062","BQE ﾜﾝｽﾃｯﾌﾟC","10.00","","","1134.00","1980.00","-2.00","-2268.0000","-3960.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978123079","BQE ｵｰﾙｲﾝﾜﾝL","10.00","","","1764.00","3080.00","-1.00","-1764.0000","-3080.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978123116","BQEｵｰﾙｲﾝﾜﾝｸﾘｰﾑ","10.00","","","1764.00","3080.00","-7.00","-12348.0000","-21560.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978123321","BQﾊﾝﾄﾞｸﾘｰﾑ","10.00","","","1134.00","1980.00","1.00","1134.0000","1980.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978123604","BQE ﾜﾝSBBﾊﾟｸﾄN","10.00","","","1449.00","2530.00","-1.00","-1449.0000","-2530.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978123628","BQEﾜﾝSBBｽﾎﾟﾝｼﾞ","10.00","","","315.00","550.00","-1.00","-315.0000","-550.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978123857","S ﾊﾝﾄﾞｸﾘｰﾑN","10.00","","","306.00","495.00","2.00","612.0000","990.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978124434","BQL ﾌｫﾙﾐﾝｸﾞﾊﾞｰ","10.00","","","3780.00","6600.00","-1.00","-3780.0000","-6600.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978124458","BQL ﾌｫﾙﾐﾝｸﾞPLB","10.00","","","4410.00","7700.00","-1.00","-4410.0000","-7700.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978124472","BQLﾌｫﾙﾐﾝｸﾞPｹｰｽ","10.00","","","1575.00","2750.00","-1.00","-1575.0000","-2750.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978124489","BQLﾌｫﾙﾐﾝｸﾞPﾊﾟﾌ","10.00","","","315.00","550.00","-1.00","-315.0000","-550.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978125097","ｽﾉｰﾋﾞｭｰﾃｨｰﾎﾜｲﾄﾆﾝｸﾞｽｷﾝｹｱﾊﾟyﾀﾞｰﾚﾌｨﾙ","10.00","","","2800.00","4400.00","-1.00","-2800.0000","-4400.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978126100","AQLｱｸｱﾛｰｼｮﾝ ｼｯﾄﾘ","10.00","","","924.00","1271.00","-1.00","-924.0000","-1271.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978126131","AQLｱｸｱﾐﾙｸ","10.00","","","1040.00","1430.00","-1.00","-1040.0000","-1430.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978126155","AQLMｱｸｱﾊﾞｰﾑ","10.00","","","666.00","916.00","-1.00","-666.0000","-916.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978126797","Sｼｮｳﾄﾞｸｴｷ(ｹｲﾀｲﾖｳ)","10.00","","","306.00","495.00","-11.00","-3366.0000","-5445.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978129668","Sﾏｽｸｽﾌﾟﾚｰ","10.00","","","612.00","990.00","-2.00","-1224.0000","-1980.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978130329","SｵｰﾄﾞP(PM)ﾎｳｻｲﾗﾝ","10.00","","","1400.00","2200.00","-1.00","-1400.0000","-2200.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978971182","ANF WUVｼﾞｪﾙAA","10.00","","ANF WUVｼﾞｪﾙAA","1632.00","2376.00","1.00","1632.0000","2376.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978972264","ANF MUVMﾐﾙｸa","10.00","","","2040.00","2970.00","3.00","6120.0000","8910.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978972387","ANF PUVSﾐﾙｸa","10.00","","","2040.00","2970.00","-7.00","-14280.0000","-20790.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978972394","ANF PUVSﾐﾙｸｱaﾐﾆ","10.00","","ANF PUVSﾐﾙｸｱaﾐﾆ","816.00","1188.00","1.00","816.0000","1188.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978972424","ANF PUVSｽﾌﾟﾚｰa","10.00","","ANF PUVSｽﾌﾟﾚｰa","1224.00","1782.00","1.00","1224.0000","1782.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978972936","ANFPUVSｼﾞｪﾙaﾐﾆ","10.00","","ANFPUVSｼﾞｪﾙaﾐﾆ","816.00","1188.00","2.00","1632.0000","2376.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978973063","ANF PUVSBBFDA2","10.00","","ANF PUVSBBFDA2","1360.00","1980.00","3.00","4080.0000","5940.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978975173","ANF PUVMﾐﾙｸa","10.00","","ANF PUVMﾐﾙｸa","2040.00","2970.00","2.00","4080.0000","5940.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978976811","MQ DﾌｪｲｽP ｹｰｽ","10.00","","","750.00","1100.00","1.00","750.0000","1100.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978976835","MQ DﾌｪｲｽP ﾊﾟﾌ","10.00","","","375.00","550.00","2.00","750.0000","1100.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978983741","BQA Wﾌｪｲｽｺｯﾄﾝ","10.00","","BQA Wﾌｪｲｽｺｯﾄﾝ","441.00","770.00","-2.00","-882.0000","-1540.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978983819","MQ DｼﾞｪﾘｰLOC10","10.00","","","2240.00","3520.00","1.00","2240.0000","3520.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978983826","MQ DｼﾞｪﾘｰLOC20","10.00","","","2240.00","3520.00","1.00","2240.0000","3520.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978983833","MQ DｼﾞｪﾘｰLOC30","10.00","","","2240.00","3520.00","5.00","11200.0000","17600.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978984366","AQL SPｼﾞｪﾙCAW","10.00","","AQL SPｼﾞｪﾙCAW","1224.00","1683.00","2.00","2448.0000","3366.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978985387","PR BBｼﾞｪﾙCnOC1","10.00","","","2100.00","3300.00","1.00","2100.0000","3300.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978985394","PR BBｼﾞｪﾙCnOC3","10.00","","","2100.00","3300.00","1.00","2100.0000","3300.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978985400","PR BBｼﾞｪﾙCnOC2","10.00","","","2100.00","3300.00","2.00","4200.0000","6600.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978985493","PR BBｼﾞｪﾙCnPO1","10.00","","","2100.00","3300.00","1.00","2100.0000","3300.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978985523","EISﾂﾔﾀﾞFDTOC10","10.00","","","1875.00","2750.00","1.00","1875.0000","2750.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978985554","EISﾂﾔﾀﾞFDTOC30","10.00","","","1875.00","2750.00","1.00","1875.0000","2750.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978985578","EISﾂﾔﾀﾞﾏFDｹｰｽT","10.00","","","750.00","1100.00","1.00","750.0000","1100.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978985660","ElA ｽｷﾝﾌｨﾆｯｼｬｰ","10.00","","","2100.00","3080.00","2.00","4200.0000","6160.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978989330","ElS ﾌﾞｰｽﾀｰE C","10.00","","","2175.00","3190.00","2.00","4350.0000","6380.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978989347","ElSﾓｲｽﾄｸﾚﾝｽﾞ","10.00","","","1350.00","1980.00","2.00","2700.0000","3960.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978989354","ElS ﾄﾗｲｱﾙｾｯﾄT2","10.00","","ElS ﾄﾗｲｱﾙｾｯﾄT2","660.00","968.00","-1.00","-660.0000","-968.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978989361","ElW ﾄﾗｲｱﾙｾｯﾄT2","10.00","","ElW ﾄﾗｲｱﾙｾｯﾄT2","735.00","1078.00","6.00","4410.0000","6468.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978989729","PR ｶﾗｰCD N GY","10.00","","","896.00","1408.00","11.00","9856.0000","15488.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978990534","ElT Bｵｼﾛｲﾐﾙｸ C","10.00","","","1350.00","1980.00","2.00","2700.0000","3960.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978990732","AQL BAｹｱLMｾｯﾄA","10.00","","AQL BAｹｱLMｾｯﾄA","1088.00","1496.00","1.00","1088.0000","1496.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978990749","AQL BOｹｱLMｾｯﾄ","10.00","","AQL BOｹｱLMｾｯﾄ","1088.00","1496.00","1.00","1088.0000","1496.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978993160","BQ ﾘｾｯﾄC TRSﾐﾆ","10.00","","BQ ﾘｾｯﾄC TRSﾐﾆ","567.00","990.00","2.00","1134.0000","1980.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978995690","PR ﾆｭｳｴｷ ｼ","10.00","","","2450.00","3850.00","2.00","4900.0000","7700.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978995744","PR ｹｼｮｳｽｲ ｼ R","10.00","","","1820.00","2860.00","-2.00","-3640.0000","-5720.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978995775","PR ﾆｭｳｴｷ ｼ R","10.00","","","2030.00","3190.00","-1.00","-2030.0000","-3190.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978996062","MQ DｽｷﾝSﾍﾞｰｽTU","10.00","","MQ DｽｷﾝSﾍﾞｰｽTU","1820.00","2860.00","2.00","3640.0000","5720.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978997038","AQL SPGｸﾘｰﾑNM","10.00","","","1224.00","1683.00","2.00","2448.0000","3366.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978997373","EIS ｽﾑｰｽGｳｫｯｼｭ","10.00","","","1350.00","1980.00","1.00","1350.0000","1980.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978998875","ElAｴｽﾃﾃｨｯｸｴｯｾﾝｽ","10.00","","","4125.00","6050.00","2.00","8250.0000","12100.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978998943","ANF 21SSM MILK60","10.00","","","2040.00","2970.00","3.00","6120.0000","8910.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978998967","MQ Dﾌｪｲｽﾊﾟｳﾀﾞｰ20","10.00","","","1960.00","3080.00","1.00","1960.0000","3080.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978998998","ANF 21SS M GEL 90","10.00","","","1632.00","2376.00","2.00","3264.0000","4752.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978999254","EIS ﾃﾞｻﾞｲﾝﾀｲﾑS","10.00","","","3375.00","4950.00","2.00","6750.0000","9900.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4909978999261","EISﾃﾞｻﾞｲﾝﾀｲﾑSﾚ","10.00","","","3000.00","4400.00","2.00","6000.0000","8800.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4930830977233","ﾄﾘﾌﾟﾙﾌﾟﾛﾎﾟﾘｽﾉﾄﾞｱﾒ","8.00","","ﾄﾘﾌﾟﾙﾌﾟﾛﾎﾟﾘｽﾉﾄﾞｱﾒ","290.00","486.00","1.00","290.0000","486.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4932313037410","ｺﾒｱﾌﾞﾗ1000ｸﾞﾗﾑ","8.00","","ｺﾒｱﾌﾞﾗ1000ｸﾞﾗﾑ","700.00","980.00","-9.00","-6300.0000","-8820.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4933691957604","ｼﾞｮｷﾝｳｴｯﾄﾃｨｼｭ","10.00","","ｼﾞｮｷﾝｳｴｯﾄﾃｨｼｭ","116.00","158.00","5.00","580.0000","790.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651515018","ﾉﾌﾞ ｸﾚﾝｼﾞﾝｸﾞｸﾘｰﾑ","10.00","","","2275.00","3850.00","2.00","4550.0000","7700.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651515025","ﾉﾌﾞｳｵｯｯｼﾝｸﾞｸﾘｰﾑ","10.00","","ﾉﾌﾞｳｵｯｯｼﾝｸﾞｸﾘｰﾑ","2275.00","3850.00","2.00","4550.0000","7700.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651515032","ﾉﾌﾞﾌｪｲｽﾛｰｼｮﾝｻｯﾊﾟﾘ","10.00","","ﾉﾌﾞﾌｪｲｽﾛｰｼｮﾝｻｯﾊﾟﾘ","2600.00","4400.00","-1.00","-2600.0000","-4400.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651515049","ﾉﾌﾞﾌｪｲｽﾛｰｼｮﾝｼｯﾄﾘ","10.00","","ﾉﾌﾞﾌｪｲｽﾛｰｼｮﾝｼｯﾄﾘ","2600.00","4400.00","-1.00","-2600.0000","-4400.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651571014","ﾉﾌﾞ ｿ-ﾌﾟ D","10.00","","ﾉﾌﾞ ｿ-ﾌﾟ D","650.00","1100.00","-5.00","-3250.0000","-5500.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651571069","ﾉﾌﾞﾘｷｯﾄﾞｿ-ﾌﾟD","10.00","","300ML","1170.00","1980.00","1.00","1170.0000","1980.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651571168","ﾉﾌﾞｼｬﾝﾌﾟ-","10.00","","250ML","1040.00","1760.00","-1.00","-1040.0000","-1760.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651572011","ﾉﾌﾞ ｱｸﾈｿｰﾌﾟ","10.00","","ﾉﾌﾞ ｱｸﾈｿｰﾌﾟ","520.00","880.00","-10.00","-5200.0000","-8800.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651572028","ﾉﾌﾞ ｱｸﾈﾌｫｰﾑ","10.00","","ﾉﾌﾞ ｱｸﾈﾌｫｰﾑ","520.00","880.00","-3.00","-1560.0000","-2640.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651573018","ﾉﾌﾞｱﾜｿｰﾌﾟ","10.00","","ﾉﾌﾞｱﾜｿｰﾌﾟ","1040.00","1760.00","1.00","1040.0000","1760.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651574022","ﾉﾌﾞ ﾍｱｼｬﾝﾌﾟｰ ｼｯﾄﾘ","10.00","","ﾉﾌﾞ ﾍｱｼｬﾝﾌﾟｰ ｼｯﾄﾘ","1040.00","1760.00","-1.00","-1040.0000","-1760.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651574039","ﾉﾌﾞｼｬﾝﾌﾟｰM","10.00","","ﾉﾌﾞｼｬﾝﾌﾟｰM","1040.00","1760.00","2.00","2080.0000","3520.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651574046","ﾉﾌﾞ ﾍｱｺﾝﾃﾞｨｼｮﾅｰ","10.00","","ﾉﾌﾞ ﾍｱｺﾝﾃﾞｨｼｮﾅｰ","1040.00","1760.00","-4.00","-4160.0000","-7040.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651579027","ﾉﾌﾞUVﾛｰｼｮﾝ","10.00","","ﾉﾌﾞUVﾛｰｼｮﾝ","1300.00","2200.00","-1.00","-1300.0000","-2200.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4934651579034","ﾉﾌﾞﾋﾔｹﾄﾞﾒﾐﾙｸ","10.00","","ﾉﾌﾞﾋﾔｹﾄﾞﾒﾐﾙｸ","1300.00","2200.00","1.00","1300.0000","2200.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4935583204063","パープルショットウガイグスリ","10.00","","50ML","462.00","1026.00","-9.00","-4158.0000","-9234.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4936201052745","ｲｶｷｼﾌﾞｴｷｽ ﾊｲｺﾞｳｾｯｹﾝ","10.00","","ｲｶｷｼﾌﾞｴｷｽ ﾊｲｺﾞｳｾｯｹﾝ","428.00","786.00","-2.00","-856.0000","-1572.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4936201104895","ｱﾙｺｰﾙｼﾞｪﾙ","10.00","","ｱﾙｺｰﾙｼﾞｪﾙ","1500.00","1680.00","86.00","129000.0000","144480.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4936613105701","ＶＣメンボウ　２００ポンイリ","10.00","","200ﾎﾟﾝ","72.00","110.00","-19.00","-1368.0000","-2090.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4938765001900","ｵｸｽﾘｲﾚ","10.00","","ｵｸｽﾘｲﾚ","330.00","625.00","1.00","330.0000","625.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4938765001924","オクスリイレケイタイヨウ","10.00","","ｵｸｽﾘｲﾚｹｲﾀｲﾖｳ","330.00","625.00","1.00","330.0000","625.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4940233201040","パープルショット","10.00","","30ML","195.00","711.00","-38.00","-7410.0000","-27018.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4940233201057","ディアポピー","10.00","","30ML","180.00","627.00","-1.00","-180.0000","-627.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4944109313875","PFEﾌｼｮｸﾌｻﾝｿｳﾏｽｸ50ﾏｲ","10.00","","PFEﾌｼｮｸﾌｻﾝｿｳﾏｽｸ50ﾏｲ","540.00","878.00","-2.00","-1080.0000","-1756.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4944525327357","ＡＦＢスピーダム１％ゲル","10.00","","AFBｽﾋﾟｰﾀﾞﾑ1%ｹﾞﾙ","378.00","598.00","1.00","378.0000","598.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4944525330357","ＡＦＢスピーダム１％液","10.00","","AFBｽﾋﾟｰﾀﾞﾑ1%ｴｷ","378.00","598.00","1.00","378.0000","598.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4945329112514","クダモノマルシェプルーン","8.00","","200G","258.00","398.00","-19.00","-4902.0000","-7562.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4946842100019","エビオスジョウ","10.00","","2000T","1500.00","2180.00","-12.00","-18000.0000","-26160.0000"
"6","ｸﾞﾘｰﾝﾌﾟﾗｻﾞ店","4946842100026","エビオスジョウ","10.00","","1200T","1164.00","1680.00","-4.00","-4656.0000","-6720.0000"
