﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","13","調理家電","0020","ジャパネット","0000327","象印ﾏﾎｰﾋﾞﾝ","0013","調理家電","0131","炊飯器","4974305218773","NW-VH10 5.5合 IH炊飯ｼﾞｬｰ","0","","29","10,400.00","16,000","1","16,000","5,600","35.00","5.82","100.00","0.25"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148769","JEFG03SH 柄任せｴｸｾﾙ羽毛S 暖色系","0","","30","9,360.00","15,437","1","15,437","6,077","39.37","10.06","10.06","2.41"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800308","ﾃﾞｼﾞﾀﾙ L 1～99枚","10","","31","6.00","36","417","15,173","12,671","83.51","51.33","68.90","0.35"
"","","12","冷蔵庫","0020","ジャパネット","","","0012","冷蔵庫","0124","配送・設置料（冷蔵庫）","2087801028165","配達設置(冷蔵庫) 自社","10","","32","5,000.00","5,000","3","15,000","0","0.00","2.59","75.00","0.31"
"","","13","調理家電","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0013","調理家電","0130","電子レンジ・トースター","4962365070400","AET-G13B(G) ﾄｰｽﾀｰ 4枚焼き 緑","10","","33","9,006.00","14,364","1","14,364","5,358","37.30","5.23","5.88","3.84"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000079","ｱﾗﾐｯｸ","0019","理美容・健康・スポーツ","0192","美容・ドライヤー","4967934602433","JSNB2-CW ｼｬﾜｰﾍｯﾄﾞ白","0","","34","5,720.00","13,455","1","13,455","7,735","57.49","11.72","33.33","0.63"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147533","JTM2210G 6層毛布S ｸﾞﾚｰ","0","","35","3,224.00","6,346","2","12,691","6,243","49.19","8.27","8.27","2.41"
"","","13","調理家電","0020","ジャパネット","","","0013","調理家電","0132","その他調理家電","4573198822960","2000037426 ﾌｰﾄﾞｾｰﾊﾞｰFM2010DTC","10","","36","6,085.00","12,546","1","12,546","6,461","51.50","4.57","86.25","0.23"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000355","日立","0019","理美容・健康・スポーツ","0191","シェーバー","4526044017096","K-FJ2 ﾒﾝｽﾞｼｪｰﾊﾞｰ替刃","0","","37","3,328.00","5,455","2","10,910","4,254","38.99","9.50","28.61","0.60"
"","","39","修理","0040","東芝","","","0039","修理","0390","修理","2087801027809","修理 東芝","10","","38","8,640.00","10,800","1","10,800","2,160","20.00","30.95","30.95","0.55"
"","","14","洗濯機","0020","ジャパネット","","","0014","洗濯機","0143","配送・設置料（洗濯機）","2087801028202","配達設置(洗濯機) M","10","","39","5,000.00","5,000","2","10,000","0","0.00","4.66","100.00","0.16"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000066","ｱｲﾘｽｵｰﾔﾏ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4967576492805","FK-WJN1 ふとん乾燥機","0","","40","5,917.00","9,982","1","9,982","4,065","40.72","18.63","18.63","0.84"
"","","04","記録メディア","0020","ジャパネット","0000064","ｱｲ･ｵｰﾃﾞｰﾀ","0004","記録メディア","0040","記録メディア","4957180154442","PLUT-2KJN 録画用HDD","10","","41","7,280.00","9,091","1","9,091","1,811","19.92","76.71","76.71","0.19"
"","","21","ファッション・時計","0020","ジャパネット","","","0021","ファッション・時計","0210","ファッション小物","2087801081047","IW60290 ﾌｫｰﾏﾙﾊﾞｯｸｾｯﾄ","10","","42","5,096.00","9,091","1","9,091","3,995","43.94","100.00","100.00","0.14"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000355","日立","0019","理美容・健康・スポーツ","0191","シェーバー","4526044016952","RM-FJ21 R ｼｪｰﾊﾞｰ 赤","0","","43","5,866.00","9,073","1","9,073","3,207","35.35","7.90","23.80","0.60"
"","","06","テレビ","0020","ジャパネット","","","0006","テレビ","0063","配送・設置料（テレビ）","2087801028059","配達設置(TV) 自社","10","","44","9,000.00","9,000","1","9,000","0","0.00","1.59","100.00","0.14"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028295","ﾘｻｲｸﾙ 冷蔵庫 500L～","10","","45","5,730.00","8,300","1","8,300","2,570","30.96","20.96","20.96","0.62"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028288","ﾘｻｲｸﾙ 冷蔵庫 ～499L","10","","46","5,730.00","7,800","1","7,800","2,070","26.54","19.70","19.70","0.62"
"","","16","クリーナー","0020","ジャパネット","0000157","ｼｰﾋﾞｰｼﾞｬﾊﾟﾝ","0016","クリーナー","0160","スティック・ハンディクリーナー","4571347185478","DCS-01BK ｸﾘｰﾅｰｽﾀﾝﾄﾞ","0","","47","2,496.00","7,255","1","7,255","4,759","65.60","7.42","10.26","1.11"
"","","38","リサイクル料","","","","","0038","リサイクル料","0380","リサイクル料","2087801028516","廃家電 引取料(小)","10","","48","500.00","500","11","5,500","0","0.00","13.89","13.89","0.62"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028325","ﾘｻｲｸﾙ 液晶ﾃﾚﾋﾞ～55型","10","","49","3,970.00","5,200","1","5,200","1,230","23.65","13.13","13.13","0.62"
"","","12","冷蔵庫","0020","ジャパネット","","","0012","冷蔵庫","0124","配送・設置料（冷蔵庫）","2087801028172","配達設置(冷蔵庫) M","10","","50","5,000.00","5,000","1","5,000","0","0.00","0.86","25.00","0.31"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028387","ﾘｻｲｸﾙ 洗濯機","10","","51","3,530.00","4,800","1","4,800","1,270","26.46","12.12","12.12","0.62"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028318","ﾘｻｲｸﾙ 液晶ﾃﾚﾋﾞ～40型","10","","52","3,420.00","4,200","1","4,200","780","18.57","10.61","10.61","0.62"
"","","02","外注プリント","0030","富士フィルムイメージング","","","0002","外注プリント","0025","プリントその他（外注）","2087801028615","ﾌﾟﾘﾝﾄその他 外注","10","","53","1,357.00","1,357","3","4,071","0","0.00","100.00","100.00","0.06"
"","","09","パソコン","0032","パイオニア","0000102","ｴﾌﾟｿﾝ","0009","パソコン","0094","用紙・インク","4988617194069","IC6CL80 ｴﾌﾟｿﾝｲﾝｸ","10","","54","3,334.00","3,960","1","3,960","626","15.81","40.31","46.81","0.13"
"","","38","リサイクル料","0037","快伸","","","0038","リサイクル料","0380","リサイクル料","2087801028554","ﾘｻｲｸﾙ 洗濯機(持込)","10","","55","3,800.00","3,800","1","3,800","0","0.00","9.60","9.60","0.62"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400701960250","ﾃﾞｼﾞﾀﾙ A4･6切･6W 3P","10","","56","78.00","1,437","2","2,873","2,717","94.57","9.72","13.05","0.35"
"","","04","記録メディア","0010","ソニー","0000192","ｿﾆｰ","0004","記録メディア","0040","記録メディア","4905524886689","USM16GT PT USBﾒﾓﾘｰ","10","","57","1,931.00","2,760","1","2,760","829","30.04","23.29","23.29","0.19"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0062","テレビアクセサリー","4905524850529","DLC-HJ20 B HDMIｹｰﾌﾞﾙ","10","","58","1,709.00","2,550","1","2,550","841","32.98","0.45","100.00","0.04"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0018","拡大プリント","0400702300000","拡大ﾌﾟﾘﾝﾄ A1","10","","59","665.00","2,546","1","2,546","1,881","73.88","8.61","100.00","0.04"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292088601","BC-346 ｲﾝｸﾀﾝｸ","10","","60","1,711.00","2,019","1","2,019","308","15.26","20.55","23.87","0.13"
"","","13","調理家電","0020","ジャパネット","0000062","ｱｰﾈｽﾄ","0013","調理家電","0132","その他調理家電","4989082776316","A-77631 ﾐﾆﾏﾙﾁﾊﾟﾝ･ｶﾞﾗｽ蓋","0","","61","2,600.00","2,000","1","2,000","-600","-30.00","0.73","13.75","0.23"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292088588","BC-345 ｲﾝｸﾀﾝｸ","10","","62","1,526.00","1,800","1","1,800","274","15.22","18.32","21.28","0.13"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800124","ﾃﾞｼﾞﾀﾙ A4","10","","63","22.00","600","3","1,800","1,734","96.33","6.09","8.17","0.35"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800193","ﾃﾞｼﾞﾀﾙKG 1～99枚","10","","64","9.00","46","39","1,775","1,424","80.23","6.00","8.06","0.35"
"","","01","プリント","0037","快伸","0000035","N/A","0001","プリント","0010","フィルムプリント","0400100200056","ｶﾗｰﾌｨﾙﾑﾌﾟﾘﾝﾄ L","10","","65","17.00","38","46","1,757","975","55.49","5.94","54.99","0.05"
"","","01","プリント","0037","快伸","0000035","N/A","0001","プリント","0010","フィルムプリント","0400100100103","ｶﾗｰﾌｨﾙﾑ現像","10","","66","200.00","719","2","1,438","1,038","72.18","4.86","45.01","0.05"
"","","09","パソコン","0020","ジャパネット","0000105","ｴﾚｺﾑ","0009","パソコン","0092","パソコンアクセサリー","4953103283404","M-IR07DRSBK ﾏｳｽ","10","","67","675.00","1,364","1","1,364","689","50.51","13.89","100.00","0.02"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0017","写真複写・加工・データ書込み","0400202000042","ﾌｨﾙﾑCD書込","10","","68","365.00","500","2","1,000","270","27.00","3.38","55.56","0.03"
"","","36","その他商品","0020","ジャパネット","","","0036","その他商品","0361","家電小物・OA小物","4954591515831","HDMI1.5BLK HDMIｹｰﾌﾞﾙ","0","","69","218.00","973","1","973","755","77.60","3.46","100.00","0.02"
"","","49","その他","0020","ジャパネット","","","0049","その他","0490","配送・設置料(その他)","2087801028462","配送設置料(その他) 宅急便","10","","70","900.00","900","1","900","0","0.00","90.00","100.00","0.01"
"","","01","プリント","0030","富士フィルムイメージング","","","0001","プリント","0017","写真複写・加工・データ書込み","0400101500703","外注 手数料","10","","71","510.00","800","1","800","290","36.25","2.71","44.44","0.03"
"","","09","パソコン","0032","パイオニア","0000102","ｴﾌﾟｿﾝ","0009","パソコン","0094","用紙・インク","4988617193932","ICBK80 ｴﾌﾟｿﾝｲﾝｸ","10","","72","572.00","680","1","680","108","15.88","6.92","8.04","0.13"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800025","ﾃﾞｼﾞﾀﾙ 2L","10","","73","12.00","100","4","400","352","88.00","1.35","1.82","0.35"
"","","49","その他","","","","","0049","その他","0499","その他","2087801100557","ﾎﾟｲﾝﾄｶｰﾄﾞ再発行料","10","","74","43.00","100","1","100","57","57.00","10.00","100.00","0.00"
"佐世保本店","","17","エアコン","0020","ジャパネット","0000319","三菱","0017","エアコン","0172","エアコン（～１０畳）","4902901935527","MSZ-LT2822-W-IN 10畳用 ｴｱｺﾝ","0","","1","70,200.00","131,636","1","131,636","61,436","46.67","94.18","100.00","2.07"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0130","電子レンジ・トースター","4549873139609","MRO-JT231R ｵｰﾌﾞﾝﾚﾝｼﾞ 赤","0","","2","18,876.00","27,255","4","109,019","33,515","30.74","50.42","56.70","3.02"
"","","12","冷蔵庫","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0012","冷蔵庫","0120","冷蔵庫（～399L）","4974019208206","SJ-PD28H-T 冷蔵庫 280L 右開 茶","0","","3","60,112.00","78,909","1","78,909","18,797","23.82","94.04","100.00","1.24"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736060050","KJ-32W500E HDﾃﾚﾋﾞ","10","","4","37,386.00","48,000","1","48,000","10,614","22.11","87.91","100.00","0.76"
"","","08","オーディオ","0020","ジャパネット","","","0008","オーディオ","0082","カラオケ","4905689796526","PK-WT120 ﾊﾟｰｿﾅﾙｶﾗｵｹ","10","","5","25,844.00","36,346","1","36,346","10,502","28.89","100.00","100.00","0.57"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000197","ﾀﾞｲｿﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","5025155075463","AM09 WN N Hot+Cool ﾎﾜｲﾄ･ﾆｯｹﾙ","0","","6","21,320.00","31,637","1","31,637","10,317","32.61","53.72","53.72","0.93"
"","","16","クリーナー","0020","ジャパネット","0000197","ﾀﾞｲｿﾝ","0016","クリーナー","0160","スティック・ハンディクリーナー","5025155056752","SV10K SLMORBU ｽﾃｨｯｸｸﾘｰﾅｰV8ｽﾘﾑ","0","","7","21,112.00","31,637","1","31,637","10,525","33.27","48.50","48.50","1.03"
"","","13","調理家電","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0013","調理家電","0130","電子レンジ・トースター","4962365070400","AET-G13B(G) ﾄｰｽﾀｰ 4枚焼き 緑","10","","8","9,006.00","14,364","2","28,728","10,716","37.30","13.29","14.94","3.02"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4974019886435","PF-JTH1-N ｲｵﾝﾌｧﾝ","10","","9","18,356.00","27,255","1","27,255","8,899","32.65","46.28","46.28","0.93"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0130","電子レンジ・トースター","4549873139616","MRO-JT231W ｵｰﾌﾞﾝﾚﾝｼﾞ 白","10","","10","18,876.00","27,255","1","27,255","8,379","30.74","12.61","14.18","3.02"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0130","電子レンジ・トースター","4549873117393","MRO-JT230 赤 ｵｰﾌﾞﾝ電子ﾚﾝｼﾞ","0","","11","18,594.00","27,255","1","27,255","8,661","31.78","12.61","14.18","3.02"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000079","ｱﾗﾐｯｸ","0019","理美容・健康・スポーツ","0192","美容・ドライヤー","4967934602440","JSNB2-GS ｼｬﾜｰﾍｯﾄﾞ銀","0","","12","5,720.00","13,455","2","26,910","15,470","57.49","57.41","100.00","0.42"
"","","16","クリーナー","0020","ジャパネット","0000355","日立","0016","クリーナー","0160","スティック・ハンディクリーナー","4549873142487","PV-BHL3000J R ｽﾃｨｯｸｸﾘｰﾅｰ 赤","0","","13","19,032.00","26,345","1","26,345","7,313","27.76","40.38","40.38","1.03"
"","","13","調理家電","0020","ジャパネット","0000327","象印ﾏﾎｰﾋﾞﾝ","0013","調理家電","0131","炊飯器","4974305218773","NW-VH10 5.5合 IH炊飯ｼﾞｬｰ","0","","14","10,400.00","18,000","1","18,000","7,600","42.22","8.32","100.00","0.28"
"","","36","その他商品","0020","ジャパネット","0000341","帝人ﾌﾛﾝﾃｨｱ","0036","その他商品","0369","その他商品","4995296002189","BZBD105 除湿剤 42個ｾｯﾄ","0","","15","2,420.00","5,437","3","16,311","9,051","55.49","88.89","100.00","0.26"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000283","ﾐｽﾞﾉ","0019","理美容・健康・スポーツ","0194","スポーツ・健康器具","4550234728929","C3JHI10755 腹筋座椅子","10","","16","6,126.00","10,891","1","10,891","4,765","43.75","23.23","100.00","0.17"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000355","日立","0019","理美容・健康・スポーツ","0191","シェーバー","4526044016969","RM-FJ21 S ｼｪｰﾊﾞｰ 銀","0","","17","5,866.00","9,073","1","9,073","3,207","35.35","19.36","100.00","0.14"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800216","ﾃﾞｼﾞﾀﾙKG 200～299枚 2割","10","","18","9.00","36","229","8,329","6,268","75.26","41.36","49.38","0.27"
"","","16","クリーナー","0020","ジャパネット","0000157","ｼｰﾋﾞｰｼﾞｬﾊﾟﾝ","0016","クリーナー","0160","スティック・ハンディクリーナー","4571347185485","HCS-03BK ｸﾘｰﾅｰｽﾀﾝﾄﾞ","10","","19","2,725.00","7,255","1","7,255","4,530","62.44","11.12","11.12","1.03"
"","","06","テレビ","0020","ジャパネット","","","0006","テレビ","0063","配送・設置料（テレビ）","2087801028059","配達設置(TV) 自社","10","","20","3,300.00","3,300","2","6,600","0","0.00","12.09","100.00","0.10"
"","","13","調理家電","0020","ジャパネット","0000141","ｺｰﾙﾏﾝ","0013","調理家電","0132","その他調理家電","4573198822120","PRST/PRBT ﾊﾟｯｸﾛｰﾙ20cmx2.28cmx2","10","","21","2,014.00","2,980","2","5,960","1,932","32.42","2.76","100.00","0.09"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800308","ﾃﾞｼﾞﾀﾙ L 1～99枚","10","","22","6.00","36","163","5,928","4,950","83.50","29.44","35.15","0.27"
"","","12","冷蔵庫","0020","ジャパネット","","","0012","冷蔵庫","0124","配送・設置料（冷蔵庫）","2087801028165","配達設置(冷蔵庫) 自社","10","","23","5,000.00","5,000","1","5,000","0","0.00","5.96","100.00","0.08"
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","24","4,536.00","4,536","1","4,536","0","0.00","3.25","100.00","0.07"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028318","ﾘｻｲｸﾙ 液晶ﾃﾚﾋﾞ～40型","10","","25","3,420.00","4,200","1","4,200","780","18.57","43.75","43.75","0.15"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","26","3,600.00","3,600","1","3,600","0","0.00","2.58","100.00","0.06"
"","","03","写真用品","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0003","写真用品","0031","レンズ付きフィルム","4547410369137","LF S-ACE ｼﾝﾌﾟﾙｴｰｽ27","10","","27","1,200.00","1,600","2","3,200","800","25.00","83.12","100.00","0.05"
"","","09","パソコン","0080","エレコム","0000105","ｴﾚｺﾑ","0009","パソコン","0092","パソコンアクセサリー","4953103846531","LD-GPT/BU50 LANｹｰﾌﾞﾙ","10","","28","842.00","1,480","2","2,960","1,276","43.11","100.00","100.00","0.05"
"","","38","リサイクル料","","","","","0038","リサイクル料","0380","リサイクル料","2087801028516","廃家電 引取り料(小)","10","","29","500.00","500","5","2,500","0","0.00","26.04","26.04","0.15"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028370","ﾘｻｲｸﾙ ｴｱｺﾝ","10","","30","1,990.00","2,400","1","2,400","410","17.08","25.00","25.00","0.15"
"","","49","その他","0020","ジャパネット","","","0049","その他","0490","配送・設置料(その他)","2087801028424","配送設置料(その他) 自社","10","","31","900.00","900","2","1,800","0","0.00","66.67","66.67","0.04"
