﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"佐々店","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736123892","XRJ-55A80J 有機ELﾃﾚﾋﾞ","0","","1","168,151.53","216,759","17","3,684,910","826,334","22.42","17.90","19.44","31.34"
"","","06","テレビ","0020","ジャパネット","0000347","東芝","0006","テレビ","0060","テレビ本体","4580652110983","55C350X 55型4K液晶ﾃﾚﾋﾞ","10","","2","58,907.43","83,297","21","1,749,227","512,171","29.28","8.50","9.23","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736112483","KJ-65X8000H 4Kﾃﾚﾋﾞ","10","","3","114,364.00","150,893","11","1,659,822","401,818","24.21","8.06","8.76","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736123946","KJ-50X85J 4K液晶ﾃﾚﾋﾞ","0","","4","101,714.67","130,552","12","1,566,619","346,043","22.09","7.61","8.27","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736123939","KJ-55X85J 4K液晶ﾃﾚﾋﾞ","0","","5","96,494.18","130,248","11","1,432,729","371,293","25.92","6.96","7.56","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736136021","KJ-43X80K 液晶ﾃﾚﾋﾞ","0","","6","85,900.00","116,990","9","1,052,908","279,808","26.57","5.11","5.56","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736112513","KJ-43X8000H 4Kﾃﾚﾋﾞ","10","","7","71,479.00","94,705","8","757,640","185,808","24.52","3.68","4.00","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736136014","KJ-50X80K 液晶ﾃﾚﾋﾞ","0","","8","96,088.00","132,351","5","661,754","181,314","27.40","3.21","3.49","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736123816","XRJ-65X90J 4K液晶ﾃﾚﾋﾞ","0","","9","164,969.33","218,364","3","655,091","160,183","24.45","3.18","3.46","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736123823","XRJ-55X90J 4K液晶ﾃﾚﾋﾞ","0","","10","119,408.00","159,950","4","639,801","162,169","25.35","3.11","3.38","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736123885","XRJ-65A80J 有機ELﾃﾚﾋﾞ","0","","11","220,736.00","281,637","2","563,273","121,801","21.62","2.74","2.97","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736112476","KJ-75X8000H 4Kﾃﾚﾋﾞ","10","","12","141,332.00","187,697","3","563,091","139,095","24.70","2.73","2.97","31.34"
"","","06","テレビ","0020","ジャパネット","","","0006","テレビ","0063","配送・設置料（テレビ）","2087801028066","配達設置(TV) M","10","","13","5,812.88","5,813","89","517,346","0","0.00","2.51","81.20","1.05"
"","","06","テレビ","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0006","テレビ","0060","テレビ本体","4974019172248","4T-C65DL1 65V型4K液晶ﾃﾚﾋﾞ","10","","14","104,000.00","131,637","3","394,910","82,910","20.99","1.92","2.08","31.34"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736112490","KJ-55X8000H 4Kﾃﾚﾋﾞ","0","","15","100,014.67","131,455","3","394,364","94,320","23.92","1.92","2.08","31.34"
"","","06","テレビ","0020","ジャパネット","0000010","CAVｼﾞｬﾊﾟﾝ","0006","テレビ","0061","テレビ台","4571265693246","THRN-130HDｵｰﾃﾞｨｵﾗｯｸ","10","","16","15,210.00","16,755","20","335,093","30,893","9.22","1.63","43.30","1.28"
"","","06","テレビ","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0006","テレビ","0060","テレビ本体","4974019172262","4T-C50DL1 50型4K液晶ﾃﾚﾋﾞ","10","","17","63,440.00","90,485","3","271,454","81,134","29.89","1.32","1.43","31.34"
"","","06","テレビ","0020","ジャパネット","0000347","東芝","0006","テレビ","0060","テレビ本体","4580652110969","43C350X 43型4K液晶ﾃﾚﾋﾞ","0","","18","58,240.00","67,773","4","271,091","38,131","14.07","1.32","1.43","31.34"
