﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"佐々店","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530104480","RAS-J221RT 6畳用 ｴｱｺﾝ","0","","1","37,450.00","90,728","1","90,728","53,278","58.72","49.53","100.00","5.13"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0171","エアコン（～８畳）","4549873152264","RAS-HT25M W 8畳用 ｴｱｺﾝ","0","","2","45,656.00","81,637","1","81,637","35,981","44.07","44.57","100.00","4.61"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","3","3,600.00","3,600","3","10,800","0","0.00","5.90","100.00","0.61"
"佐世保本店","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0172","エアコン（～１０畳）","4549873152134","RAS-GT28M 10畳 ｴｱｺﾝ","0","","1","65,520.00","118,000","1","118,000","52,480","44.47","35.90","100.00","6.67"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530104480","RAS-J221RT 6畳用 ｴｱｺﾝ","0","","2","37,450.00","81,637","1","81,637","44,187","54.13","24.84","56.27","8.20"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0170","エアコン（～６畳）","4974019218014","AY-P22TD 6畳ｴｱｺﾝ","10","","3","33,072.00","63,455","1","63,455","30,383","47.88","19.31","43.73","8.20"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0171","エアコン（～８畳）","4967576613965","IPA-2222G ﾎﾟｰﾀﾌﾞﾙｸｰﾗｰ4.5-7畳","10","","4","32,016.00","45,273","1","45,273","13,257","29.28","13.77","100.00","2.56"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","5","3,600.00","3,600","4","14,400","0","0.00","4.38","100.00","0.81"
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","6","5,900.00","5,900","1","5,900","0","0.00","1.80","100.00","0.33"
"大塔店","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0171","エアコン（～８畳）","4549873152264","RAS-HT25M W 8畳用 ｴｱｺﾝ","0","","1","45,656.00","81,637","3","244,910","107,942","44.07","19.48","53.99","25.64"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0171","エアコン（～８畳）","4904530104466","RAS-J251RT 8畳用 ｴｱｺﾝ","10","","2","44,720.00","90,728","2","181,455","92,015","50.71","14.43","40.00","25.64"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0174","エアコン（～１８畳）","4573535213536","AJT56ZNP-W 18畳用 ｴｱｺﾝ","0","","3","85,800.00","154,364","1","154,364","68,564","44.42","12.28","51.52","16.94"
