ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"ç≤ÅXìX","2022/11/05","337,320","307,123","0","30,197","123,772","40.30","193","1,591.31","0","0","2,308,663","548,750"
"ç≤ÅXìX","2022/11/06","517,179","470,172","0","47,007","172,442","36.68","84","5,597.29","253,610","14","2,825,842","721,192"
"ç≤ÅXìX","2022/11/07","364,189","331,092","0","33,098","104,907","31.69","740","447.42","34,164","4","3,190,031","826,099"
"ç≤ÅXìX","2022/11/08","208,729","190,565","0","18,164","68,894","36.15","368","517.84","0","0","3,398,760","894,993"
"ç≤ÅXìX","2022/11/09","208,596","190,153","0","18,443","61,093","32.13","454","418.84","0","0","3,607,356","956,086"
"ç≤ÅXìX","2022/11/10","140,066","127,338","0","12,729","53,938","42.36","54","2,358.11","2,980","1","3,747,422","1,010,024"
"ç≤ÅXìX","2022/11/11","201,572","183,770","0","17,802","71,909","39.13","214","858.74","0","0","3,948,994","1,081,933"
"ç≤ÅXìX","2022/11/12","346,980","315,443","0","31,537","142,235","45.09","152","2,075.28","0","0","4,295,974","1,224,168"
"ç≤ÅXìX","2022/11/13","296,572","269,616","0","26,956","91,434","33.91","449","600.48","99,819","1","4,592,546","1,315,602"
"ç≤ÅXìX","2022/11/14","135,572","123,255","0","12,317","50,457","40.94","338","364.66","12,691","2","4,728,118","1,366,059"
"ç≤ÅXìX","2022/11/15","247,918","225,389","0","22,530","67,334","29.87","308","731.78","0","0","4,976,036","1,433,393"
"ç≤ÅXìX","2022/11/16","272,134","247,402","0","24,732","88,382","35.72","146","1,694.53","32,945","4","5,248,170","1,521,775"
"ç≤ÅXìX","2022/11/17","205,575","187,237","0","18,339","85,900","45.88","430","435.43","0","0","5,453,745","1,607,675"
"ç≤ÅXìX","2022/11/18","454,710","413,379","0","41,331","132,068","31.95","96","4,306.03","0","0","5,908,455","1,739,743"
"ç≤ÅXìX","2022/11/19","253,635","230,584","0","23,051","86,467","37.50","188","1,226.51","17,091","1","6,162,090","1,826,210"
"ç≤ÅXìX","2022/11/20","382,088","347,707","0","34,381","95,165","27.37","314","1,107.35","0","0","6,544,178","1,921,375"
"ç≤ÅXìX","2022/11/21","243,053","221,310","0","21,744","94,716","42.80","348","635.95","0","0","6,787,231","2,016,091"
"ç≤ÅXìX","2022/11/22","370,366","336,705","0","33,662","135,078","40.12","219","1,537.47","0","0","7,157,597","2,151,169"
"ç≤ÅXìX","2022/11/23","585,170","533,593","0","51,581","158,389","29.68","1,112","479.85","0","0","7,742,767","2,309,558"
"ç≤ÅXìX","2022/11/24","196,409","178,559","0","17,851","104,717","58.65","497","359.27","309,795","26","7,939,176","2,414,275"
"ç≤ÅXìX","2022/11/25","0","0","0","0","0","0.00","0","0.00","0","0","7,939,176","2,414,275"
"ç≤ê¢ï€ñ{ìX","2022/11/01","583,063","530,067","0","52,997","154,301","29.11","74","7,163.07","141,502","5","8,522,239","2,568,576"
"ç≤ê¢ï€ñ{ìX","2022/11/02","68,572","62,340","0","6,232","15,010","24.08","22","2,833.64","9,073","1","8,590,811","2,583,586"
"ç≤ê¢ï€ñ{ìX","2022/11/03","495,390","450,361","0","45,030","133,654","29.68","106","4,248.69","91,910","2","9,086,201","2,717,240"
"ç≤ê¢ï€ñ{ìX","2022/11/04","339,469","308,614","0","30,855","84,711","27.45","75","4,114.85","0","0","9,425,670","2,801,951"
"ç≤ê¢ï€ñ{ìX","2022/11/05","491,616","446,928","0","44,688","113,151","25.32","210","2,128.23","135,282","6","9,917,286","2,915,102"
"ç≤ê¢ï€ñ{ìX","2022/11/06","462,104","420,100","0","42,004","121,611","28.95","57","7,370.18","240,910","4","10,379,390","3,036,713"
"ç≤ê¢ï€ñ{ìX","2022/11/07","328,922","299,484","0","29,438","85,937","28.70","203","1,475.29","0","0","10,708,312","3,122,650"
"ç≤ê¢ï€ñ{ìX","2022/11/08","326,175","296,531","0","29,644","96,312","32.48","60","4,942.18","48,346","3","11,034,487","3,218,962"
"ç≤ê¢ï€ñ{ìX","2022/11/09","367,167","333,794","0","33,373","121,057","36.27","225","1,483.53","0","0","11,401,654","3,340,019"
"ç≤ê¢ï€ñ{ìX","2022/11/10","171,606","156,010","0","15,596","44,117","28.28","61","2,557.54","94,328","2","11,573,260","3,384,136"
"ç≤ê¢ï€ñ{ìX","2022/11/11","311,450","283,139","0","28,311","75,106","26.53","228","1,241.84","0","0","11,884,710","3,459,242"
"ç≤ê¢ï€ñ{ìX","2022/11/12","85,830","78,031","0","7,799","28,958","37.11","53","1,472.28","59,792","3","11,970,540","3,488,200"
"ç≤ê¢ï€ñ{ìX","2022/11/13","268,475","244,072","0","24,403","92,471","37.89","401","608.66","13,455","1","12,239,015","3,580,671"
"ç≤ê¢ï€ñ{ìX","2022/11/14","118,780","107,988","0","10,792","40,316","37.33","65","1,661.35","27,255","2","12,357,795","3,620,987"
"ç≤ê¢ï€ñ{ìX","2022/11/15","180,456","164,055","0","16,401","67,527","41.16","80","2,050.69","225,529","4","12,538,251","3,688,514"
"ç≤ê¢ï€ñ{ìX","2022/11/16","94,171","85,615","0","8,557","30,907","36.10","114","751.01","29,965","2","12,632,422","3,719,421"
"ç≤ê¢ï€ñ{ìX","2022/11/17","118,210","107,469","0","10,741","136,634","127.14","57","1,885.42","602,806","26","12,750,632","3,856,055"
"ç≤ê¢ï€ñ{ìX","2022/11/18","117,096","106,459","0","10,637","54,917","51.59","139","765.89","28,147","3","12,867,728","3,910,972"
"ç≤ê¢ï€ñ{ìX","2022/11/19","350,496","318,641","0","31,855","121,721","38.20","77","4,138.19","81,765","4","13,218,224","4,032,693"
"ç≤ê¢ï€ñ{ìX","2022/11/20","126,380","114,896","0","11,485","44,869","39.05","64","1,795.25","0","0","13,344,604","4,077,562"
"ç≤ê¢ï€ñ{ìX","2022/11/21","267,476","243,163","0","24,313","67,883","27.92","101","2,407.55","11,800","1","13,612,080","4,145,445"
"ç≤ê¢ï€ñ{ìX","2022/11/22","284,908","259,012","0","25,896","117,568","45.39","142","1,824.03","82,737","11","13,896,988","4,263,013"
"ç≤ê¢ï€ñ{ìX","2022/11/23","331,719","301,915","0","29,805","98,861","32.74","158","1,910.85","18,164","3","14,228,707","4,361,874"
"ç≤ê¢ï€ñ{ìX","2022/11/24","231,794","210,728","0","21,066","69,679","33.07","83","2,538.89","44,337","3","14,460,501","4,431,553"
"ç≤ê¢ï€ñ{ìX","2022/11/25","1,760","1,600","0","160","400","25.00","1","1,600.00","0","0","14,462,261","4,431,953"
"ëÂìÉìX","2022/11/01","433,806","394,375","0","39,431","134,739","34.17","120","3,286.46","22,528","2","14,896,067","4,566,692"
"ëÂìÉìX","2022/11/02","902,940","820,860","0","82,080","259,826","31.65","27","30,402.22","0","0","15,799,007","4,826,518"
"ëÂìÉìX","2022/11/03","907,080","824,624","0","82,456","237,940","28.85","42","19,633.90","0","0","16,706,087","5,064,458"
"ëÂìÉìX","2022/11/04","414,606","376,918","0","37,688","124,600","33.06","19","19,837.79","0","0","17,120,693","5,189,058"
"ëÂìÉìX","2022/11/05","558,571","507,797","0","50,774","183,091","36.06","26","19,530.65","715,623","16","17,679,264","5,372,149"
"ëÂìÉìX","2022/11/06","811,140","737,407","0","73,733","259,723","35.22","50","14,748.14","107,949","9","18,490,404","5,631,872"
"ëÂìÉìX","2022/11/07","373,170","339,249","0","33,921","129,490","38.17","57","5,951.74","272,019","3","18,863,574","5,761,362"
"ëÂìÉìX","2022/11/08","265,610","241,468","0","24,142","174,771","72.38","118","2,046.34","478,391","12","19,129,184","5,936,133"
"ëÂìÉìX","2022/11/09","219,763","199,788","0","19,975","79,713","39.90","63","3,171.24","0","0","19,348,947","6,015,846"
"ëÂìÉìX","2022/11/10","639,416","581,292","0","58,124","196,556","33.81","53","10,967.77","0","0","19,988,363","6,212,402"
"ëÂìÉìX","2022/11/11","159,370","144,884","0","14,486","55,309","38.17","21","6,899.24","0","0","20,147,733","6,267,711"
"ëÂìÉìX","2022/11/12","693,632","630,578","0","63,054","219,740","34.85","38","16,594.16","67,857","5","20,841,365","6,487,451"
"ëÂìÉìX","2022/11/13","562,971","515,417","0","47,554","197,514","38.32","69","7,469.81","14,364","1","21,404,336","6,684,965"
"ëÂìÉìX","2022/11/14","366,170","332,885","0","33,285","98,688","29.65","34","9,790.74","194,937","3","21,770,506","6,783,653"
"ëÂìÉìX","2022/11/15","128,050","116,412","0","11,638","52,653","45.23","23","5,061.39","0","0","21,898,556","6,836,306"
"ëÂìÉìX","2022/11/16","422,409","384,010","0","38,399","170,780","44.47","366","1,049.21","150,058","11","22,320,965","7,007,086"
"ëÂìÉìX","2022/11/17","277,120","251,930","0","25,190","97,282","38.61","28","8,997.50","36,346","4","22,598,085","7,104,368"
"ëÂìÉìX","2022/11/18","400,570","364,157","0","36,413","97,619","26.81","44","8,276.30","0","0","22,998,655","7,201,987"
"ëÂìÉìX","2022/11/19","1,494,230","1,357,677","0","136,553","350,465","25.81","58","23,408.22","590,187","12","24,492,885","7,552,452"
"ëÂìÉìX","2022/11/20","520,390","473,088","0","47,302","167,645","35.44","63","7,509.33","131,637","1","25,013,275","7,720,097"
"ëÂìÉìX","2022/11/21","120,289","109,359","0","10,930","48,787","44.61","165","662.78","0","0","25,133,564","7,768,884"
"ëÂìÉìX","2022/11/22","481,410","437,648","0","43,762","132,010","30.16","66","6,631.03","0","0","25,614,974","7,900,894"
"ëÂìÉìX","2022/11/23","1,134,800","1,031,648","0","103,152","342,647","33.21","67","15,397.73","108,804","8","26,749,774","8,243,541"
"ëÂìÉìX","2022/11/24","505,480","459,532","0","45,948","169,542","36.89","28","16,411.86","0","0","27,255,254","8,413,083"
"ëÂìÉìX","2022/11/25","0","0","0","0","0","0.00","0","0.00","0","0","27,255,254","8,413,083"