ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"ç≤ê¢ï€ñ{ìX","2022/11/07","328,922","299,484","0","29,438","85,937","28.70","203","1,475.29","0","0","6,282,560","1,639,395"
"ç≤ê¢ï€ñ{ìX","2022/11/08","326,175","296,531","0","29,644","96,312","32.48","60","4,942.18","48,346","3","6,608,735","1,735,707"
"ç≤ê¢ï€ñ{ìX","2022/11/09","367,167","333,794","0","33,373","121,057","36.27","225","1,483.53","0","0","6,975,902","1,856,764"
"ç≤ê¢ï€ñ{ìX","2022/11/10","171,606","156,010","0","15,596","44,117","28.28","61","2,557.54","94,328","2","7,147,508","1,900,881"
"ç≤ê¢ï€ñ{ìX","2022/11/11","311,450","283,139","0","28,311","75,106","26.53","228","1,241.84","0","0","7,458,958","1,975,987"
"ç≤ê¢ï€ñ{ìX","2022/11/12","0","0","0","0","0","0.00","0","0.00","0","0","7,458,958","1,975,987"
"ëÂìÉìX","2022/11/01","433,806","394,375","0","39,431","134,739","34.17","120","3,286.46","22,528","2","7,892,764","2,110,726"
"ëÂìÉìX","2022/11/02","902,940","820,860","0","82,080","259,826","31.65","27","30,402.22","0","0","8,795,704","2,370,552"
"ëÂìÉìX","2022/11/03","907,080","824,624","0","82,456","237,940","28.85","42","19,633.90","0","0","9,702,784","2,608,492"
"ëÂìÉìX","2022/11/04","414,606","376,918","0","37,688","124,600","33.06","19","19,837.79","0","0","10,117,390","2,733,092"
"ëÂìÉìX","2022/11/05","558,571","507,797","0","50,774","183,091","36.06","26","19,530.65","715,623","16","10,675,961","2,916,183"
"ëÂìÉìX","2022/11/06","811,140","737,407","0","73,733","259,723","35.22","50","14,748.14","107,949","9","11,487,101","3,175,906"
"ëÂìÉìX","2022/11/07","373,170","339,249","0","33,921","129,490","38.17","57","5,951.74","272,019","3","11,860,271","3,305,396"
"ëÂìÉìX","2022/11/08","265,610","241,468","0","24,142","174,771","72.38","118","2,046.34","478,391","12","12,125,881","3,480,167"
"ëÂìÉìX","2022/11/09","219,763","199,788","0","19,975","79,713","39.90","63","3,171.24","0","0","12,345,644","3,559,880"
"ëÂìÉìX","2022/11/10","639,416","581,292","0","58,124","196,556","33.81","53","10,967.77","0","0","12,985,060","3,756,436"
"ëÂìÉìX","2022/11/11","159,370","144,884","0","14,486","55,309","38.17","21","6,899.24","0","0","13,144,430","3,811,745"
"ëÂìÉìX","2022/11/12","0","0","0","0","0","0.00","0","0.00","0","0","13,144,430","3,811,745"