﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"佐々店","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0172","エアコン（～１０畳）","4549873152271","RAS-HT28M 10畳用 ｴｱｺﾝ","0","","1","60,216.00","99,818","1","99,818","39,602","39.67","85.10","100.00","10.49"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","2","3,600.00","3,600","3","10,800","0","0.00","9.21","70.59","1.61"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","3","4,500.00","4,500","1","4,500","0","0.00","3.84","29.41","1.61"
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","4","2,176.00","2,176","1","2,176","0","0.00","1.86","100.00","0.23"
"佐世保本店","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0171","エアコン（～８畳）","4904530104466","RAS-J251RT 8畳用 ｴｱｺﾝ","10","","1","44,720.00","90,728","1","90,728","46,008","50.71","36.94","55.57","17.15"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0171","エアコン（～８畳）","4549873152707","RAS-DT25M 8畳用 ｴｱｺﾝ","0","","2","40,040.00","72,546","1","72,546","32,506","44.81","29.53","44.43","17.15"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0170","エアコン（～６畳）","4974019218014","AY-P22TD 6畳ｴｱｺﾝ","10","","3","33,072.00","63,455","1","63,455","30,383","47.88","25.83","100.00","6.67"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","4","3,600.00","3,600","4","14,400","0","0.00","5.86","76.19","1.99"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","5","4,500.00","4,500","1","4,500","0","0.00","1.83","23.81","1.99"
"大塔店","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0175","エアコン（１９畳～）","4549873152202","RAS-GT63M2 20畳ｴｱｺﾝ","10","","1","109,200.00","190,728","1","190,728","81,528","42.75","32.38","100.00","20.04"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0173","エアコン（～１４畳）","4549873152288","RAS-HT40M2 14畳用 ｴｱｺﾝ","0","","2","73,216.00","118,000","1","118,000","44,784","37.95","20.03","52.21","23.74"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0173","エアコン（～１４畳）","4549873152721","RAS-DT40M2 14畳用 ｴｱｺﾝ","0","","3","69,160.00","108,000","1","108,000","38,840","35.96","18.34","47.79","23.74"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0171","エアコン（～８畳）","4549873152264","RAS-HT25M W 8畳用 ｴｱｺﾝ","0","","4","45,656.00","81,637","1","81,637","35,981","44.07","13.86","100.00","8.58"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530105029","RAS-J221PT 6畳用 ｴｱｺﾝ","10","","5","34,320.00","70,728","1","70,728","36,408","51.48","12.01","100.00","7.43"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","6","3,600.00","3,600","4","14,400","0","0.00","2.44","72.36","2.09"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","7","4,500.00","4,500","1","4,500","0","0.00","0.76","22.61","2.09"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001045","Jｴｱｺﾝ M工事費 その他","10","","8","1,000.00","1,000","1","1,000","0","0.00","0.17","5.03","2.09"