移動日,移動元店舗,移動先店舗,商品コード,商品名,商品容量,数量,単価,金額,入力形能,入庫確定
"2022/11/21","630　しみず倉庫","大島店","4968250177117","トコベール３００Ｅ　１３０ｃｐ","１３０ｃｐ","1","1,765","1,765","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250177216","トコベール３００Ｅ　２６０ｃｐ","２６０ｃｐ","1","2,897","2,897","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250187116","ボンエナＣａ錠　２７０錠","２７０錠","1","1,058","1,058","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250194114","グラッドル錠　６０錠","６０錠","1","1,121","1,121","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250194213","グラッドル錠　１２０錠","１２０錠","1","1,969","1,969","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250199317","エナックＷ　５４０錠","５４０錠","1","3,091","3,091","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250219220","ボンエナＣａ微粒１２０包","１２０包","1","1,923","1,923","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250224118","フジビトール　２００ｃｐ","２００ｃｐ","1","2,973","2,973","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","3","3,132","9,396","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250293312","レオピンロイヤルキャプレット　２００錠","２００錠","1","8,717","8,717","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250305114","キヨーレオピンネオｗ　60ml","６０ｍｌ","3","1,723","5,169","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250807212","ロイマン湯　３０包","３０包","1","979","979","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250820211","湧永　八味地黄丸９００丸","９００丸","2","1,833","3,666","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250840417","人参牛黄カプセル　８０カプセル","８０ｐ","1","22,127","22,127","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250853127","プレビジョン　乳酸菌＆カテキン　１８０錠","１８０粒","1","896","896","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250854124","プレビジョングリーン末　９０包","９０包","6","1,401","8,406","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250868114","プレビジョン　ウリラックス　１２０粒","１２０粒","1","1,859","1,859","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4968250870117","プレビジョン　バイタルウレア　１２０粒","１２０粒","2","1,795","3,590","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4970511201370","かぜ・花粉マスク　ふつう　６０枚","６０枚","5","370","1,850","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4970511201530","かぜ・花粉マスク平面　小さめ30枚","３０枚","5","30","150","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987103036173","新ローヤルゼロントＢ　１００ｍｌ","１００ｍｌ","50","77","3,850","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4970511410666","ゼントルシロップＫ　１２０ｍｌ","１２０ｍｌ","2","320","640","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4971159012090","奥田薬品　健康のどあめ　２８０ｇ","２８０ｇ","3","311","933","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4973202315097","コットンパフ　８０枚×２個","８０枚×２個","4","83","332","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4975687011389","ペインサール顆粒 ３０包","３０包","1","748","748","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4975979383002","パンクMI錠　60錠","６０錠","1","466","466","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4978022300018","マルフク　キッチンホワイト　６００ｍｌ","６００ｍｌ","3","79","237","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987014016509","バイトゴールド３０００　　100ml","１００ｍｌ","150","37","5,550","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987031002172","新大草延寿丸６４Ｈ","６４Ｈ","2","1,414","2,828","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987031003018","延寿丸　 2600T","２６００Ｔ","1","2,323","2,323","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987103034704","セルメＥＣ顆粒　９０包","９０包","1","2,680","2,680","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987103036227","新ローヤルゼロントＢ 100 ｍｌ× 4 本","１００ｍｌ×","1","360","360","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987103044222","ウィズワンエル　３６包","３６包","1","983","983","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987103046943","ドルマイコーチ軟膏　６ｇ","６ｇ","1","255","255","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987103048718","ゼリアマスデントケア50ｇ","５０ｇ","2","640","1,280","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987103049029","ゼリア「地竜エキス」顆粒　９包","９包","1","441","441","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987103051589","コンドロアミノＣａ錠　１８０錠","１８０錠","1","2,240","2,240","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987123142038","タケダ漢方便秘薬　１８０錠","１８０錠","1","1,780","1,780","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987239186117","カゼリック液Ｗ小児用　 30 ｍｌ","３０ｍｌ","6","180","1,080","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987316017013","新トニン咳止め液　６０ｍｌ","６０ｍｌ","10","605","6,050","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987316030180","ユンケル黄帝液　３０ｍｌ","３０ｍｌ","3","312","936","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987360035346","メルヂンゴールド２４ＣＰ","２４ＣＰ","3","341","1,023","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987420050340","養命六神丸　196粒","１９６粒","2","2,857","5,714","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987433120054","プラセントップ液３０ｍｌ","３０ｍｌ","60","310","18,600","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987469061406","エピックうがい薬　１３０ｍｌ","１３０ｍｌ","2","193","386","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987487102723","タカミツクールリフェンダ　６枚","６枚","10","70","700","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987487102754","リフェンダＩＤ　０．５％６枚","６枚","10","80","800","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4987533012389","アスミンＣ顆粒１８Ｈ","１８Ｈ","1","461","461","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4515748001807","アバロンプレミアム大容量　 180 粒","１８０粒","1","5,400","5,400","ハンディー",""
"2022/11/21","630　しみず倉庫","大島店","4951079035171","キョクトウ正露丸糖衣９０錠","９０錠","0","413","0","画面作成",""
"2022/11/21","630　しみず倉庫","大島店","4987123144292","アリナミンＶ＆ＶＮＥＷ　５０ｍｌ×２本","２本","0","618","0","画面作成",""
"2022/11/21","630　しみず倉庫","砺波店","0000049243710","エスエスイブＡ錠　４８錠","４８錠","5","520","2,600","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4510662002114","貴好茶　８粒×３０包","８粒×３０包","6","2,850","17,100","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4515748001753","イーシーエヴォリューション85ｇ","８５ｇ","2","1,716","3,432","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4515748001784","プレミアム１０　８５ｇ","８５","9","2,030","18,270","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","１５０ｇ","2","3,230","6,460","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4515748001852","プレミアム１００エミューエッセンス 15 ｍｌ","１５ｍｌ","3","2,400","7,200","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4525678094251","グローバルフロ－リングワイパ－ドライ３０枚","３０枚","2","50","100","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4582368480169","スクアレン（箱入） １０シート","１０シ－ト","1","1,739","1,739","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4582368480190","プラズマローゲン　６０粒","６０粒","2","2,769","5,538","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4582368480206","ピュアコラーゲン＋セラミドＤＸ　 150 ｇ","１５０ｇ","8","922","7,376","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4589506150380","ノンアルコール除菌ウエット３Ｐ","６０　枚","4","196","784","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4901080701015","新ポリグリップＳ　４０ｇ","４０ｇ","4","406","1,624","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4901080701114","新ポリグリップＳ　７５ｇ","７５ｇ","2","678","1,356","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4901080703415","新ポリグリップ無添加　７５ｇ","７５ｇ","2","678","1,356","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4954097871004","ノドゴールミント　 18 包","１８包","1","256","256","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4954097901701","秘境黒部天然水５００ｍｌ","５００ｍｌ","24","61","1,464","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250161529","エナックロイヤル　 50 ｍｌ× 4","５０ｍｌ×４","2","1,058","2,116","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250169310","ワクナガ生薬胃腸薬　２４包","２４包","1","459","459","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250174222","ワクナガ胃腸薬Ｕ　３６包","３６包","1","669","669","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250177216","トコベール３００Ｅ　２６０ｃｐ","２６０ｃｐ","2","2,897","5,794","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250199119","エナックＷ　１２６錠","１２６錠","1","927","927","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250199218","エナックＷ　２７０錠","２７０錠","2","1,700","3,400","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250224118","フジビトール　２００ｃｐ","２００ｃｐ","3","2,973","8,919","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250239112","ノノン錠　２４錠","２４錠","4","272","1,088","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250245113","キヨ－チルベｓクリ－ム８ｇ","８ｇ","1","288","288","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250245212","キョ－チルべｓクリーム　１８ｇ","１８ｇ","1","512","512","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250260116","レオピンロイヤル　６０ｍｌ","６０ｍｌ","4","4,823","19,292","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250260130","レオピンロイヤル　２４０ｍｌ","２４０ｍｌ","6","15,347","92,082","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250270214","フジコールＷ　１８包","１８包","1","566","566","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","6","3,132","18,792","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987306047723","パブロンキッズ　かぜ錠　４０錠","４０錠","1","450","450","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","3","5,742","17,226","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250305213","キヨーレオピンネオｗ　120ml","１２０ｍｌ","3","3,158","9,474","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","２４０ｍｌ","10","10,127","101,270","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250280329","レオピンファイブキャプレットＳ　２００錠","２００錠","2","5,213","10,426","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250281326","キヨーレオピンキャプレットＳ２００錠","２００錠","1","2,326","2,326","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250293312","レオピンロイヤルキャプレット　２００錠","２００錠","2","8,717","17,434","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250295217","特肝錠　３００粒","３００錠","2","3,082","6,164","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250305114","キヨーレオピンネオｗ　60ml","６０ｍｌ","3","1,723","5,169","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250305312","キヨーレオピンネオｗ　240ml","２４０ｍｌ","6","5,570","33,420","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","１２０粒","6","1,692","10,152","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250867117","プレビジョン　カルマジン　８００粒","８００粒","12","1,108","13,296","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250873217","フジビトール鼻炎薬ｓ３６カプセル","３６ｃｐ","3","618","1,854","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250878113","オプターナ黄粋目薬　１５ｍｌ","１５ｍｌ","5","350","1,750","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250879110","シトリーヌα　１８０ｃｐ","１８０ｃｐ","1","897","897","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968250887115","湧永小青竜湯２１包","２１包","1","529","529","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4968760901493","３Ａアクアマグ　１５０錠","１５０錠","1","678","678","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4970511201530","かぜ・花粉マスク平面　小さめ30枚","３０枚","2","30","60","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4971159015626","奥田製薬バブルデント入れ歯除菌洗浄剤　１２６錠","１２６錠","2","322","644","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4973227615172","ＡＪＤ歯科医すすめるＷヘッド歯ブラシふつう","","2","90","180","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4973227615189","ＡＪＤ歯科医すすめるＷヘッド歯ブラシやわらかめ","","2","90","180","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4975979383002","パンクMI錠　60錠","６０錠","1","466","466","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987014063701","ビワ湖浣腸３０　３０ｇ×１２個","３０ｇ×１２","4","235","940","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987014090202","新バイトゴールドライト１００ｍｌ","１００ｍｌ","50","36","1,800","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987031002172","新大草延寿丸６４Ｈ","６４Ｈ","2","1,414","2,828","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987035085713","オロナインＨ軟膏　１００ｇ","１００ｇ","3","555","1,665","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103040989","ハイゼリーＳＧ５０　 50ML","５０ｍｌ","6","300","1,800","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103043928","ワムナールＤＸ□　６５ｇ","６５　ｇ","1","518","518","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103043942","ワムナールＤＸ□　 120 ｇ","１２０ｇ","3","735","2,205","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103044420","アポステイロ－ション","１８０ｍｌ","1","720","720","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4515748001708","エミューゼリー筋肉（シークワーサー）３０包","３０Ｈ","2","3,436","6,872","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4573204100013","ビタミンＣプレミオ３００ＣＰ","３００ｃｐ","2","3,675","7,350","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103051237","ゼリアＺＳサポーターＭ","","1","1,613","1,613","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103051268","ゼリアＺＳサポーターＬ","","1","1,613","1,613","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103045762","ゼリアセピーＩＰかぜゴールド２７錠","２７錠","2","429","858","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103048459","ヘパリーゼドリンクⅡ 50 ｍｌ× 3","","3","504","1,512","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103049241","ヘパリーゼＧＴ２７０錠","２７０錠","3","2,800","8,400","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103049371","コンドロイチンＺＳ　４５０錠","４５０錠","7","6,000","42,000","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103050018","ヘパリーゼＨｉプラス　 50ML × 3","５０ｍｌ　３","4","675","2,700","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987103051510","プレバリンマイケア　18ｇ","１８ｇ","3","352","1,056","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987239137126","カゼリックＣ錠　８０錠","８０錠","1","488","488","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987299226716","クレマエースＥＸＰ　２７０錠","２７０錠","1","1,093","1,093","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987306040779","大正製薬ナロン錠　２４錠","２４錠","1","348","348","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987306045125","パブロンゴールドＡ＜錠＞１３０錠","１３０錠","2","935","1,870","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987306047372","パブロンＳゴールドＷ　３０錠","３０錠","1","770","770","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987306047396","パブロンＳゴールドＷ　６０錠","６０錠","1","1,265","1,265","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987307020688","新小児用セイヨン内服液３０ｍｌ","３０ｍｌ","15","83","1,245","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987316003597","アセス　１６０ｇ","１６０ｇ","2","920","1,840","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987334102401","本草製薬　センナ　４８包","４８包","2","283","566","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987360035346","メルヂンゴールド２４ＣＰ","２４ＣＰ","6","341","2,046","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987402032104","エフストリン３０錠","３０錠","3","370","1,110","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987469061406","エピックうがい薬　１３０ｍｌ","１３０ｍｌ","1","193","193","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987469061697","エピックうがい薬　３００ｍｌ","３００ｍｌ","1","299","299","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987469145908","コンクナットＥＸ　　　　　　　　　　　　１８０Ｔ","１８０Ｔ","2","534","1,068","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987487102723","タカミツクールリフェンダ　６枚","６枚","5","70","350","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987487102730","タカミツホットリフェンダ　６枚","６枚","10","70","700","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987487102754","リフェンダＩＤ　０．５％６枚","６枚","15","80","1,200","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987533011207","新ピラドンＧカプセル　20CP","２０ＣＰ","2","422","844","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4987892100130","テルモ電子体温計","","2","1,179","2,358","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4535164065429","ﾊﾞｲｵﾏｽﾎﾟﾘｴﾁﾚﾝ50%　20号","２０ゴウ","100","2","200","ハンディー",""
"2022/11/21","630　しみず倉庫","砺波店","4975979308005","オラキュア錠　２０錠","２０錠","0","347","0","画面作成",""
"2022/11/21","630　しみず倉庫","砺波店","4987306040786","大正製薬ナロン錠　48錠","４８錠","0","672","0","画面作成",""
"2022/11/21","630　しみず倉庫","砺波店","4987469003529","コフダンＡＣうがい薬　 100 ｍｌ","１００ｍｌ","0","360","0","画面作成",""
"2022/11/21","631　パスコ店","プラファ店","4582667345404","新型コロナウイルス抗原検査スティック","１回分","6","260","1,561","画面作成",""
"2022/11/21","639　大島店","パスコ店","4571432380092","アロマＤｅクレ－ム３０ｇ","３０ｇ","2","3,500","7,000","画面作成",""
"2022/11/21","639　大島店","パスコ店","4957272001029","カルフィア フォーム","","1","2,275","2,275","画面作成",""
"2022/11/21","639　大島店","パスコ店","4957272001265","B2ローション","１５０ｍｌ","1","1,950","1,950","画面作成",""
"2022/11/21","639　大島店","パスコ店","4957272003269","WL アイブロウペンシル ブラウン","","1","1,625","1,625","画面作成",""
"2022/11/21","639　大島店","パスコ店","4957272004068","ＣＡエッセンス 35 ｍｌ","３５ｍｌ","1","3,250","3,250","画面作成",""
"2022/11/21","639　大島店","パスコ店","4957272004082","ＣＡコールド 80g","８０ｇ","1","1,950","1,950","画面作成",""
"2022/11/21","639　大島店","パスコ店","4957272004945","ウエルハース モイストローション","１５０ｍｌ","1","1,625","1,625","画面作成",""
"2022/11/21","639　大島店","プラファ店","4571432380016","エヴァーチェンジングトナー　１５０ｍｌ","１５０ｍｌ","3","1,742","5,225","画面作成",""
"2022/11/21","639　大島店","プラファ店","4571432380078","アロマＤｅ　ジュレ　６０ｍｌ","６０ｍｌ","2","4,000","8,000","画面作成",""
"2022/11/21","639　大島店","プラファ店","4571432380092","アロマＤｅクレ－ム３０ｇ","３０ｇ","2","3,500","7,000","画面作成",""
"2022/11/21","639　大島店","プラファ店","4571432380108","アロマＤｅＵＶベ－ス３０ｇ","３０ｇ","1","2,000","2,000","画面作成",""
"2022/11/21","639　大島店","プラファ店","4571432380276","アイシャンプー","３８０ｍｌ","3","1,500","4,500","画面作成",""
"2022/11/21","639　大島店","プラファ店","4957272000763","コギトＥＳソープ","２５０ｍｌ","1","1,625","1,625","画面作成",""
"2022/11/21","639　大島店","プラファ店","4957272001036","カルフィア ローション","","1","2,925","2,925","画面作成",""
"2022/11/21","639　大島店","プラファ店","4957272001050","カルフィア クリーム","","1","4,550","4,550","画面作成",""
"2022/11/21","639　大島店","プラファ店","4957272004921","ウエルハース フォーム","３００ｍｌ","1","1,625","1,625","画面作成",""
"2022/11/21","639　大島店","プラファ店","4571432380030","アロマＤｅクレンジング１５０ｇ","１５０ｇ","1","1,900","1,900","画面作成",""
"2022/11/21","639　大島店","プラファ店","4571432380269","エッセンス クリーム","４０ｇ","1","2,100","2,100","画面作成",""
"2022/11/21","639　大島店","砺波店","4957272001036","カルフィア ローション","","2","2,925","5,850","画面作成",""
"2022/11/22","630　しみず倉庫","パスコ店","4968250849113","セキセチン３２錠","３２錠","2","438","876","画面作成",""
"2022/11/22","630　しみず倉庫","パスコ店","4987154625647","アウゲ４０ＥＸ　１５ｍｌ","１５ｍｌ","2","143","286","画面作成",""
"2022/11/22","630　しみず倉庫","パスコ店","4955273406034","プラセンタ　オールインワンジェル　８０ｇ","８０ｇ","3","720","2,160","画面作成",""
"2022/11/22","630　しみず倉庫","パスコ店","4978022315029","かんたんブリーチ　詰替　７２０ｍｌ","７２０ｍｌ","15","67","1,005","画面作成",""
"2022/11/22","630　しみず倉庫","パスコ店","4987469589207","ビフィズミン３６０錠","３６０錠","2","459","918","画面作成",""
"2022/11/22","630　しみず倉庫","パスコ店","4987123142038","タケダ漢方便秘薬　１８０錠","１８０錠","2","1,780","3,560","画面作成",""
"2022/11/22","630　しみず倉庫","パスコ店","4955982058012","恵命我神散　散剤　４００ｇ","４００ｇ","0","3,900","0","画面作成",""
"2022/11/22","630　しみず倉庫","パスコ店","4987469003529","コフダンＡＣうがい薬　 100 ｍｌ","１００ｍｌ","0","360","0","画面作成",""
"2022/11/22","630　しみず倉庫","パスコ店","4543802602455","エーフォルム　薬用プラセンタローション 500 ｍｌ","５００ｍｌ","0","732","0","画面作成",""
"2022/11/22","630　しみず倉庫","プラファ店","4901750404659","クリネックスティシュー","１８０組×５箱","24","295","7,080","画面作成",""
"2022/11/22","630　しみず倉庫","砺波店","4902989372917","かき醤油味付のり　角 54 枚","５４枚","20","200","4,000","画面作成",""
"2022/11/22","630　しみず倉庫","砺波店","4968250199317","エナックＷ　５４０錠","５４０錠","6","3,091","18,546","画面作成",""
"2022/11/22","631　パスコ店","プラファ店","4987306039124","グルコケア粉末スティック　 30 袋入","３０袋入","1","1,820","1,820","画面作成",""
"2022/11/22","631　パスコ店","砺波店","4543802602455","エーフォルム　薬用プラセンタローション 500 ｍｌ","５００ｍｌ","1","732","732","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157252346","ぷるんと蒟蒻ゼリーふじりんご6個","６個","2","91","182","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157255422","ぷるんと蒟蒻ゼリーﾏｽｶｯﾄ＆ｵﾚﾝｼﾞ12個","１２個","1","165","165","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157254340","蒟蒻ゼリー　グレープ　6個入","６個","1","91","91","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157252353","蒟蒻ゼリー　ふじりんご＋温州みかん　12個入","１２個入","1","165","165","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157254821","ぷるんと蒟蒻ゼリー新パウチ温州みかん６個入り","６個入り","1","91","91","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157252193","ぷるんと蒟蒻ゼリー白桃6個","６個","1","91","91","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157258461","蒟蒻ゼリー　シチリアレモン　6個入","６個入","1","91","91","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157254579","蒟蒻ゼリー　マスカット　６個入","６個入","1","91","91","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157252216","蒟蒻ゼリー　シチリアレモン＋白桃　12個入","１２個入","1","165","165","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157258249","ぷるんと蒟蒻ゼリー白桃＆巨峰12個","１２個","1","165","165","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4571157258867","蒟蒻ゼリー　免疫ケア　巨峰味　6個入","６個入","1","104","104","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4901301347435","ビオレさらさらパウダ－シ－トシトラス","１０Ｐ","1","160","160","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4978406004815","そうじっこ各社共通　５枚","５枚","5","123","615","画面作成",""
"2022/11/22","636　砺波店","しみず倉庫","4987035576211","ＯＳ－１ゼリー","２００ｇ","5","143","715","画面作成",""
"2022/11/23","631　パスコ店","大島店","4987236000065","薬用養命酒 1000 ｍｌ","１０００ｍｌ","3","1,720","5,160","画面作成",""
"2022/11/23","631　パスコ店","大島店","4903111745012","ライフリー　さわやかパッド　多い時でも安心用　１６","１６枚","2","530","1,060","画面作成",""
"2022/11/23","631　パスコ店","大島店","4987103051589","コンドロアミノＣａ錠　１８０錠","１８０錠","2","2,240","4,480","画面作成",""
"2022/11/24","630　しみず倉庫","パスコ店","4955982058012","恵命我神散　散剤　４００ｇ","４００ｇ","1","3,900","3,900","ハンディー",""
"2022/11/24","630　しみず倉庫","プラファ店","0000049243710","エスエスイブＡ錠　４８錠","４８錠","3","520","1,560","ハンディー",""
"2022/11/24","630　しみず倉庫","プラファ店","4571310341115","ウィルスバリアノヴァ液体消臭ミスト 300ML","３００ｍｌ","2","1,760","3,520","ハンディー",""
