﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"佐々店","","12","冷蔵庫","0020","ジャパネット","0000355","日立","0012","冷蔵庫","0121","冷蔵庫（～499L）","4549873138084","R-HS52RG(N) 冷蔵庫 520L 右開き","10","","1","120,016.00","163,455","1","163,455","43,439","26.58","49.86","51.43","19.04"
"","","12","冷蔵庫","0020","ジャパネット","0000355","日立","0012","冷蔵庫","0121","冷蔵庫（～499L）","4549873118680","R-HWS47N(XN) 冷蔵庫 470L 右開き","10","","2","112,320.00","154,364","1","154,364","42,044","27.24","47.09","48.57","19.04"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0130","電子レンジ・トースター","4549873139609","MRO-JT231R ｵｰﾌﾞﾝﾚﾝｼﾞ 赤","0","","3","18,876.00","27,255","2","54,510","16,758","30.74","33.55","36.36","8.98"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0130","電子レンジ・トースター","4549873139616","MRO-JT231W ｵｰﾌﾞﾝﾚﾝｼﾞ 白","10","","4","18,876.00","27,254","2","54,508","16,756","30.74","33.55","36.36","8.98"
"","","13","調理家電","0020","ジャパネット","0000347","東芝","0013","調理家電","0130","電子レンジ・トースター","4904550975626","ER-JZ5000(R) ｵｰﾌﾞﾝﾚﾝｼﾞ 赤","10","","5","26,821.00","40,891","1","40,891","14,070","34.41","25.17","27.28","8.98"
"","","16","クリーナー","0020","ジャパネット","0000197","ﾀﾞｲｿﾝ","0016","クリーナー","0160","スティック・ハンディクリーナー","5025155071724","SV21HEPABU ｺｰﾄﾞﾚｽｸﾘｰﾅｰ ﾌﾞﾙｰ","0","","6","24,058.00","36,181","1","36,181","12,123","33.51","51.18","51.18","4.24"
"","","16","クリーナー","0020","ジャパネット","0000355","日立","0016","クリーナー","0160","スティック・ハンディクリーナー","4549873142470","PV-BHL3000J N ｽﾃｨｯｸｸﾘｰﾅｰ 金","0","","7","19,032.00","27,255","1","27,255","8,223","30.17","38.56","38.56","4.24"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092010296","TJ25131 S 桃 柄任せ ﾊﾝｶﾞﾘｰ産羽毛布団 S","10","","8","15,194.00","26,346","1","26,346","11,152","42.33","78.41","78.41","2.01"
"","","39","修理","0036","ゼネラルカメラ","","","0039","修理","0390","修理","2087801027830","修理 ｾﾞﾈﾗﾙ","10","","9","19,280.00","24,100","1","24,100","4,820","20.00","100.00","100.00","1.44"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000355","日立","0019","理美容・健康・スポーツ","0191","シェーバー","4526044016969","RM-FJ21 S ｼｪｰﾊﾞｰ 銀","0","","10","5,866.00","9,073","2","18,146","6,414","35.35","62.45","62.45","1.74"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000066","ｱｲﾘｽｵｰﾔﾏ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4967576469449","IJD-JN50 衣類乾燥除湿機","0","","11","12,064.00","16,346","1","16,346","4,282","26.20","100.00","100.00","0.98"
"","","36","その他商品","0020","ジャパネット","0000341","帝人ﾌﾛﾝﾃｨｱ","0036","その他商品","0369","その他商品","4995296002189","BZBD105 除湿剤 42個ｾｯﾄ","0","","12","2,420.00","5,437","3","16,311","9,051","55.49","100.00","100.00","0.98"
"","","13","調理家電","0020","ジャパネット","","","0013","調理家電","0132","その他調理家電","4573198822960","2000037426 ﾌｰﾄﾞｾｰﾊﾞｰFM2010DTC","10","","13","6,085.00","12,546","1","12,546","6,461","51.50","7.72","100.00","0.75"
