﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","12","冷蔵庫","0020","ジャパネット","","","0012","冷蔵庫","0124","配送・設置料（冷蔵庫）","2087801028165","配達設置(冷蔵庫) 自社","10","","6","5,000.00","5,000","1","5,000","0","0.00","1.00","13.89","0.85"
"大塔店","","12","冷蔵庫","0020","ジャパネット","0000355","日立","0012","冷蔵庫","0122","冷蔵庫（～599L）","4549873135045","R-H54R(N) 冷蔵庫 537L 右開き","10","","1","132,184.00","181,637","4","726,546","197,810","27.23","29.69","38.65","44.19"
"","","12","冷蔵庫","0020","ジャパネット","0000355","日立","0012","冷蔵庫","0122","冷蔵庫（～599L）","4549873138084","R-HS52RG(N) 冷蔵庫 520L 右開き","10","","2","120,016.00","165,728","4","662,910","182,846","27.58","27.09","35.26","44.19"
"","","12","冷蔵庫","0020","ジャパネット","0000355","日立","0012","冷蔵庫","0122","冷蔵庫（～599L）","4549873138091","R-HS52RGL(N) 冷蔵庫 520L 左開き","10","","3","120,016.00","163,455","3","490,365","130,317","26.58","20.04","26.09","44.19"
"","","12","冷蔵庫","0020","ジャパネット","0000355","日立","0012","冷蔵庫","0121","冷蔵庫（～499L）","4549873135069","R-K40RJ T 401L冷蔵庫右","10","","4","91,000.00","136,182","2","272,364","90,364","33.18","11.13","100.00","6.40"
"","","12","冷蔵庫","0020","ジャパネット","0000355","日立","0012","冷蔵庫","0120","冷蔵庫（～399L）","4549873137841","R-V38RV N 冷蔵庫 375L","0","","5","85,904.00","108,909","1","108,909","23,005","21.12","4.45","51.07","5.01"
"","","12","冷蔵庫","0020","ジャパネット","0000355","日立","0012","冷蔵庫","0120","冷蔵庫（～399L）","4549873137889","R-V32RV N 冷蔵庫 315L","0","","6","79,279.00","104,364","1","104,364","25,085","24.04","4.26","48.93","5.01"
"","","12","冷蔵庫","0020","ジャパネット","","","0012","冷蔵庫","0124","配送・設置料（冷蔵庫）","2087801028172","配達設置(冷蔵庫) M","10","","7","5,054.57","5,055","14","70,764","0","0.00","2.89","100.00","1.66"
"","","12","冷蔵庫","","","","","0012","冷蔵庫","0125","保険料（冷蔵庫）","2087801027977","保険料(冷蔵庫) ｸﾛﾈｺ","10","","8","9,082.00","9,082","1","9,082","0","0.00","0.37","100.00","0.21"
"","","12","冷蔵庫","","","","","0039","修理","0390","修理","2087801027853","修理 見積手数料","10","","9","1,000.00","1,000","2","2,000","0","0.00","0.08","100.00","0.05"