ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"ç≤ê¢ï€ñ{ìX","2021/11/25","198,129","180,125","0","18,004","98,447","54.65","87","2,070.40","112,293","7","18,745,471","6,018,088"
"ç≤ê¢ï€ñ{ìX","2021/11/26","228,311","207,562","0","20,750","67,417","32.48","184","1,128.05","200","5","18,973,782","6,085,505"
"ç≤ê¢ï€ñ{ìX","2021/11/27","195,640","177,859","0","17,781","67,691","38.06","653","272.37","128,119","4","19,169,422","6,153,196"
"ç≤ê¢ï€ñ{ìX","2021/11/28","282,025","256,389","0","25,636","107,972","42.11","355","722.22","891","1","19,451,447","6,261,168"
"ç≤ê¢ï€ñ{ìX","2021/11/29","480,421","437,670","0","42,751","178,258","40.73","477","917.55","60,283","7","19,931,868","6,439,426"
"ç≤ê¢ï€ñ{ìX","2021/11/30","296,573","271,061","0","25,513","86,479","31.90","45","6,023.58","0","0","20,228,441","6,525,905"
"ëÂìÉìX","2021/11/01","220,880","200,803","0","20,077","69,664","34.69","26","7,723.19","0","0","20,449,321","6,595,569"
"ëÂìÉìX","2021/11/02","185,392","168,541","0","16,851","53,200","31.57","17","9,914.18","0","0","20,634,713","6,648,769"
"ëÂìÉìX","2021/11/03","1,136,860","1,033,518","0","103,342","374,794","36.26","149","6,936.36","350,069","20","21,771,573","7,023,563"
"ëÂìÉìX","2021/11/04","327,614","297,835","0","29,779","136,210","45.73","20","14,891.75","49,455","3","22,099,187","7,159,773"
"ëÂìÉìX","2021/11/05","344,810","313,471","0","31,339","115,513","36.85","73","4,294.12","0","0","22,443,997","7,275,286"
"ëÂìÉìX","2021/11/06","1,225,755","1,114,307","0","111,448","313,205","28.11","52","21,428.98","79,438","6","23,669,752","7,588,491"
"ëÂìÉìX","2021/11/07","1,731,160","1,573,797","0","157,363","496,151","31.53","89","17,683.11","57,783","4","25,400,912","8,084,642"
"ëÂìÉìX","2021/11/08","456,100","414,640","0","41,460","144,571","34.87","33","12,564.85","88,810","8","25,857,012","8,229,213"
"ëÂìÉìX","2021/11/09","723,000","657,621","0","65,379","235,314","35.78","501","1,312.62","23,437","2","26,580,012","8,464,527"
"ëÂìÉìX","2021/11/10","185,718","168,934","659","16,125","48,450","28.68","12","14,077.83","0","0","26,765,730","8,512,977"
"ëÂìÉìX","2021/11/11","216,140","196,494","0","19,646","132,779","67.57","17","11,558.47","591,014","39","26,981,870","8,645,756"
"ëÂìÉìX","2021/11/12","257,460","234,059","0","23,401","87,855","37.54","19","12,318.89","0","0","27,239,330","8,733,611"
"ëÂìÉìX","2021/11/13","694,190","631,091","0","63,099","213,889","33.89","152","4,151.91","12,692","2","27,933,520","8,947,500"
"ëÂìÉìX","2021/11/14","548,843","499,104","659","49,080","194,217","38.91","40","12,477.60","9,982","1","28,482,363","9,141,717"
"ëÂìÉìX","2021/11/15","662,730","602,482","0","60,248","171,177","28.41","12","50,206.83","0","0","29,145,093","9,312,894"
"ëÂìÉìX","2021/11/16","58,780","53,438","0","5,342","25,973","48.60","9","5,937.56","12,692","2","29,203,873","9,338,867"
"ëÂìÉìX","2021/11/17","252,990","229,993","0","22,997","102,846","44.72","45","5,110.96","100,528","3","29,456,863","9,441,713"
"ëÂìÉìX","2021/11/18","492,500","447,730","0","44,770","129,909","29.02","22","20,351.36","30,301","3","29,949,363","9,571,622"
"ëÂìÉìX","2021/11/19","175,590","159,632","0","15,958","68,054","42.63","15","10,642.13","0","0","30,124,953","9,639,676"
"ëÂìÉìX","2021/11/20","1,155,268","1,050,251","0","105,017","286,122","27.24","63","16,670.65","0","0","31,280,221","9,925,798"
"ëÂìÉìX","2021/11/21","592,044","538,229","0","53,815","226,538","42.09","53","10,155.26","16,182","1","31,872,265","10,152,336"
"ëÂìÉìX","2021/11/22","336,820","306,203","0","30,617","107,446","35.09","22","13,918.32","104,129","9","32,209,085","10,259,782"
"ëÂìÉìX","2021/11/23","816,460","742,242","0","74,218","270,734","36.48","68","10,915.32","0","0","33,025,545","10,530,516"
"ëÂìÉìX","2021/11/24","318,502","289,551","0","28,951","75,678","26.14","26","11,136.58","0","0","33,344,047","10,606,194"
"ëÂìÉìX","2021/11/25","256,033","232,760","0","23,273","169,474","72.81","23","10,120.00","381,685","9","33,600,080","10,775,668"
"ëÂìÉìX","2021/11/26","183,204","166,554","0","16,650","59,180","35.53","53","3,142.53","50,529","7","33,783,284","10,834,848"
"ëÂìÉìX","2021/11/27","305,308","277,558","0","27,750","107,650","38.78","30","9,251.93","31,775","5","34,088,592","10,942,498"
"ëÂìÉìX","2021/11/28","812,995","739,095","0","73,900","239,285","32.38","132","5,599.20","172,439","13","34,901,587","11,181,783"
"ëÂìÉìX","2021/11/29","409,250","372,050","0","37,200","118,977","31.98","25","14,882.00","14,510","2","35,310,837","11,300,760"
"ëÂìÉìX","2021/11/30","387,507","352,282","0","35,225","122,718","34.84","13","27,098.62","0","0","35,698,344","11,423,478"