ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"ñ{ïî","2021/11/01","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/02","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/04","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/09","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/10","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/11","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/12","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/13","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/15","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/16","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/17","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/19","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/20","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/22","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/23","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/24","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/26","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/27","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"ñ{ïî","2021/11/30","0","0","0","0","0","0.00","0","0.00","0","0","0","0"
"í îÃ","2021/11/01","113,590","103,269","0","10,322","60,241","58.33","19","5,435.21","37,780","2","113,590","60,241"
"í îÃ","2021/11/02","67,180","61,076","0","6,104","27,561","45.13","12","5,089.67","0","0","180,770","87,802"
"í îÃ","2021/11/04","224,420","204,024","0","20,398","118,341","58.00","23","8,870.61","0","0","405,190","206,143"
"í îÃ","2021/11/05","113,170","102,889","0","10,282","51,406","49.96","20","5,144.45","0","0","518,360","257,549"
"í îÃ","2021/11/08","160,940","146,315","0","14,626","82,901","56.66","22","6,650.68","0","0","679,300","340,450"
"í îÃ","2021/11/09","8,510","7,738","0","772","3,786","48.93","4","1,934.50","0","0","687,810","344,236"
"í îÃ","2021/11/10","30,750","27,956","0","2,795","15,363","54.95","6","4,659.33","0","0","718,560","359,599"
"í îÃ","2021/11/11","355,700","323,372","0","32,329","-103,103","-31.88","34","9,510.94","0","0","1,074,260","256,496"
"í îÃ","2021/11/12","145,400","132,189","0","13,213","-27,330","-20.67","26","5,084.19","0","0","1,219,660","229,166"
"í îÃ","2021/11/13","130,970","119,068","0","11,902","74,258","62.37","14","8,504.86","0","0","1,350,630","303,424"
"í îÃ","2021/11/15","219,040","199,133","0","19,907","19,250","9.67","23","8,657.96","0","0","1,569,670","322,674"
"í îÃ","2021/11/16","0","0","0","0","0","0.00","0","0.00","0","0","1,569,670","322,674"
"í îÃ","2021/11/18","204,600","186,010","0","18,591","91,224","49.04","29","6,414.14","0","0","1,774,270","413,898"
"í îÃ","2021/11/19","107,060","97,332","0","9,728","55,683","57.21","18","5,407.33","0","0","1,881,330","469,581"
"í îÃ","2021/11/20","114,180","103,802","0","10,378","-35,085","-33.80","9","11,533.56","22,727","2","1,995,510","434,496"
"í îÃ","2021/11/22","293,570","266,889","0","26,681","50,580","18.95","38","7,023.39","0","0","2,289,080","485,076"
"í îÃ","2021/11/23","0","0","0","0","0","0.00","0","0.00","0","0","2,289,080","485,076"
"í îÃ","2021/11/24","311,660","283,338","0","28,325","155,299","54.81","36","7,870.50","0","0","2,600,740","640,375"
"í îÃ","2021/11/25","145,840","132,587","0","13,253","-26,285","-19.82","20","6,629.35","0","0","2,746,580","614,090"
"í îÃ","2021/11/26","159,120","144,659","0","14,462","66,204","45.77","23","6,289.52","0","0","2,905,700","680,294"
"í îÃ","2021/11/29","252,560","229,611","0","22,951","131,514","57.28","32","7,175.34","0","0","3,158,260","811,808"
"í îÃ","2021/11/30","80,660","73,329","0","7,331","41,644","56.79","8","9,166.13","0","0","3,238,920","853,452"
"ç≤ÅXìX","2021/11/01","124,246","112,958","0","11,288","58,945","52.18","245","461.05","10,891","1","3,363,166","912,397"
"ç≤ÅXìX","2021/11/02","199,068","180,978","0","18,090","74,304","41.06","161","1,124.09","88,338","5","3,562,234","986,701"
"ç≤ÅXìX","2021/11/03","572,731","520,675","0","52,058","200,600","38.53","215","2,421.74","195,965","6","4,134,965","1,187,301"
"ç≤ÅXìX","2021/11/04","385,352","350,327","0","35,025","107,549","30.70","136","2,575.93","0","0","4,520,317","1,294,850"
"ç≤ÅXìX","2021/11/05","248,304","225,740","0","22,564","72,760","32.23","542","416.49","2,400","1","4,768,621","1,367,610"
"ç≤ÅXìX","2021/11/06","425,278","386,624","0","38,654","143,720","37.17","190","2,034.86","70,828","974","5,193,899","1,511,330"
"ç≤ÅXìX","2021/11/07","677,230","615,962","0","61,269","203,183","32.99","265","2,324.38","368,984","17","5,871,129","1,714,513"
"ç≤ÅXìX","2021/11/08","290,726","264,305","0","26,422","123,114","46.58","724","365.06","156,582","3","6,161,855","1,837,627"
"ç≤ÅXìX","2021/11/09","347,661","316,042","0","31,619","83,582","26.45","268","1,179.26","323,256","12","6,509,516","1,921,209"
"ç≤ÅXìX","2021/11/10","259,023","235,484","0","23,539","91,848","39.00","106","2,221.55","3,619","1","6,768,539","2,013,057"
"ç≤ÅXìX","2021/11/11","170,514","155,480","0","15,035","66,460","42.75","524","296.72","0","0","6,939,053","2,079,517"
"ç≤ÅXìX","2021/11/12","302,823","275,301","0","27,523","86,459","31.41","189","1,456.62","27,255","3","7,241,876","2,165,976"
"ç≤ÅXìX","2021/11/13","249,273","226,619","0","22,654","125,551","55.40","266","851.95","110,219","4","7,491,149","2,291,527"
"ç≤ÅXìX","2021/11/14","622,374","566,089","0","56,285","148,910","26.31","346","1,636.10","66,655","104","8,113,523","2,440,437"
"ç≤ÅXìX","2021/11/15","206,246","187,502","0","18,744","70,341","37.51","47","3,989.40","280,211","7","8,319,769","2,510,778"
"ç≤ÅXìX","2021/11/16","53,084","48,264","0","4,821","27,425","56.82","219","220.38","0","0","8,372,853","2,538,203"
"ç≤ÅXìX","2021/11/17","233,559","213,367","0","20,195","82,797","38.80","853","250.14","162,504","290","8,606,412","2,621,000"
"ç≤ÅXìX","2021/11/18","197,488","179,540","0","17,948","80,628","44.91","107","1,677.94","0","0","8,803,900","2,701,628"
"ç≤ÅXìX","2021/11/19","171,338","155,770","0","15,570","61,476","39.47","574","271.38","0","0","8,975,238","2,763,104"
"ç≤ÅXìX","2021/11/20","272,338","248,619","0","23,719","83,849","33.73","730","340.57","0","0","9,247,576","2,846,953"
"ç≤ÅXìX","2021/11/21","166,326","151,367","665","14,297","67,809","44.80","256","591.28","4,560","21","9,413,902","2,914,762"
"ç≤ÅXìX","2021/11/22","239,450","218,035","0","21,418","69,211","31.74","1,684","129.47","0","0","9,653,352","2,983,973"
"ç≤ÅXìX","2021/11/23","419,908","383,633","0","36,277","144,729","37.73","907","422.97","129,491","2","10,073,260","3,128,702"
"ç≤ÅXìX","2021/11/24","464,143","422,588","0","41,556","163,108","38.60","338","1,250.26","0","0","10,537,403","3,291,810"
"ç≤ÅXìX","2021/11/25","140,170","127,949","0","12,222","66,461","51.94","731","175.03","27,255","4","10,677,573","3,358,271"
"ç≤ÅXìX","2021/11/26","305,738","278,120","0","27,619","113,089","40.66","488","569.92","0","0","10,983,311","3,471,360"
"ç≤ÅXìX","2021/11/27","108,967","99,126","0","9,841","47,688","48.11","335","295.90","0","0","11,092,278","3,519,048"
"ç≤ÅXìX","2021/11/28","550,894","501,051","0","49,844","196,603","39.24","263","1,905.14","0","0","11,643,172","3,715,651"
"ç≤ÅXìX","2021/11/29","149,165","135,899","0","13,268","51,379","37.81","252","539.28","0","0","11,792,337","3,767,030"
"ç≤ÅXìX","2021/11/30","325,266","295,989","0","29,277","110,089","37.19","184","1,608.64","0","0","12,117,603","3,877,119"
"ç≤ê¢ï€ñ{ìX","2021/11/01","169,758","154,331","0","15,427","91,142","59.06","42","3,674.55","387,395","16","12,287,361","3,968,261"
"ç≤ê¢ï€ñ{ìX","2021/11/02","55,480","49,925","0","5,555","24,630","49.33","32","1,560.16","221,322","8","12,342,841","3,992,891"
"ç≤ê¢ï€ñ{ìX","2021/11/03","290,898","264,459","0","26,439","94,419","35.70","235","1,125.36","34,687","3","12,633,739","4,087,310"
"ç≤ê¢ï€ñ{ìX","2021/11/04","339,810","308,925","0","30,886","100,223","32.44","86","3,592.15","20,414","11","12,973,549","4,187,533"
"ç≤ê¢ï€ñ{ìX","2021/11/05","485,656","441,510","0","44,146","134,560","30.48","35","12,614.57","0","0","13,459,205","4,322,093"
"ç≤ê¢ï€ñ{ìX","2021/11/06","654,373","594,894","0","59,479","176,206","29.62","254","2,342.10","52,528","4","14,113,578","4,498,299"
"ç≤ê¢ï€ñ{ìX","2021/11/07","225,602","205,098","0","20,504","70,257","34.26","208","986.05","1,180","1","14,339,180","4,568,556"
"ç≤ê¢ï€ñ{ìX","2021/11/08","201,510","183,197","0","18,313","56,344","30.76","204","898.02","32,950","9","14,540,690","4,624,900"
"ç≤ê¢ï€ñ{ìX","2021/11/09","230,524","209,685","0","20,839","95,441","45.52","109","1,923.72","0","0","14,771,214","4,720,341"
"ç≤ê¢ï€ñ{ìX","2021/11/10","112,353","102,144","0","10,209","107,053","104.81","140","729.60","291,930","10","14,883,567","4,827,394"
"ç≤ê¢ï€ñ{ìX","2021/11/11","188,773","171,616","0","17,157","63,978","37.28","95","1,806.48","0","0","15,072,340","4,891,372"
"ç≤ê¢ï€ñ{ìX","2021/11/12","138,480","125,894","0","12,586","50,010","39.72","32","3,934.19","285,758","9","15,210,820","4,941,382"
"ç≤ê¢ï€ñ{ìX","2021/11/13","114,161","103,786","0","10,375","41,701","40.18","67","1,549.04","32,528","2","15,324,981","4,983,083"
"ç≤ê¢ï€ñ{ìX","2021/11/14","302,031","274,578","0","27,453","88,585","32.26","65","4,224.28","0","0","15,627,012","5,071,668"
"ç≤ê¢ï€ñ{ìX","2021/11/15","292,607","266,014","0","26,593","92,467","34.76","147","1,809.62","38,910","1","15,919,619","5,164,135"
"ç≤ê¢ï€ñ{ìX","2021/11/16","277,230","252,031","0","25,199","61,819","24.53","57","4,421.60","280","7","16,196,849","5,225,954"
"ç≤ê¢ï€ñ{ìX","2021/11/17","458,049","416,414","0","41,636","132,751","31.88","239","1,742.32","0","0","16,654,898","5,358,705"
"ç≤ê¢ï€ñ{ìX","2021/11/18","336,979","306,348","0","30,631","87,751","28.64","43","7,124.37","32,528","2","16,991,877","5,446,456"
"ç≤ê¢ï€ñ{ìX","2021/11/19","173,601","157,825","0","15,776","48,200","30.54","101","1,562.62","0","0","17,165,478","5,494,656"
"ç≤ê¢ï€ñ{ìX","2021/11/20","236,724","215,211","0","21,514","72,537","33.71","111","1,938.84","150,956","14","17,402,202","5,567,193"
"ç≤ê¢ï€ñ{ìX","2021/11/21","225,223","204,751","0","20,472","64,919","31.71","55","3,722.75","240,143","17","17,627,425","5,632,112"
"ç≤ê¢ï€ñ{ìX","2021/11/22","327,190","297,452","0","29,738","97,977","32.94","97","3,066.52","127,254","8","17,954,615","5,730,089"
"ç≤ê¢ï€ñ{ìX","2021/11/23","318,820","293,462","0","25,358","107,834","36.75","211","1,390.82","0","0","18,273,435","5,837,923"
"ç≤ê¢ï€ñ{ìX","2021/11/24","273,907","249,009","0","24,898","81,718","32.82","387","643.43","11,917","8","18,547,342","5,919,641"
