仕入日,店舗,仕入先コード,仕入先,部門コード,部門,商品コード,商品,税率,仕入数量,仕入単価,仕入金額,売単価,売価金額,粗利金額,粗利率
"2022/07/01","552　住之江店","0208","花王ＣＭＫ株式会社","05","家庭用品","4901301407887","アタック抗菌部屋干し　　詰め替え　６９０Ｇ","10.00","3.00","227.00","681","305","915","234","25.57"
"2022/07/01","552　住之江店","0313","資生堂ジャパン","91","資生堂化粧品","4901872023219","ＩＥＧホワイトパクトＥＸ　レフィル　ＯＣ１０","10.00","1.00","544.00","544","880","880","336","38.18"
"2022/07/01","552　住之江店","0313","資生堂ジャパン","91","資生堂化粧品","4901872330041","資生堂ＶＴアフタ－シエ－ブロ－シヨン１４０ｍｌ","10.00","3.00","975.00","2925","1320","3960","1035","26.14"
"2022/07/01","552　住之江店","0326","ゼリア新薬工業","03","ＯＴＣ医薬品類","4987103040651","新レシカルボン坐剤Ｓ　１０個","10.00","5.00","468.00","2340","767","3835","1495","38.98"
"2022/07/01","552　住之江店","0326","ゼリア新薬工業","03","ＯＴＣ医薬品類","4987103049104","へパリーゼプラスⅡ　６０錠","10.00","2.00","1350.00","2700","1980","3960","1260","31.82"
"2022/07/01","552　住之江店","0414","谷保製菓","01","食品","0000049810462","森永　ミルクキャラメル　１２粒","8.00","10.00","92.00","920","117","1170","250","21.37"
"2022/07/01","552　住之江店","0530","ほくやく","01","食品","4902750960701","味覚糖　贅沢なゼロ　キャラメルミルク","8.00","1.00","154.00","154","192","192","38","19.79"
"2022/07/01","552　住之江店","0530","ほくやく","01","食品","4903361440835","梅肉エキスドロップ　　　　　　９０粒","8.00","1.00","165.00","165","213","213","48","22.54"
"2022/07/01","552　住之江店","0530","ほくやく","01","食品","4905712006110","松屋　局方カプセル　 00 　 100 個","8.00","2.00","382.00","764","581","1162","398","34.25"
"2022/07/01","552　住之江店","0530","ほくやく","01","食品","4946842527373","濃ーい苺　８４ｇ","8.00","2.00","135.00","270","181","362","92","25.41"
"2022/07/01","552　住之江店","0530","ほくやく","02","日用雑貨","4562256336549","特殊な空間設計冷感　マスク　ホワイト","10.00","3.00","194.00","582","278","834","252","30.22"
"2022/07/01","552　住之江店","0530","ほくやく","02","日用雑貨","4562256336587","特殊な空間設計冷感　マスク　ホワイト","10.00","1.00","534.00","534","798","798","264","33.08"
"2022/07/01","552　住之江店","0530","ほくやく","02","日用雑貨","4901080726612","ｱｰｽ 新 ﾎﾟﾘｸﾞﾘｯﾌﾟ 　 ﾄｰﾀﾙﾌﾟﾛﾃｸｼｮﾝ40 ｇ","10.00","1.00","554.00","554","767","767","213","27.77"
"2022/07/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072029930","液体ブルーレットおくだけ除菌ＥＸつけ替用　ロイヤル","10.00","1.00","193.00","193","261","261","68","26.05"
"2022/07/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072036259","消臭元スプレー　ふんわり清潔せっけん　２８０ｍｌ","10.00","1.00","158.00","158","217","217","59","27.19"
"2022/07/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072036341","消臭元スプレー　心なごむリラックスアロマ　２８０ｍ","10.00","1.00","158.00","158","217","217","59","27.19"
"2022/07/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987167059743","バトルウィン　セラポアテープ撥水タイプ５０ｍｍ","10.00","1.00","665.00","665","940","940","275","29.26"
"2022/07/01","552　住之江店","0530","ほくやく","03","ＯＴＣ医薬品類","4987072053287","アイボン　Wビタミン　プレミアム","10.00","1.00","729.00","729","968","968","239","24.69"
"2022/07/01","552　住之江店","0530","ほくやく","03","ＯＴＣ医薬品類","4987373071720","オムニードフェルビナク　　　　　２８枚","10.00","1.00","555.00","555","1518","1518","963","63.44"
"2022/07/01","552　住之江店","0530","ほくやく","03","ＯＴＣ医薬品類","4987441201936","ヘデクパウダー６５包","10.00","1.00","1331.00","1331","2178","2178","847","38.89"
"2022/07/01","552　住之江店","0614","モロオ","02","日用雑貨","4987167431235","ニチバン　シルクテープ　　布　Ｓ１２５","10.00","2.00","155.00","310","272","544","234","43.01"
"2022/07/01","552　住之江店","0614","モロオ","02","日用雑貨","4987235020354","カットバン　　　　　Ｍサイズ４０枚","10.00","3.00","252.00","756","393","1179","423","35.88"
"2022/07/01","552　住之江店","0614","モロオ","03","ＯＴＣ医薬品類","4903301136392","デントヘルスＲ　２０ｇ","10.00","1.00","693.00","693","968","968","275","28.41"
"2022/07/01","552　住之江店","0614","モロオ","03","ＯＴＣ医薬品類","4979654027991","山本漢方　おおばこ　５Ｇ×２４包","10.00","5.00","648.00","3240","968","4840","1600","33.06"
"2022/07/01","552　住之江店","0614","モロオ","03","ＯＴＣ医薬品類","4987087041828","イソジンうがい薬 120 ｍｌ","10.00","1.00","624.00","624","858","858","234","27.27"
"2022/07/01","552　住之江店","0614","モロオ","03","ＯＴＣ医薬品類","4987107620880","ベトネベートN軟膏　１０ｇ","10.00","1.00","1045.00","1045","2090","2090","1045","50"
"2022/07/01","552　住之江店","0614","モロオ","03","ＯＴＣ医薬品類","4987360035032","ケロリン　２８包","10.00","1.00","765.00","765","968","968","203","20.97"
"2022/07/01","552　住之江店","0614","モロオ","03","ＯＴＣ医薬品類","4987373080692","キュウタッチＬｘ　　テープ　大判　７枚","10.00","1.00","350.00","350","1078","1078","728","67.53"
"2022/07/01","552　住之江店","0621","ユースキン製薬","04","化粧品","4987353520316","ﾌﾟﾛｰﾗ  薬用ボディウォッシュ  500  ｍｌ","10.00","3.00","1587.00","4761","2970","8910","4149","46.57"
"2022/07/01","552　住之江店","0621","ユースキン製薬","04","化粧品","4987353520415","ﾌﾟﾛｰﾗ  薬用クリアソープ  100  ｇ","10.00","3.00","705.00","2115","1320","3960","1845","46.59"
"2022/07/01","552　住之江店","0621","ユースキン製薬","04","化粧品","4987353520514","プローラウォータージェル  150  ｍｌ","10.00","6.00","1646.00","9876","3080","18480","8604","46.56"
"2022/07/01","552　住之江店","0621","ユースキン製薬","04","化粧品","4987353520613","プローラ薬用ヘアウォッシュ","10.00","3.00","1060.00","3180","1980","5940","2760","46.46"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250199317","エナックＷ　５４０錠","10.00","24.00","3436.00","82464","10679","256296","173832","67.82"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250260116","レオピンロイヤル　６０ｍｌ","10.00","26.00","8904.00","115752","19360","251680","135928","54.01"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250260123","レオピンロイヤル　１２０ｍｌ","10.00","26.00","16190.00","210470","35200","457600","247130","54.01"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250260130","レオピンロイヤル　２４０ｍｌ","10.00","39.00","28332.00","552474","61600","1201200","648726","54.01"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250270214","湧永　フジコールＷ　　　　　　　　１８包","10.00","24.00","571.00","13704","2136","51264","37560","73.27"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","10.00","26.00","5782.00","75166","13200","171600","96434","56.2"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","10.00","26.00","10600.00","137800","24200","314600","176800","56.2"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","10.00","26.00","18696.00","243048","42680","554840","311792","56.19"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250293312","レオピンロイヤル　　キャプレット２００錠","10.00","6.00","8717.00","52302","18370","110220","57918","52.55"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250294111","プレビジョン　ラクッションプラス　２７０粒","8.00","24.00","1709.00","41016","6264","150336","109320","72.72"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250295217","特肝錠　３００粒","8.00","12.00","3081.00","36972","10260","123120","86148","69.97"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250305114","キヨーレオピンネオｗ　　　　６０ｍｌ","10.00","24.00","1723.00","41352","3630","87120","45768","52.53"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250305213","キヨーレオピンネオｗ　　　１２０ｍｌ","10.00","12.00","3160.00","37920","6655","79860","41940","52.52"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250305312","キヨーレオピンネオｗ　　　２４０ｍｌ","10.00","24.00","5574.00","133776","11737","281688","147912","52.51"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250363114","紅麹ニンニク発酵エキス　１２０ｃｐ","8.00","12.00","2205.00","26460","7344","88128","61668","69.98"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250853127","プレビジョン　乳酸菌＆カテキン　１８０錠","8.00","24.00","824.00","19776","3024","72576","52800","72.75"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250867117","プレビジョン　カルマジン　８００粒","8.00","48.00","1119.00","53712","4104","196992","143280","72.73"
"2022/07/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250902115","デシコートブロック　２０ｇ","10.00","12.00","583.00","6996","1980","23760","16764","70.56"
"2022/07/01","552　住之江店","0829","新栄館","02","日用雑貨","4901301251831","ビオレＵ手指の消毒ＳＰスキットガード付替","10.00","-2.00","332.00","-664","437","-874","-210","24.03"
"2022/07/01","552　住之江店","0829","新栄館","02","日用雑貨","4987167431235","ニチバン　シルクテープ　　布　Ｓ１２５","10.00","-2.00","155.00","-310","272","-544","-234","43.01"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474102309","ホノミ　アクマチック　　　　　　　随病　４５０Ｔ","10.00","-1.00","5440.00","-5440","12430","-12430","-6990","56.23"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474108110","オルスビー錠　３６錠","10.00","-1.00","480.00","-480","1078","-1078","-598","55.47"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474119161","ホノミ　コンレス錠Ｎ 5 ４錠","10.00","-1.00","693.00","-693","1760","-1760","-1067","60.63"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474122185","ジョッキ　１５０ＴＳ","10.00","-1.00","1944.00","-1944","4851","-4851","-2907","59.93"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474145245","ﾎﾉﾐ  もへじ","10.00","-1.00","2898.00","-2898","7370","-7370","-4472","60.68"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474153349","ワグラスＤ錠　４５０錠","10.00","-1.00","2601.00","-2601","6479","-6479","-3878","59.85"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474153592","ワグラスＤ（Ｎ）　　　　　　　　　　　４５錠","10.00","-2.00","1116.00","-1116","2794","-2794","-1678","60.06"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474173101","ｾｷｼｮｸ ﾜｸﾞﾗｽ","10.00","-1.00","603.00","-603","1540","-1540","-937","60.84"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474175112","ｱﾝｶﾋﾞﾝ MIC","10.00","-1.00","731.00","-731","1980","-1980","-1249","63.08"
"2022/07/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474176195","ホノザルベ　  30  ｇ","10.00","-2.00","1138.00","-1138","3080","-3080","-1942","63.05"
"2022/07/01","552　住之江店","0917","愛国東店","03","ＯＴＣ医薬品類","4966333130011","回春仙　３０粒","10.00","-2.00","2550.00","-5100","5049","-10098","-4998","49.49"
"2022/07/01","601　上市店","0990","しみず倉庫","01","食品","4954097915456","エブリサポート経口補水液５００ｍｌ","8.00","24.00","66.00","1584","142","3408","1824","53.52"
"2022/07/01","631　パスコ店","0408","大協紙商事","02","日用雑貨","4901750801441","ポイズパッド　スーパー　１６枚","10.00","9.00","500.00","4500","767","6903","2403","34.81"
"2022/07/01","634　プラファ店","0505","中北薬品","01","食品","4987035576211","ＯＳ－１ゼリー","8.00","6.00","143.00","858","203","1218","360","29.56"
"2022/07/01","634　プラファ店","0505","中北薬品","02","日用雑貨","4901080066503","虫コロリアース（エアゾール）     ３００ｍｌ","10.00","4.00","559.00","2236","836","3344","1108","33.13"
"2022/07/01","634　プラファ店","0505","中北薬品","03","ＯＴＣ医薬品類","4987107614001","トラフル軟膏　６ｇ","10.00","1.00","540.00","540","836","836","296","35.41"
"2022/07/01","634　プラファ店","0505","中北薬品","03","ＯＴＣ医薬品類","4987188165706","エアーサロンパスＤＸ１２０ｍＬ","10.00","1.00","999.00","999","1342","1342","343","25.56"
"2022/07/01","634　プラファ店","0699","材料転用","03","ＯＴＣ医薬品類","4987306003491","リポビタンＤ　１００ｍｌ×１０本","10.00","10.00","776.00","7760","1408","14080","6320","44.89"
"2022/07/01","634　プラファ店","0699","材料転用","03","ＯＴＣ医薬品類","4987306003507","リポビタンＤ　１００ｍｌ×５０本","10.00","-2.00","3880.00","-7760","6600","-13200","-5440","41.21"
"2022/07/01","639　大島店","0408","大協紙商事","02","日用雑貨","4901750182694","クリネックスコンパクトシングル８ロール","10.00","8.00","395.00","3160","492","3936","776","19.72"
"2022/07/01","639　大島店","0408","大協紙商事","02","日用雑貨","4901750282707","クリネックスコンパクトダブル８ロール","10.00","8.00","395.00","3160","492","3936","776","19.72"
"2022/07/01","639　大島店","0408","大協紙商事","02","日用雑貨","4901750404659","クリネックスティシュー","10.00","120.00","295.00","35400","437","52440","17040","32.49"
"2022/07/01","639　大島店","0505","中北薬品","01","食品","4987035576211","ＯＳ－１ゼリー２００ｇ","8.00","6.00","143.00","858","204","1224","366","29.9"
"2022/07/01","639　大島店","0505","中北薬品","01","食品","4987035576228","ＯＳ－１ゼリー ６個入り","8.00","4.00","858.00","3432","1224","4896","1464","29.9"
"2022/07/01","639　大島店","0505","中北薬品","01","食品","4987035576419","ＯＳ－１ ５００ｍｌ","8.00","24.00","143.00","3432","199","4776","1344","28.14"
"2022/07/01","639　大島店","0505","中北薬品","02","日用雑貨","4901080120311","アースノーマット６０日用取替ボトル　無香料  １本","10.00","3.00","646.00","1938","855","2565","627","24.44"
"2022/07/01","639　大島店","0505","中北薬品","02","日用雑貨","4987188123911","ﾌｪｲﾀｽｼｯﾌﾟ  温感","10.00","2.00","960.00","1920","1628","3256","1336","41.03"
"2022/07/01","639　大島店","0505","中北薬品","03","ＯＴＣ医薬品類","4906048000049","ネオシーダー　キングサイズ　２０本×１０入","10.00","2.00","4400.00","4400","6864","6864","2464","35.9"
"2022/07/01","639　大島店","0505","中北薬品","03","ＯＴＣ医薬品類","4987107170835","第一三共胃腸薬プラス錠剤　５０錠","10.00","2.00","585.00","1170","917","1834","664","36.21"
"2022/07/01","639　大島店","0699","材料転用","02","日用雑貨","4970883004098","抗菌綿棒円筒　2Ｐ　ＪＶＰ","10.00","-1.00","138.00","-138","195","-195","-57","29.23"
"2022/07/01","639　大島店","0699","材料転用","02","日用雑貨","4970883750698","抗菌綿棒２００本","10.00","2.00","69.00","138","107","214","76","35.51"
