﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400200800217","WP ﾜﾝﾀﾞｰｼｬｯﾌﾙ 2L","10","","97","61.00","600","1","600","539","89.83","0.78","0.95","0.73"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0012","セルフプリント","0400200700159","ﾌﾟﾘﾝﾁｬｵW 分割ﾌﾟﾘﾝﾄ2L","10","","98","78.00","600","1","600","522","87.00","0.78","63.16","0.01"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824811423","LR6EJ/4B ｴﾎﾞﾙﾀ単3","10","","99","413.00","591","1","591","178","30.12","37.15","37.15","0.02"
"","","03","写真用品","0034","ハクバ写真産業","0000239","ﾊｸﾊﾞ","0003","写真用品","0032","アルバム","4977187535563","ﾋﾞｭｰﾄﾌﾟﾗｽ L-80 NV","10","","100","325.00","550","1","550","225","40.91","3.39","12.09","0.05"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800162","ﾃﾞｼﾞﾀﾙ ﾊｰﾌ","10","","101","6.00","36","10","364","304","83.52","0.47","0.58","0.73"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0012","セルフプリント","0400200700135","ﾌﾟﾘﾝﾁｬｵW 分割ﾌﾟﾘﾝﾄ L","0","","102","32.00","350","1","350","318","90.86","0.45","36.84","0.01"
"","","03","写真用品","0034","ハクバ写真産業","0000239","ﾊｸﾊﾞ","0003","写真用品","0032","アルバム","4977187526998","APNP-L40-LVD PﾎﾟｹｯﾄAL","10","","103","185.00","300","1","300","115","38.33","1.85","6.59","0.05"
"","","03","写真用品","0034","ハクバ写真産業","0000239","ﾊｸﾊﾞ","0003","写真用品","0032","アルバム","4977187526981","APNP-L40-UTT PﾎﾟｹｯﾄAL","10","","104","185.00","300","1","300","115","38.33","1.85","6.59","0.05"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201810055","ﾈｯﾄﾌﾟﾘﾝﾄ 2L","10","","105","12.00","100","2","200","176","88.00","0.26","0.32","0.73"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800025","ﾃﾞｼﾞﾀﾙ 2L","10","","106","12.00","100","1","100","88","88.00","0.13","0.16","0.73"
"","","40","注文品","","","","","0040","注文品","0400","注文品","2087801027731","注文品 理美容/健康/ｽﾎﾟｰﾂ","10","","107","7,268.00","9,085","-1","-9,085","-1,817","20.00","5.38","5.38","-1.95"
"","","49","その他","","","","","0049","その他","0492","部品・交換パーツ","2087801028493","部品･交換ﾊﾟｰﾂ","10","","108","0.00","0","0","-2,373","0","0.00","161.10","100.00","-0.03"
"","","40","注文品","","","","","0040","注文品","0400","注文品","2087801027779","注文品 その他","10","","109","7,674.00","9,592","-4","-38,368","-7,672","20.00","22.73","22.73","-1.95"
"","","40","注文品","","","","","0040","注文品","0400","注文品","2087801027762","注文品 寝具/ｲﾝﾃﾘｱ","10","","110","4,964.50","6,206","-2","-12,411","-2,482","20.00","7.35","7.35","-1.95"
"","","40","注文品","","","","","0040","注文品","0400","注文品","2087801027717","注文品 ｴｱｺﾝ","10","","111","87,128.00","108,909","-1","-108,909","-21,781","20.00","64.53","64.53","-1.95"
"佐世保本店","","16","クリーナー","0020","ジャパネット","0000355","日立","0016","クリーナー","0160","スティック・ハンディクリーナー","4549873142470","PV-BHL3000J N ｽﾃｨｯｸｸﾘｰﾅｰ 金","0","","1","18,616.00","27,053","9","243,476","75,932","31.19","48.04","65.56","4.29"
"","","09","パソコン","0020","ジャパネット","0000361","富士通","0009","パソコン","0090","パソコン本体","4580620240612","FMVN75F3GJ ﾉｰﾄﾊﾟｿｺﾝ","0","","2","103,896.00","136,182","1","136,182","32,286","23.71","52.42","58.22","2.70"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000197","ﾀﾞｲｿﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","5025155075463","AM09 WN N Hot+Cool ﾎﾜｲﾄ･ﾆｯｹﾙ","0","","3","21,320.00","31,637","4","126,547","41,267","32.61","56.42","56.42","2.59"
"","","16","クリーナー","0020","ジャパネット","0000024","iRobot社","0016","クリーナー","0162","ふとん・ロボット掃除機","0885155007346","R980060 ﾙﾝﾊﾞ980","10","","4","28,080.00","40,424","3","121,273","37,033","30.54","23.93","100.00","1.40"
"","","09","パソコン","0020","ジャパネット","0000303","ﾚﾉﾎﾞ･ｼﾞｬﾊﾟﾝ","0009","パソコン","0090","パソコン本体","4580551402240","82HL001LJP ﾉｰﾄﾊﾟｿｺﾝ","0","","5","87,194.00","97,710","1","97,710","10,516","10.76","37.61","41.78","2.70"
"","","16","クリーナー","0020","ジャパネット","0000355","日立","0016","クリーナー","0160","スティック・ハンディクリーナー","4549873142487","PV-BHL3000J R ｽﾃｨｯｸｸﾘｰﾅｰ 赤","0","","6","18,616.00","26,952","3","80,856","25,008","30.93","15.95","21.77","4.29"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0131","炊飯器","4549873141213","RZ-TS105M R IH炊飯器5.5合 赤","0","","7","15,205.00","23,619","2","47,237","16,827","35.62","67.20","100.00","0.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147526","JTM2210H 6層毛布Sﾋﾟﾝｸ","0","","8","3,224.00","6,649","6","39,891","20,547","51.51","23.66","23.66","1.95"
"","","40","注文品","0010","ソニー","","","0040","注文品","0400","注文品","2087801027601","注文品 ﾃﾚﾋﾞ","10","","9","26,896.00","33,619","1","33,619","6,723","20.00","75.69","75.69","0.51"
"","","16","クリーナー","0020","ジャパネット","0000197","ﾀﾞｲｿﾝ","0016","クリーナー","0160","スティック・ハンディクリーナー","5025155056752","SV10K SLMORBU ｽﾃｨｯｸｸﾘｰﾅｰV8ｽﾘﾑ","0","","10","21,112.00","31,636","1","31,636","10,524","33.27","6.24","8.52","4.29"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000079","ｱﾗﾐｯｸ","0019","理美容・健康・スポーツ","0192","美容・ドライヤー","4967934602440","JSNB2-GS ｼｬﾜｰﾍｯﾄﾞ銀","0","","11","5,720.00","10,542","3","31,625","14,465","45.74","25.69","70.15","0.52"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4962365031159","AEH-2G10BJ(G) 遠赤ｸﾞﾗﾌｧｲﾄﾋｰﾀｰ 緑","0","","12","16,380.00","27,255","1","27,255","10,875","39.90","12.15","12.15","2.59"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000355","日立","0019","理美容・健康・スポーツ","0191","シェーバー","4526044016969","RM-FJ21 S ｼｪｰﾊﾞｰ 銀","0","","13","5,866.00","9,073","3","27,219","9,621","35.35","22.11","34.88","0.90"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000355","日立","0019","理美容・健康・スポーツ","0191","シェーバー","4526044016952","RM-FJ21 R ｼｪｰﾊﾞｰ 赤","0","","14","5,866.00","9,073","3","27,219","9,621","35.35","22.11","34.88","0.90"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4974019233192","HX-RK12-W ｾﾗﾐｯｸﾌｧﾝﾋｰﾀｰ 白","0","","15","19,656.00","27,091","1","27,091","7,435","27.44","12.08","12.08","2.59"
"","","22","寝具・インテリア","0020","ジャパネット","0000331","西川ﾘﾋﾞﾝｸﾞ","0022","寝具・インテリア","0220","寝具・インテリア","4908092010302","TJ25131 S 青 柄任せ ﾊﾝｶﾞﾘｰ産羽毛布団 S","0","","16","15,194.00","26,181","1","26,181","10,987","41.97","15.53","15.53","1.95"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007134","KJ19001B 6層ﾗｸﾞ2帖 茶","10","","17","4,063.00","9,982","2","19,964","11,838","59.30","11.84","11.84","1.95"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147533","JTM2210G 6層毛布S銀","0","","18","3,224.00","6,649","3","19,947","10,275","51.51","11.83","11.83","1.95"
"","","22","寝具・インテリア","0020","ジャパネット","0000323","山善","0022","寝具・インテリア","0220","寝具・インテリア","4983771262654","ADM-222(CBR) 電気毛布 SD","0","","19","7,904.00","15,437","1","15,437","7,533","48.80","9.16","9.16","1.95"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148776","JEFG03SE 柄任せｴｸｾﾙ羽毛S 寒色系","0","","20","9,360.00","15,435","1","15,435","6,075","39.36","9.16","9.16","1.95"
"","","16","クリーナー","0020","ジャパネット","0000136","ｹﾙﾋｬｰ","0016","クリーナー","0163","高圧洗浄機・スチームクリーナー","4054278848280","JTKｻｲﾚﾝﾄS 高圧洗浄機","10","","21","10,785.00","14,163","1","14,163","3,378","23.85","2.79","100.00","0.16"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0018","拡大プリント","0400702300017","拡大パネル加工 A1","10","","22","2,259.50","6,980","2","13,960","9,441","67.63","24.70","100.00","0.16"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000079","ｱﾗﾐｯｸ","0019","理美容・健康・スポーツ","0192","美容・ドライヤー","4967934602433","JSNB2-CW ｼｬﾜｰﾍｯﾄﾞ白","0","","23","5,720.00","13,455","1","13,455","7,735","57.49","10.93","29.85","0.52"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","","","0019","理美容・健康・スポーツ","0191","シェーバー","4210201250296","50-B1000s ｼｪｰﾊﾞｰ ｼﾘｰｽﾞ5","0","","24","4,836.00","6,618","2","13,236","3,564","26.93","10.75","16.96","0.90"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147540","JTM2210B 6層毛布 S茶","0","","25","3,224.00","6,346","2","12,692","6,244","49.20","7.53","7.53","1.95"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4962365031173","AEH-G104F(SW) 遠赤ｸﾞﾗﾌｧｲﾄﾋｰﾀｰ","0","","26","8,008.00","12,546","1","12,546","4,538","36.17","5.59","5.59","2.59"
"","","22","寝具・インテリア","0020","ジャパネット","0000323","山善","0022","寝具・インテリア","0220","寝具・インテリア","4983771262647","ADM-221(CBR) 洗える電気毛布 S ｺｺｱﾌﾞﾗｳﾝ","0","","27","5,866.00","11,800","1","11,800","5,934","50.29","7.00","7.00","1.95"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800308","ﾃﾞｼﾞﾀﾙ L 1～99枚","10","","28","6.00","36","303","11,024","9,206","83.51","19.51","37.88","0.34"
"","","40","注文品","","","","","0040","注文品","0400","注文品","2087801027724","注文品 空気清浄機/ｻｰｷｭﾚｰﾀｰ","10","","29","8,640.00","10,800","1","10,800","2,160","20.00","24.31","24.31","0.51"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000258","ﾌﾞﾗｳﾝ","0019","理美容・健康・スポーツ","0191","シェーバー","4210201263401","F/C53B 替刃 ｼﾘｰｽﾞ5用","0","","30","3,068.00","5,182","2","10,364","4,228","40.80","8.42","13.28","0.90"
"","","15","家事用品・家電","0020","ジャパネット","0000175","ｽﾏｲﾙ","0015","家事用品・家電","0159","その他家事用品・家電","4560258399821","SE9696-J(RR) 回転ﾓｯﾌﾟ 赤","0","","31","5,351.00","9,085","1","9,085","3,734","41.10","100.00","100.00","0.11"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000066","ｱｲﾘｽｵｰﾔﾏ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4967576492805","FK-WJN1 ふとん乾燥機","0","","32","5,917.00","9,073","1","9,073","3,156","34.78","4.05","4.05","2.59"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4962365031142","AEH-G407JP(W) 遠赤ｸﾞﾗﾌｧｲﾄﾋｰﾀｰ 白","0","","33","4,368.00","9,073","1","9,073","4,705","51.86","4.05","4.05","2.59"
"","","05","カメラ","0010","ソニー","0000192","ｿﾆｰ","0005","カメラ","0055","カメラアクセサリー","4548736064522","NP-FZ100 ｶﾒﾗﾊﾞｯﾃﾘｰ","10","","34","6,300.00","9,000","1","9,000","2,700","30.00","100.00","100.00","0.10"
"","","16","クリーナー","0020","ジャパネット","0000157","ｼｰﾋﾞｰｼﾞｬﾊﾟﾝ","0016","クリーナー","0160","スティック・ハンディクリーナー","4571347185485","HCS-03BK ｸﾘｰﾅｰｽﾀﾝﾄﾞ","10","","35","2,933.00","8,164","1","8,164","5,231","64.07","1.61","2.20","4.29"
"","","09","パソコン","0020","ジャパネット","0000125","ｷﾔﾉﾝ","0009","パソコン","0093","プリンター・複合機","4549292198195","PIXUS TS5430BK 複合機","0","","36","10,192.00","8,000","1","8,000","-2,192","-27.40","3.08","100.00","0.09"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800322","ﾃﾞｼﾞﾀﾙL 200～299枚 2割","10","","37","6.00","29","273","7,942","6,304","79.38","14.05","27.29","0.34"
"","","13","調理家電","0020","ジャパネット","0000062","ｱｰﾈｽﾄ","0013","調理家電","0132","その他調理家電","4989082776378","A-77637 ﾏﾙﾁﾊﾟﾝｽｸｴｱ3点","0","","38","2,860.00","3,636","2","7,272","1,552","21.34","10.35","31.54","0.27"
"","","16","クリーナー","0020","ジャパネット","0000323","山善","0016","クリーナー","0160","スティック・ハンディクリーナー","4983771078521","RDS-3 ｸﾘｰﾅｰｽﾀﾝﾄﾞSV10用","0","","39","3,432.00","7,255","1","7,255","3,823","52.69","1.43","1.95","4.29"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4962365031036","AEH-G406JP(W) 遠赤ｸﾞﾗﾌｧｲﾄﾋｰﾀｰ 白","10","","40","3,772.00","6,346","1","6,346","2,574","40.56","2.83","2.83","2.59"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000323","山善","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4983771487996","MZ-JH301(W) 超音波式加湿器","10","","41","4,815.00","6,345","1","6,345","1,530","24.11","2.83","2.83","2.59"
"","","13","調理家電","0020","ジャパネット","0000327","象印ﾏﾎｰﾋﾞﾝ","0013","調理家電","0132","その他調理家電","4974305220561","CK-DA08-AD 電気ｹﾄﾙ 紺","0","","42","2,891.00","5,891","1","5,891","3,000","50.93","8.38","25.55","0.27"
"","","13","調理家電","0020","ジャパネット","0000327","象印ﾏﾎｰﾋﾞﾝ","0013","調理家電","0132","その他調理家電","4974305220554","CK-DA08-WA 電気ｹﾄﾙ 白","0","","43","2,891.00","5,891","1","5,891","3,000","50.93","8.38","25.55","0.27"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0015","スタジオ証明写真","0400300270002","証明 3ｘ4cmまで(4枚)","10","","44","1,200.00","1,152","5","5,760","-240","-4.17","10.19","79.34","0.08"
"","","02","外注プリント","0030","富士フィルムイメージング","0000035","N/A","0002","外注プリント","0023","ポストカード・年賀状（外注）","0400503499996","ﾊｶﾞｷ代","10","","45","63.00","63","90","5,670","0","0.00","38.98","38.98","0.17"
"","","49","その他","0020","ジャパネット","","","0049","その他","0490","配送・設置料(その他)","2087801028462","配送設置料(その他) 宅急便","10","","46","1,040.00","1,040","5","5,200","0","0.00","68.35","100.00","0.06"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800193","ﾃﾞｼﾞﾀﾙKG 1～99枚","10","","47","9.00","46","114","5,187","4,161","80.22","9.18","17.82","0.34"
"","","02","外注プリント","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0002","外注プリント","0023","ポストカード・年賀状（外注）","0400503400404","ﾌｼﾞｶﾗｰ年賀 印刷仕上げ","10","","48","5,798.00","5,167","1","5,167","-631","-12.21","35.52","35.52","0.17"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260947379","JTK906S 掛布団ｶﾊﾞｰ","10","","49","1,236.00","2,255","2","4,510","2,038","45.19","2.68","2.68","1.95"
"","","13","調理家電","0020","ジャパネット","0000062","ｱｰﾈｽﾄ","0013","調理家電","0132","その他調理家電","4989082776361","A-77636 無水調理ﾊﾟﾝ","10","","50","3,640.00","4,000","1","4,000","360","9.00","5.69","17.35","0.27"
"","","02","外注プリント","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0002","外注プリント","0023","ポストカード・年賀状（外注）","0400503400305","ﾌｼﾞｶﾗｰ年賀 写真ｷﾚｲ仕上げ","10","","51","4,162.00","3,709","1","3,709","-453","-12.21","25.50","25.50","0.17"
"","","09","パソコン","0020","ジャパネット","0000191","ｿｰｽﾈｸｽﾄ","0009","パソコン","0091","パソコン付属品","4550483087402","308740 筆王 Ver.27","0","","52","832.00","3,618","1","3,618","2,786","77.00","1.39","64.40","0.06"
"","","03","写真用品","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0003","写真用品","0031","レンズ付きフィルム","4547410369137","LF S-ACE ｼﾝﾌﾟﾙｴｰｽ27","10","","53","1,200.00","1,600","2","3,200","800","25.00","46.34","100.00","0.04"
"","","09","パソコン","0020","ジャパネット","","","0009","パソコン","0095","配送・設置料（パソコン）","2087801028158","配達設置(PC) J","10","","54","3,000.00","3,000","1","3,000","0","0.00","1.15","100.00","0.03"
"","","04","記録メディア","0010","ソニー","0000192","ｿﾆｰ","0004","記録メディア","0040","記録メディア","4905524886757","USM16GT ST USBﾒﾓﾘｰ","10","","55","1,931.00","2,760","1","2,760","829","30.04","100.00","100.00","0.03"
"","","22","寝具・インテリア","0020","ジャパネット","","","0022","寝具・インテリア","0220","寝具・インテリア","4979260002221","JTK908SD 掛布団ｶﾊﾞｰ ｾﾐﾀﾞﾌﾞﾙ","10","","56","1,485.00","2,710","1","2,710","1,225","45.20","1.61","1.61","1.95"
"","","03","写真用品","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0003","写真用品","0030","フィルム","4547410377224","ﾁｪｷﾌｲﾙﾑINSTAXMINI JP","10","","57","527.00","782","3","2,346","765","32.61","33.97","100.00","0.03"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800025","ﾃﾞｼﾞﾀﾙ 2L","10","","58","12.00","100","23","2,300","2,024","88.00","4.07","7.90","0.34"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292144949","BC-361 FINEｶｰﾄﾘｯｼﾞ","10","","59","1,911.00","2,254","1","2,254","343","15.22","0.87","27.85","0.09"
"","","49","その他","","","","","0049","その他","0491","保険料(その他)","2087801028042","保険料(その他) ｸﾛﾈｺ","10","","60","2,128.00","2,128","1","2,128","0","0.00","27.97","100.00","0.02"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0062","テレビアクセサリー","4905524850505","DLC-HJ15 B HDMIｹｰﾌﾞﾙ","10","","61","1,387.00","2,070","1","2,070","683","33.00","60.00","60.00","0.04"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292144567","BC-360 FINEｶｰﾄﾘｯｼﾞ","10","","62","1,711.00","2,019","1","2,019","308","15.26","0.78","24.95","0.09"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292088601","BC-346 ｲﾝｸﾀﾝｸ","10","","63","1,711.00","2,019","1","2,019","308","15.26","0.78","24.95","0.09"
"","","09","パソコン","0020","ジャパネット","0000191","ｿｰｽﾈｸｽﾄ","0009","パソコン","0091","パソコン付属品","4549804774602","277460 ｽｰﾊﾟｰｾｷｭﾘﾃｨ1台用","10","","64","468.00","2,000","1","2,000","1,532","76.60","0.77","35.60","0.06"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292088588","BC-345 ｲﾝｸﾀﾝｸ","10","","65","1,526.00","1,800","1","1,800","274","15.22","0.69","22.24","0.09"
"","","36","その他商品","0080","エレコム","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103319271","T-KST02-22330WH雷3M","0","","66","1,117.00","1,680","1","1,680","563","33.51","21.03","28.86","0.07"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0015","スタジオ証明写真","0400300270019","証明ﾊﾟｽﾎﾟｰﾄ以上(2枚)","10","","67","1,500.00","1,500","1","1,500","0","0.00","2.65","20.66","0.08"
"","","01","プリント","0037","快伸","0000035","N/A","0001","プリント","0010","フィルムプリント","0400100100103","ｶﾗｰﾌｨﾙﾑ現像","10","","68","200.00","719","2","1,437","1,037","72.16","2.54","52.52","0.03"
"","","36","その他商品","0080","エレコム","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103319257","T-KST02-22310WH雷1M","0","","69","814.00","1,380","1","1,380","566","41.01","17.28","23.70","0.07"
"","","06","テレビ","0080","エレコム","0000105","ｴﾚｺﾑ","0006","テレビ","0062","テレビアクセサリー","4953103224575","AV-ATLS30BKｱﾝﾃﾅｹｰﾌﾞﾙ","10","","70","770.00","1,380","1","1,380","610","44.20","40.00","40.00","0.04"
"","","01","プリント","0037","快伸","0000035","N/A","0001","プリント","0010","フィルムプリント","0400100200056","ｶﾗｰﾌｨﾙﾑﾌﾟﾘﾝﾄ L","10","","71","17.00","38","34","1,299","721","55.50","2.30","47.48","0.03"
"","","36","その他商品","0080","エレコム","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103224568","AV-ATLS20BKｱﾝﾃﾅｹｰﾌﾞﾙ","10","","72","715.00","1,280","1","1,280","565","44.14","16.02","21.99","0.07"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0013","フォトブック","0400700220003","ﾌｫﾄﾌﾞｯｸ製本ﾀｲﾌﾟA5/8P","10","","73","554.00","1,255","1","1,255","701","55.86","2.22","100.00","0.01"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0017","写真複写・加工・データ書込み","0400202000028","ﾃﾞｼﾞﾀﾙCD書込","10","","74","132.00","400","3","1,200","804","67.00","2.12","54.55","0.03"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800124","ﾃﾞｼﾞﾀﾙ A4","10","","75","22.00","600","2","1,200","1,156","96.33","2.12","4.12","0.34"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824811423","LR6EJ/4B ｴﾎﾞﾙﾀ単3","10","","76","413.00","591","2","1,182","356","30.12","14.80","54.57","0.03"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400200800224","WP ﾜﾝﾀﾞｰｼｬｯﾌﾙ A4","10","","77","120.00","1,100","1","1,100","980","89.09","1.95","3.78","0.34"
"","","09","パソコン","0020","ジャパネット","0000105","ｴﾚｺﾑ","0009","パソコン","0092","パソコンアクセサリー","4953103283404","M-IR07DRSBK ﾏｳｽ","10","","78","675.00","1,000","1","1,000","325","32.50","0.38","83.33","0.01"
"","","36","その他商品","0020","ジャパネット","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103079014","T-E2250 延長ｺｰﾄﾞ5M","0","","79","605.00","982","1","982","377","38.39","12.29","16.87","0.07"
"","","38","リサイクル料","","","","","0038","リサイクル料","0380","リサイクル料","2087801028516","廃家電 引取り料(小)","10","","80","819.00","819","1","819","0","0.00","100.00","100.00","0.01"
"","","01","プリント","0030","富士フィルムイメージング","","","0001","プリント","0017","写真複写・加工・データ書込み","0400101500703","外注 手数料","10","","81","510.00","800","1","800","290","36.25","1.42","36.36","0.03"
"","","03","写真用品","0032","パイオニア","","","0003","写真用品","0032","アルバム","2087801028240","特価 ﾎﾟｹｯﾄｱﾙﾊﾞﾑ","10","","82","490.00","780","1","780","290","37.18","11.29","57.35","0.02"
"","","03","写真用品","0032","パイオニア","0000228","ﾅｶﾊﾞﾔｼ","0003","写真用品","0032","アルバム","4902205231882","ｱ-FTPW106-Bｶﾊﾞｰｱﾙﾊﾞﾑ","10","","83","315.00","580","1","580","265","45.69","8.40","42.65","0.02"
"","","36","その他商品","0080","エレコム","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103035157","T-H32 OAｱﾀﾞﾌﾟﾀ","10","","84","319.00","500","1","500","181","36.20","6.26","8.59","0.07"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400200800132","WP 分割ﾌﾟﾘﾝﾄ L","10","","85","10.00","350","1","350","340","97.14","0.62","1.20","0.34"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824811409","LR6EJ/2B ｴﾎﾞﾙﾀ単3","10","","86","242.00","346","1","346","104","30.06","4.33","15.97","0.03"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824719972","LR03XJ/2B ｱﾙｶﾘ単4","10","","87","210.00","319","1","319","109","34.17","3.99","14.73","0.03"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4902704242334","CR2016P ﾘﾁｳﾑｺｲﾝ電池","10","","88","210.00","319","1","319","109","34.17","3.99","14.73","0.03"
"","","49","その他","","","","","0049","その他","0492","部品・交換パーツ","2087801028493","部品･交換ﾊﾟｰﾂ","10","","89","140.00","140","2","280","0","0.00","3.68","100.00","0.00"
"","","09","パソコン","0020","ジャパネット","0000105","ｴﾚｺﾑ","0009","パソコン","0092","パソコンアクセサリー","4953103236646","U2C-JB15BK USBｹｰﾌﾞﾙ","10","","90","104.00","200","1","200","96","48.00","0.08","16.67","0.01"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0017","写真複写・加工・データ書込み","0400702100006","ﾌﾟﾘﾝﾄ複写 L","10","","91","6.00","200","1","200","194","97.00","0.35","9.09","0.03"
