﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0173","エアコン（～１４畳）","4904530104428","RAS-J401RT 14畳用 ｴｱｺﾝ","10","","12","66,560.00","118,000","1","118,000","51,440","43.59","13.96","49.06","2.26"
"","","06","テレビ","0010","ソニー","0000192","ｿﾆｰ","0006","テレビ","0060","テレビ本体","4548736136021","KJ-43X80K 液晶ﾃﾚﾋﾞ","0","","13","85,900.00","118,000","1","118,000","32,100","27.20","8.57","9.55","11.60"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147533","JTM2210G 6層毛布S銀","0","","14","3,224.00","6,402","16","102,439","50,855","49.64","21.93","21.93","4.38"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0172","エアコン（～１０畳）","4573535167761","AN28ZES 10畳 ｴｱｺﾝ","0","","15","56,368.00","95,273","1","95,273","38,905","40.84","11.27","53.85","1.66"
"","","14","洗濯機","0020","ジャパネット","0000003","AQUA","0014","洗濯機","0140","洗濯機","4562335448255","AQW-VX8M(W) 洗濯機","0","","16","55,076.00","90,728","1","90,728","35,652","39.30","58.16","65.40","1.30"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0171","エアコン（～８畳）","4573535167730","AN25ZES 8畳 ｴｱｺﾝ","0","","17","49,608.00","86,182","1","86,182","36,574","42.44","10.19","100.00","0.81"
"","","06","テレビ","0020","ジャパネット","0000347","東芝","0006","テレビ","0060","テレビ本体","4580652110983","55C350X 55型4K液晶ﾃﾚﾋﾞ","10","","18","56,926.00","84,198","1","84,198","27,272","32.39","6.12","6.81","11.60"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0172","エアコン（～１０畳）","4974019218038","AY-P28TD 10畳 ｴｱｺﾝ","10","","19","47,840.00","81,637","1","81,637","33,797","41.40","9.66","46.15","1.66"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0170","エアコン（～６畳）","4549873152110","RAS-GT22M 6畳用ｴｱｺﾝ","0","","20","43,680.00","81,637","1","81,637","37,957","46.49","9.66","26.09","2.94"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0130","電子レンジ・トースター","4549873139616","MRO-JT231W ｵｰﾌﾞﾝﾚﾝｼﾞ 白","10","","21","18,876.00","26,952","3","80,856","24,228","29.96","22.16","66.02","1.15"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0131","炊飯器","4549873141213","RZ-TS105M R IH炊飯器5.5合 赤","0","","22","15,205.00","23,619","3","70,857","25,242","35.62","19.42","40.01","1.66"
"","","40","注文品","","","","","0040","注文品","0400","注文品","2087801027762","注文品 寝具/ｲﾝﾃﾘｱ","10","","23","11,804.50","14,755","4","59,020","11,802","20.00","74.71","74.71","0.74"
"","","20","カー用品","0020","ジャパネット","0000135","ｹｲﾖｳ","0020","カー用品","0200","ドライブレコーダー","4545708003572","AN-R088 ﾄﾞﾗｲﾌﾞﾚｺｰﾀﾞｰ","0","","24","16,640.00","27,091","2","54,182","20,902","38.58","100.00","100.00","0.51"
"","","14","洗濯機","0040","東芝","0000347","東芝","0014","洗濯機","0140","洗濯機","4904530109829","AW-7GM1(W) 洗濯機","10","","25","36,254.00","48,000","1","48,000","11,746","24.47","30.77","34.60","1.30"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000355","日立","0019","理美容・健康・スポーツ","0191","シェーバー","4526044016969","RM-FJ21 S ｼｪｰﾊﾞｰ 銀","0","","26","5,866.00","9,073","5","45,365","16,035","35.35","14.27","49.21","0.86"
"","","06","テレビ","0020","ジャパネット","0000347","東芝","0006","テレビ","0060","テレビ本体","4580652110471","32V34 液晶ﾃﾚﾋﾞ 32V型","0","","27","34,944.00","45,273","1","45,273","10,329","22.81","3.29","3.66","11.60"
"","","06","テレビ","0020","ジャパネット","","","0006","テレビ","0063","配送・設置料（テレビ）","2087801028066","配達設置(TV) M","10","","28","11,000.00","11,000","4","44,000","0","0.00","3.20","86.61","0.48"
"","","06","テレビ","0020","ジャパネット","0000010","CAVｼﾞｬﾊﾟﾝ","0006","テレビ","0061","テレビ台","4571265693246","THRN-130HDｵｰﾃﾞｨｵﾗｯｸ","10","","29","17,472.00","21,137","2","42,273","7,329","17.34","3.07","47.21","0.84"
"","","13","調理家電","0020","ジャパネット","0000062","ｱｰﾈｽﾄ","0013","調理家電","0132","その他調理家電","4989082776156","A-77615 ﾀﾞｲﾔﾓﾝﾄﾞﾊﾟﾝ ｸﾞﾗﾝﾄﾞｾｯﾄ","0","","30","6,448.00","13,818","3","41,455","22,111","53.34","11.36","63.42","0.61"
"","","05","カメラ","0010","ソニー","0000192","ｿﾆｰ","0005","カメラ","0052","デジタルカメラ","4548736012547","DSC-WX500 BC ﾃﾞｼﾞｶﾒ","10","","31","32,762.00","40,728","1","40,728","7,966","19.56","100.00","100.00","0.38"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0131","炊飯器","4549873141190","RZ-TS105M NW IH炊飯器5.5合 白","0","","32","15,142.50","19,228","2","38,455","8,170","21.25","10.54","21.71","1.66"
"","","16","クリーナー","0020","ジャパネット","0000197","ﾀﾞｲｿﾝ","0016","クリーナー","0160","スティック・ハンディクリーナー","5025155071724","SV21HEPABU ｺｰﾄﾞﾚｽｸﾘｰﾅｰ ﾌﾞﾙｰ","0","","33","24,058.00","36,182","1","36,182","12,124","33.51","31.67","45.37","0.75"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000066","ｱｲﾘｽｵｰﾔﾏ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4967576469449","IJD-JN50 衣類乾燥除湿機","0","","34","12,064.00","16,346","2","32,692","8,564","26.20","47.37","47.37","0.65"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007134","KJ19001B 6層ﾗｸﾞ2帖 茶","10","","35","4,063.00","9,982","3","29,946","17,757","59.30","6.41","6.41","4.38"
"","","13","調理家電","0020","ジャパネット","0000327","象印ﾏﾎｰﾋﾞﾝ","0013","調理家電","0131","炊飯器","4974305218773","NW-VH10 5.5合 IH炊飯ｼﾞｬｰ","0","","36","10,400.00","14,819","2","29,637","8,837","29.82","8.12","16.74","1.66"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800308","ﾃﾞｼﾞﾀﾙ L 1～99枚","10","","37","6.00","32","884","28,321","23,017","81.27","40.11","43.81","0.61"
"","","06","テレビ","0020","ジャパネット","0000337","朝日木材","0006","テレビ","0061","テレビ台","4968373700919","AS-WG1200-DB 壁寄ｽﾀﾝﾄﾞ","10","","38","16,640.00","27,273","1","27,273","10,633","38.99","1.98","30.46","0.84"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4548848882090","MCK40X-W 加湿空気清浄機","0","","39","16,640.00","27,255","1","27,255","10,615","38.95","39.49","39.49","0.65"
"","","16","クリーナー","0020","ジャパネット","0000355","日立","0016","クリーナー","0160","スティック・ハンディクリーナー","4549873142487","PV-BHL3000J R ｽﾃｨｯｸｸﾘｰﾅｰ 赤","0","","40","19,032.00","27,254","1","27,254","8,222","30.17","23.85","34.18","0.75"
"","","13","調理家電","0020","ジャパネット","0000355","日立","0013","調理家電","0130","電子レンジ・トースター","4549873139609","MRO-JT231R ｵｰﾌﾞﾝﾚﾝｼﾞ 赤","0","","41","18,876.00","27,254","1","27,254","8,378","30.74","7.47","22.25","1.15"
"","","22","寝具・インテリア","0020","ジャパネット","0000331","西川ﾘﾋﾞﾝｸﾞ","0022","寝具・インテリア","0220","寝具・インテリア","4908092010302","TJ25131 S 青 柄任せ ﾊﾝｶﾞﾘｰ産羽毛布団 S","0","","42","15,194.00","26,346","1","26,346","11,152","42.33","5.64","5.64","4.38"
"","","13","調理家電","0010","ソニー","0000327","象印ﾏﾎｰﾋﾞﾝ","0013","調理家電","0131","炊飯器","4974305220899","NW-TB18-BA IH炊飯ｼﾞｬｰ 1升","0","","43","20,176.00","26,344","1","26,344","6,168","23.41","7.22","14.88","1.66"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000355","日立","0019","理美容・健康・スポーツ","0191","シェーバー","4526044016952","RM-FJ21 R ｼｪｰﾊﾞｰ 赤","0","","44","5,866.00","8,770","3","26,310","8,712","33.11","8.28","28.54","0.86"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","45","3,600.00","3,600","7","25,200","0","0.00","2.98","87.50","0.27"
"","","06","テレビ","0020","ジャパネット","0000010","CAVｼﾞｬﾊﾟﾝ","0006","テレビ","0061","テレビ台","4571265693376","THRN-150HDｵｰﾃﾞｨｵﾗｯｸ","10","","46","18,408.00","20,000","1","20,000","1,592","7.96","1.45","22.33","0.84"
"","","08","オーディオ","0010","ソニー","0000192","ｿﾆｰ","0008","オーディオ","0080","ホームシアター","4548736109599","SRS-LSR200 ﾃﾚﾋﾞｽﾋﾟｰｶ","10","","47","14,603.00","20,000","1","20,000","5,397","26.99","100.00","100.00","0.19"
"","","40","注文品","0020","ジャパネット","","","0040","注文品","0400","注文品","2087801027700","注文品 ｸﾘｰﾅｰ","10","","48","15,986.00","19,982","1","19,982","3,996","20.00","25.29","25.29","0.74"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800315","ﾃﾞｼﾞﾀﾙL 100～199枚 1割","10","","49","6.00","33","594","19,442","15,878","81.67","27.53","30.07","0.61"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260132973","KJ19003C 6層ﾗｸﾞ4帖 灰","0","","50","6,968.00","18,164","1","18,164","11,196","61.64","3.89","3.89","4.38"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260104840","KJ19003B 6層ﾗｸﾞ4帖ﾌﾞﾗｳﾝ","0","","51","7,769.00","18,164","1","18,164","10,395","57.23","3.89","3.89","4.38"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000258","ﾌﾞﾗｳﾝ","0019","理美容・健康・スポーツ","0191","シェーバー","4210201199076","8365cc ｼｪｰﾊﾞｰ ｼﾘｰｽﾞ8","0","","52","12,418.00","18,164","1","18,164","5,746","31.63","5.71","19.70","0.86"
"","","16","クリーナー","0020","ジャパネット","0000136","ｹﾙﾋｬｰ","0016","クリーナー","0163","高圧洗浄機・スチームクリーナー","4054278848280","JTKｻｲﾚﾝﾄS 高圧洗浄機","10","","53","10,785.00","18,164","1","18,164","7,379","40.62","15.90","52.63","0.32"
"","","14","洗濯機","0020","ジャパネット","","","0014","洗濯機","0143","配送・設置料（洗濯機）","2087801028202","配達設置(洗濯機) M","10","","54","5,757.67","5,758","3","17,273","0","0.00","11.07","100.00","0.16"
"","","16","クリーナー","0020","ジャパネット","0000136","ｹﾙﾋｬｰ","0016","クリーナー","0163","高圧洗浄機・スチームクリーナー","4054278297736","SC JTK20 ｽﾁｰﾑｸﾘｰﾅｰ","10","","55","8,684.00","16,346","1","16,346","7,662","46.87","14.31","47.37","0.32"
"","","36","その他商品","0020","ジャパネット","0000341","帝人ﾌﾛﾝﾃｨｱ","0036","その他商品","0369","その他商品","4995296002189","BZBD105 除湿剤 42個ｾｯﾄ","0","","56","2,420.00","5,437","3","16,311","9,051","55.49","79.66","100.00","0.15"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148653","JEF700SE ｴｸｾﾙ羽毛布団 S 青","10","","57","9,360.00","15,437","1","15,437","6,077","39.37","3.30","3.30","4.38"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148769","JEFG03SH 柄任せｴｸｾﾙ羽毛S 暖色系","0","","58","9,360.00","15,436","1","15,436","6,076","39.36","3.30","3.30","4.38"
"","","13","調理家電","0020","ジャパネット","0000078","ｱﾗｼﾞﾝ","0013","調理家電","0130","電子レンジ・トースター","4962365070417","AET-G13B(W) ﾄｰｽﾀｰ 4枚焼き 白","10","","59","9,006.00","14,364","1","14,364","5,358","37.30","3.94","11.73","1.15"
"","","13","調理家電","0020","ジャパネット","0000062","ｱｰﾈｽﾄ","0013","調理家電","0132","その他調理家電","4989082776378","A-77637 ﾏﾙﾁﾊﾟﾝｽｸｴｱ3点","0","","60","2,782.00","3,477","4","13,908","2,780","19.99","3.81","21.28","0.61"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000079","ｱﾗﾐｯｸ","0019","理美容・健康・スポーツ","0192","美容・ドライヤー","4967934602440","JSNB2-GS ｼｬﾜｰﾍｯﾄﾞ銀","0","","61","5,720.00","13,455","1","13,455","7,735","57.49","4.23","100.00","0.13"
"","","12","冷蔵庫","0020","ジャパネット","","","0012","冷蔵庫","0124","配送・設置料（冷蔵庫）","2087801028165","配達設置(冷蔵庫) 自社","10","","62","6,500.00","6,500","2","13,000","0","0.00","3.67","72.22","0.17"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260132966","KJ19002C 6層ﾗｸﾞ 3帖 灰","10","","63","5,138.00","12,709","1","12,709","7,571","59.57","2.72","2.72","4.38"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007189","KJ19002G 6層ﾗｸﾞ 3帖緑","10","","64","5,638.00","12,709","1","12,709","7,071","55.64","2.72","2.72","4.38"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007165","KJ19002B 6層ﾗｸﾞ 3帖 ﾌﾞﾗｳﾝ","10","","65","5,638.00","12,709","1","12,709","7,071","55.64","2.72","2.72","4.38"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028318","ﾘｻｲｸﾙ 液晶ﾃﾚﾋﾞ～40型","10","","66","3,420.00","4,200","3","12,600","2,340","18.57","34.71","34.71","0.34"
"","","13","調理家電","0020","ジャパネット","0000327","象印ﾏﾎｰﾋﾞﾝ","0013","調理家電","0131","炊飯器","4974305219527","NL-BD05-WA 炊飯器 3合 白","0","","67","6,228.00","11,800","1","11,800","5,572","47.22","3.23","6.66","1.66"
"","","02","外注プリント","0030","富士フィルムイメージング","","","0002","外注プリント","0021","デジタルプリント（外注）","2087801028578","ﾃﾞｼﾞﾀﾙﾌﾟﾘﾝﾄ 外注","10","","68","180.00","180","60","10,800","0","0.00","63.01","100.00","0.10"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147571","JTM2212H 6層毛布Dﾋﾟﾝｸ","0","","69","5,071.00","9,983","1","9,983","4,912","49.20","2.14","2.14","4.38"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400201800193","ﾃﾞｼﾞﾀﾙKG 1～99枚","10","","70","9.00","45","204","9,276","7,440","80.21","13.14","14.35","0.61"
"","","18","空清・暖房器具・サーキュレーター","0020","ジャパネット","0000066","ｱｲﾘｽｵｰﾔﾏ","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","4967576492805","FK-WJN1 ふとん乾燥機","0","","71","5,917.00","9,073","1","9,073","3,156","34.78","13.15","13.15","0.65"
"","","03","写真用品","0030","富士フィルムイメージング","0000254","富士ﾌｨﾙﾑ","0003","写真用品","0031","レンズ付きフィルム","4547410369137","LF S-ACE ｼﾝﾌﾟﾙｴｰｽ27","10","","72","1,200.00","1,600","5","8,000","2,000","25.00","61.36","100.00","0.08"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102150","EJ20302G 6層ﾗｸﾞｶﾊﾞｰ3帖用 ｸﾞﾘｰﾝ","0","","73","3,432.00","7,255","1","7,255","3,823","52.69","1.55","1.55","4.38"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102136","EJ20302B 6層ﾗｸﾞｶﾊﾞｰ3帖用ﾌﾞﾗｳﾝ","0","","74","3,016.00","7,255","1","7,255","4,239","58.43","1.55","1.55","4.38"
"","","16","クリーナー","0020","ジャパネット","0000157","ｼｰﾋﾞｰｼﾞｬﾊﾟﾝ","0016","クリーナー","0160","スティック・ハンディクリーナー","4571347185485","HCS-03BK ｸﾘｰﾅｰｽﾀﾝﾄﾞ","10","","75","2,725.00","7,255","1","7,255","4,530","62.44","6.35","9.10","0.75"
"","","16","クリーナー","0020","ジャパネット","0000157","ｼｰﾋﾞｰｼﾞｬﾊﾟﾝ","0016","クリーナー","0160","スティック・ハンディクリーナー","4571347185478","DCS-01BK ｸﾘｰﾅｰｽﾀﾝﾄﾞ","0","","76","2,496.00","7,255","1","7,255","4,759","65.60","6.35","9.10","0.75"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028370","ﾘｻｲｸﾙ ｴｱｺﾝ","10","","77","1,990.00","2,400","3","7,200","1,230","17.08","19.83","19.83","0.34"
"","","06","テレビ","0020","ジャパネット","","","0006","テレビ","0063","配送・設置料（テレビ）","2087801028059","配達設置(TV) 自社","10","","78","6,800.00","6,800","1","6,800","0","0.00","0.49","13.39","0.48"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292100044","BCI-381+380/6MP ｲﾝｸﾀﾝｸ","0","","79","5,511.00","6,500","1","6,500","989","15.22","25.59","25.59","0.24"
"","","13","調理家電","0020","ジャパネット","0000062","ｱｰﾈｽﾄ","0013","調理家電","0132","その他調理家電","4989082777467","A-77746 無水調理ﾊﾟﾝ 22cm 黒","0","","80","3,536.00","5,455","1","5,455","1,919","35.18","1.49","8.35","0.61"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102105","EJ20301B 6層ﾗｸﾞｶﾊﾞｰ2帖用 ﾌﾞﾗｳﾝ","10","","81","2,226.00","5,437","1","5,437","3,211","59.06","1.16","1.16","4.38"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028325","ﾘｻｲｸﾙ 液晶ﾃﾚﾋﾞ～55型","10","","82","3,970.00","5,200","1","5,200","1,230","23.65","14.32","14.32","0.34"
"","","","","","","","","","","","","0400503400435","ﾌｼﾞｶﾗｰﾓﾁｭｳ 印刷仕上げ","0","","83","5,148.00","5,148","1","5,148","0","0.00","100.00","100.00","0.05"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","","","0019","理美容・健康・スポーツ","0190","マッサージ","2087801118392","配送設置料(ﾏｯｻｰｼﾞﾁｪｱ) M","10","","84","7,364.00","5,000","1","5,000","-2,364","-47.28","1.57","2.36","1.99"
"","","12","冷蔵庫","0020","ジャパネット","","","0012","冷蔵庫","0124","配送・設置料（冷蔵庫）","2087801028172","配達設置(冷蔵庫) M","10","","85","5,000.00","5,000","1","5,000","0","0.00","1.41","27.78","0.17"
"","","38","リサイクル料","0020","ジャパネット","","","0038","リサイクル料","0380","リサイクル料","2087801028387","ﾘｻｲｸﾙ 洗濯機","10","","86","3,530.00","4,800","1","4,800","1,270","26.46","13.22","13.22","0.34"
"","","13","調理家電","0020","ジャパネット","0000062","ｱｰﾈｽﾄ","0013","調理家電","0132","その他調理家電","4989082776316","A-77631 ﾐﾆﾏﾙﾁﾊﾟﾝ･ｶﾞﾗｽ蓋","0","","87","2,600.00","4,545","1","4,545","1,945","42.79","1.25","6.95","0.61"
"","","01","プリント","0030","富士フィルムイメージング","0000035","N/A","0001","プリント","0011","デジタルプリント","0400701960250","ﾃﾞｼﾞﾀﾙ A4･6切･6W 3P","10","","88","78.00","1,437","3","4,310","4,076","94.57","6.10","6.67","0.61"
"","","09","パソコン","0031","ナニワ商会","0000125","ｷﾔﾉﾝ","0009","パソコン","0094","用紙・インク","4549292088588","BC-345 ｲﾝｸﾀﾝｸ","10","","89","1,526.00","1,800","2","3,600","548","15.22","14.17","14.17","0.24"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000004053","Tｴｱｺﾝ M工事費 配送料","10","","90","3,600.00","3,600","1","3,600","0","0.00","0.43","12.50","0.27"
"","","38","リサイクル料","","","","","0038","リサイクル料","0380","リサイクル料","2087801028516","廃家電 引取料(小)","10","","91","553.17","553","6","3,319","0","0.00","9.14","9.14","0.34"
"","","38","リサイクル料","","","","","0038","リサイクル料","0380","リサイクル料","2087801028500","廃家電 引取料(その他)","10","","92","3,182.00","3,182","1","3,182","0","0.00","8.77","8.77","0.34"
"","","02","外注プリント","0030","富士フィルムイメージング","0000035","N/A","0002","外注プリント","0023","ポストカード・年賀状（外注）","0400503499996","ﾊｶﾞｷ代","10","","93","63.00","63","50","3,150","0","0.00","18.38","74.12","0.04"
"","","04","記録メディア","0040","東芝","","","0004","記録メディア","0040","記録メディア","4582563850958","KMU-A032G ﾏｲｸﾛSDｶｰﾄﾞ","10","","94","1,068.00","2,437","1","2,437","1,369","56.18","32.62","32.62","0.07"
"","","01","プリント","0030","富士フィルムイメージング","","","0001","プリント","0017","写真複写・加工・データ書込み","0400101500703","外注 手数料","10","","95","510.00","800","3","2,400","870","36.25","3.40","66.67","0.03"
"","","15","家事用品・家電","0020","ジャパネット","0000319","三菱","0015","家事用品・家電","0159","その他家事用品・家電","4902901487187","MP-9 炭紙ﾊﾟｯｸ(5枚ﾊﾟｯｸ)","0","","96","946.00","1,173","2","2,346","454","19.35","100.00","100.00","0.02"
"","","19","理美容・健康・スポーツ","0020","ジャパネット","0000258","ﾌﾞﾗｳﾝ","0019","理美容・健康・スポーツ","0191","シェーバー","4210201072485","CCR4CR 洗浄液4個入り","10","","97","1,824.00","2,345","1","2,345","521","22.22","0.74","2.54","0.86"
"","","49","その他","0020","ジャパネット","","","0049","その他","0490","配送・設置料(その他)","2087801028462","配送設置料(その他) 宅急便","10","","98","1,150.00","1,150","2","2,300","0","0.00","69.70","100.00","0.02"
"","","04","記録メディア","0040","東芝","","","0004","記録メディア","0040","記録メディア","4582563851542","KSDU-A016G SDｶｰﾄﾞ","10","","99","708.00","2,255","1","2,255","1,547","68.60","30.18","30.18","0.07"
"","","02","外注プリント","0030","富士フィルムイメージング","","","0002","外注プリント","0025","プリントその他（外注）","2087801028615","ﾌﾟﾘﾝﾄその他 外注","10","","100","1,045.00","1,045","2","2,090","0","0.00","12.19","100.00","0.02"
