﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0170","エアコン（～６畳）","4549873152110","RAS-GT22M 6畳用ｴｱｺﾝ","0","","7","43,680.00","90,728","1","90,728","47,048","51.86","7.27","37.05","10.29"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0171","エアコン（～８畳）","4974019179629","AY-N25TD 8畳 ｴｱｺﾝ","0","","8","37,752.00","68,000","1","68,000","30,248","44.48","5.45","18.98","15.06"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0170","エアコン（～６畳）","4974019218014","AY-P22TD 6畳ｴｱｺﾝ","10","","9","33,072.00","63,455","1","63,455","30,383","47.88","5.09","25.91","10.29"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","10","3,600.00","3,600","10","36,000","0","0.00","2.89","61.54","2.46"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","11","4,500.00","4,500","5","22,500","0","0.00","1.80","38.46","2.46"
"大塔店","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0170","エアコン（～６畳）","4974019218014","AY-P22TD 6畳ｴｱｺﾝ","10","","1","33,072.00","63,455","3","190,365","91,149","47.88","39.40","67.72","11.81"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0171","エアコン（～８畳）","4974019218021","AY-P25TD 8畳ｴｱｺﾝ","10","","2","40,040.00","72,546","2","145,091","65,011","44.81","30.03","100.00","6.10"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530104480","RAS-J221RT 6畳用 ｴｱｺﾝ","0","","3","37,450.00","90,728","1","90,728","53,278","58.72","18.78","32.28","11.81"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","4","4,500.00","4,500","5","22,500","0","0.00","4.66","47.17","2.00"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","5","3,600.00","3,600","6","21,600","0","0.00","4.47","45.28","2.00"
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","6","9,310.00","9,309","1","9,309","-1","-0.01","1.93","100.00","0.39"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000004053","Tｴｱｺﾝ M工事費 配送料","10","","7","3,600.00","3,600","1","3,600","0","0.00","0.75","7.55","2.00"