﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"佐々店","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0173","エアコン（～１４畳）","4904530104428","RAS-J401RT 14畳用 ｴｱｺﾝ","10","","1","66,560.00","118,000","1","118,000","51,440","43.59","30.32","100.00","4.67"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0171","エアコン（～８畳）","4904530104466","RAS-J251RT 8畳用 ｴｱｺﾝ","10","","2","44,720.00","99,819","1","99,819","55,099","55.20","25.65","100.00","3.95"
"","","17","エアコン","0020","ジャパネット","0000319","三菱","0017","エアコン","0170","エアコン（～６畳）","4902901935503","MSZ-LT2222-W-IN 6畳用 ｴｱｺﾝ","0","","3","48,360.00","90,727","1","90,727","42,367","46.70","23.32","59.55","6.03"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0170","エアコン（～６畳）","4974019218014","AY-P22TD 6畳ｴｱｺﾝ","10","","4","33,072.00","61,637","1","61,637","28,565","46.34","15.84","40.45","6.03"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","5","3,600.00","3,600","4","14,400","0","0.00","3.70","100.00","0.57"
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","6","4,537.00","4,537","1","4,537","0","0.00","1.17","100.00","0.18"
"佐世保本店","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0170","エアコン（～６畳）","4974019218014","AY-P22TD 6畳ｴｱｺﾝ","10","","1","33,072.00","62,243","3","186,729","87,513","46.87","28.65","72.53","10.18"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0174","エアコン（～１８畳）","4904530104404","RAS-J562RT(W) 18畳 ｴｱｺﾝ","0","","2","81,120.00","145,272","1","145,272","64,152","44.16","22.29","100.00","5.75"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0173","エアコン（～１４畳）","4904530104428","RAS-J401RT 14畳用 ｴｱｺﾝ","10","","3","66,560.00","118,000","1","118,000","51,440","43.59","18.10","100.00","4.67"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0171","エアコン（～８畳）","4549873152264","RAS-HT25M W 8畳用 ｴｱｺﾝ","0","","4","45,656.00","81,637","1","81,637","35,981","44.07","12.52","100.00","3.23"
