店舗名,棚番(初回),棚番(最終),棚番(他),商品コード,商品名,税率,部門コード,部門名,大分類コード,大分類名,中分類コード,中分類名,仕入先コード,仕入先名,実棚数量(A),実績差異,本部原価(B),店舗原価(C),本部実棚金額(D=A×B),店舗実棚金額(E=A×C),実棚売価金額,単品売価,原価差額(B-C),実棚差額(D-E)
"佐世保本店","","","","4904530108839","AW-10DP1(W) 全自動洗濯機 白 10kg","0.00","14","洗濯機","0014","洗濯機","0140","洗濯機","0020","ジャパネット","1","0","67600.00","67600.00","67,600.00","67,600","95,273","95,273","67,600.00","0.00"
"佐世保本店","","","","4904530842153","SG-240SP　ｴｱﾘｵﾝｽﾌﾟﾚｰ","10.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0040","東芝","1","0","270.00","270.00","270.00","270","734","734","270.00","0.00"
"佐世保本店","","","","4904550975626","ER-JZ5000(R) ｵｰﾌﾞﾝﾚﾝｼﾞ 赤","10.00","13","調理家電","0013","調理家電","0130","電子レンジ・トースター","0020","ジャパネット","1","0","26821.00","26821.00","26,821.00","26,821","39,800","39,800","26,821.00","0.00"
"佐世保本店","","","","4904550975831","VC-JS6000(R) ﾄﾙﾈｵ","10.00","16","クリーナー","0016","クリーナー","0161","キャニスター型クリーナー","0020","ジャパネット","1","0","19552.00","19552.00","19,552.00","19,552","29,800","29,800","19,552.00","0.00"
"佐世保本店","","","","4904550975848","VC-JS6000(A)ﾄﾙﾈｵ","10.00","16","クリーナー","0016","クリーナー","0161","キャニスター型クリーナー","0020","ジャパネット","1","0","19552.00","19552.00","19,552.00","19,552","29,800","29,800","19,552.00","0.00"
"佐世保本店","","","","4904550975879","VC-JS6000(P) ﾄﾙﾈｵ","10.00","16","クリーナー","0016","クリーナー","0161","キャニスター型クリーナー","0020","ジャパネット","1","0","19552.00","19552.00","19,552.00","19,552","29,800","29,800","19,552.00","0.00"
"佐世保本店","","","","4904785046955","BC-J03RD 体組成計 赤","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0193","体重計・血圧計・補聴器","0020","ジャパネット","1","0","4576.00","4576.00","4,576.00","4,576","10,800","10,800","4,576.00","0.00"
"佐世保本店","","","","4904785046962","BC-J03GD 体組成計 ｺﾞｰﾙﾄﾞ","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0193","体重計・血圧計・補聴器","0020","ジャパネット","2","0","4576.00","4576.00","9,152.00","9,152","21,600","10,800","9,152.00","0.00"
"佐世保本店","","","","4904785047655","BC-J03NV 体組成計 ﾈｲﾋﾞｰ","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0193","体重計・血圧計・補聴器","0020","ジャパネット","2","0","4576.00","4576.00","9,152.00","9,152","21,600","10,800","9,152.00","0.00"
"佐世保本店","","","","4905524677812","NP-FW50 ｶﾒﾗﾊﾞｯﾃﾘｰ","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0010","ソニー","1","0","5880.00","5880.00","5,880.00","5,880","8,600","8,600","5,880.00","0.00"
"佐世保本店","","","","4905524693447","DLC-HEM15 B HDMIﾐﾆ","10.00","06","テレビ","0006","テレビ","0062","テレビアクセサリー","0010","ソニー","1","0","1709.00","1709.00","1,709.00","1,709","2,754","2,754","1,709.00","0.00"
"佐世保本店","","","","4905524796629","SEL30M35 C Eﾏｸﾛﾚﾝｽﾞ","10.00","05","カメラ","0005","カメラ","0054","レンズ","0010","ソニー","1","0","17400.00","17400.00","17,400.00","17,400","25,920","25,920","17,400.00","0.00"
"佐世保本店","","","","4905524796704","SEL55210 Eｽﾞｰﾑﾚﾝｽﾞ","10.00","05","カメラ","0005","カメラ","0054","レンズ","0010","ソニー","1","0","26800.00","26800.00","26,800.00","26,800","36,288","36,288","26,800.00","0.00"
"佐世保本店","","","","4905524850505","DLC-HJ15 B HDMIｹｰﾌﾞﾙ","10.00","06","テレビ","0006","テレビ","0062","テレビアクセサリー","0010","ソニー","2","0","1387.00","1387.00","2,774.00","2,774","4,554","2,277","2,774.00","0.00"
"佐世保本店","","","","4905524850529","DLC-HJ20 B HDMIｹｰﾌﾞﾙ","10.00","06","テレビ","0006","テレビ","0062","テレビアクセサリー","0010","ソニー","3","0","1709.00","1709.00","5,127.00","5,127","8,415","2,805","5,127.00","0.00"
"佐世保本店","","","","4905524886665","USM32GT L USBﾒﾓﾘｰ","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","1","0","2347.00","2347.00","2,347.00","2,347","3,443","3,443","2,347.00","0.00"
"佐世保本店","","","","4905524886726","USM32GT N USBﾒﾓﾘｰ","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","1","0","2347.00","2347.00","2,347.00","2,347","3,443","3,443","2,347.00","0.00"
"佐世保本店","","","","4905524886733","USM64GT N T USBﾒﾓﾘｰ","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","2","0","3765.00","3765.00","7,530.00","7,530","11,620","5,810","7,530.00","0.00"
"佐世保本店","","","","4905524886757","USM16GT ST USBﾒﾓﾘｰ","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","2","0","1931.00","1931.00","3,862.00","3,862","5,960","2,980","3,862.00","0.00"
"佐世保本店","","","","4905524886764","USM32GT S USBﾒﾓﾘｰ","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","1","0","2347.00","2347.00","2,347.00","2,347","3,443","3,443","2,347.00","0.00"
"佐世保本店","","","","4905524886771","USM64GT S T USBﾒﾓﾘｰ","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","1","0","3765.00","3765.00","3,765.00","3,765","5,810","5,810","3,765.00","0.00"
"佐世保本店","","","","4905524894455","RM-PZ110D B ﾘｺﾓﾝ","10.00","06","テレビ","0006","テレビ","0062","テレビアクセサリー","0010","ソニー","2","0","1676.00","1676.00","3,352.00","3,352","5,500","2,750","3,352.00","0.00"
"佐世保本店","","","","4905524934786","SEL2470Z Eｽﾞｰﾑﾚﾝｽﾞ","10.00","05","カメラ","0005","カメラ","0054","レンズ","0010","ソニー","1","0","78200.00","78200.00","78,200.00","78,200","113,000","113,000","78,200.00","0.00"
"佐世保本店","","","","4905524937299","MDR-EX15AP L ﾍｯﾄﾞﾎﾝ","10.00","08","オーディオ","0008","オーディオ","0086","ヘッドホン","0010","ソニー","1","0","1262.00","1262.00","1,262.00","1,262","2,030","2,030","1,262.00","0.00"
"佐世保本店","","","","4905524952407","SEL50F1.8 BEﾚﾝｽﾞ50ﾐﾘ","10.00","05","カメラ","0005","カメラ","0054","レンズ","0010","ソニー","1","0","22100.00","22100.00","22,100.00","22,100","30,240","30,240","22,100.00","0.00"
"佐世保本店","","","","4905524954807","5BNR1VHGS6 ﾌﾞﾙｰﾚｲ","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","1","0","519.00","519.00","519.00","519","802","802","519.00","0.00"
"佐世保本店","","","","4905524965889","USM128GT ST USBﾒﾓﾘｰ","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0010","ソニー","3","0","7263.00","7263.00","21,789.00","21,789","33,630","11,210","21,789.00","0.00"
"佐世保本店","","","","4905524972535","DSC-W830 SC ﾃﾞｼﾞﾀﾙｶﾒ","10.00","05","カメラ","0005","カメラ","0052","デジタルカメラ","0010","ソニー","3","0","12657.00","12657.00","37,971.00","37,971","56,100","18,700","37,971.00","0.00"
"佐世保本店","","","","4941556178095","NPRJH901 U首ｼｬﾂ M 白","10.00","21","ファッション・時計","0021","ファッション・時計","0212","衣類・アパレル","0020","ジャパネット","1","0","3692.00","3692.00","3,692.00","3,692","7,480","7,480","3,692.00","0.00"
"佐世保本店","","","","4941556178132","NPRJH951 ｽﾞﾎﾞﾝ下M 白","10.00","21","ファッション・時計","0021","ファッション・時計","0212","衣類・アパレル","0020","ジャパネット","1","0","3328.00","3328.00","3,328.00","3,328","7,320","7,320","3,328.00","0.00"
"佐世保本店","","","","4941556188834","NPRJS851 ﾋﾀﾞﾏﾘ 婦人ｽﾗｯｸｽ下M 墨","0.00","21","ファッション・時計","0021","ファッション・時計","0212","衣類・アパレル","0020","ジャパネット","1","0","3432.00","3432.00","3,432.00","3,432","7,455","7,455","3,432.00","0.00"
"佐世保本店","","","","4941556189794","P-23 靴下 紳士24~26","10.00","21","ファッション・時計","0021","ファッション・時計","0212","衣類・アパレル","0020","ジャパネット","1","0","478.00","478.00","478.00","478","999","999","478.00","0.00"
"佐世保本店","","","","4941556189800","P-24 靴下 婦人22~24","10.00","21","ファッション・時計","0021","ファッション・時計","0212","衣類・アパレル","0020","ジャパネット","1","0","478.00","478.00","478.00","478","999","999","478.00","0.00"
"佐世保本店","","","","4942322023328","JPN-LED2AC1 ﾓﾊﾞｲﾙﾊﾞｯﾃﾘｰ搭載ﾗﾝﾀﾝ2個ｾｯﾄ","0.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0020","ジャパネット","1","0","4813.00","4813.00","4,813.00","4,813","9,073","9,073","4,813.00","0.00"
"佐世保本店","","","","4948731021795","AX-HCL310pk ﾏｯｻｰｼﾞｸｯｼｮﾝ ﾋﾟﾝｸ","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0190","マッサージ","0020","ジャパネット","1","0","6032.00","6032.00","6,032.00","6,032","12,000","12,000","6,032.00","0.00"
"佐世保本店","","","","4951704171250","STY-66 ﾏｯｻｰｼﾞﾁｪｱ","10.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0190","マッサージ","0020","ジャパネット","1","0","65520.00","65520.00","65,520.00","65,520","168,000","168,000","65,520.00","0.00"
"佐世保本店","","","","4953103035157","T-H32 OAｱﾀﾞﾌﾟﾀ","10.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","10","-1","303.00","303.00","3,030.00","3,030","5,400","540","3,030.00","0.00"
"佐世保本店","","","","4953103079007","T-E2230 延長ｺｰﾄﾞ3M","0.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0020","ジャパネット","2","0","495.00","495.00","990.00","990","1,800","900","990.00","0.00"
"佐世保本店","","","","4953103079014","T-E2250 延長ｺｰﾄﾞ5M","0.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0020","ジャパネット","2","0","605.00","605.00","1,210.00","1,210","1,964","982","1,210.00","0.00"
"佐世保本店","","","","4953103224568","AV-ATLS20BKｱﾝﾃﾅｹｰﾌﾞﾙ","10.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","4","0","715.00","715.00","2,860.00","2,860","5,632","1,408","2,860.00","0.00"
"佐世保本店","","","","4953103224575","AV-ATLS30BKｱﾝﾃﾅｹｰﾌﾞﾙ","10.00","06","テレビ","0006","テレビ","0062","テレビアクセサリー","0080","エレコム","4","0","770.00","770.00","3,080.00","3,080","5,960","1,490","3,080.00","0.00"
"佐世保本店","","","","4953103224582","AV-ATLS50BKｱﾝﾃﾅｹｰﾌﾞﾙ","10.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","4","0","935.00","935.00","3,740.00","3,740","7,392","1,848","3,740.00","0.00"
"佐世保本店","","","","4953103236646","U2C-JB15BK USBｹｰﾌﾞﾙ","10.00","09","パソコン","0009","パソコン","0092","パソコンアクセサリー","0020","ジャパネット","2","0","104.00","104.00","208.00","208","1,200","600","208.00","0.00"
"佐世保本店","","","","4953103261594","T-PN04-2620PN 電源ﾀｯﾌﾟ","10.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","1","0","1265.00","1265.00","1,265.00","1,265","2,288","2,288","1,265.00","0.00"
"佐世保本店","","","","4953103261679","T-BR02-2420BR OAﾀｯﾌﾟ","10.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","1","-1","1430.00","1099.00","1,430.00","1,099","1,944","1,944","1,430.00","331.00"
"佐世保本店","","","","4953103276802","T-TR03-2300BK ﾀｯﾌﾟ3","10.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","1","0","358.00","336.00","358.00","336","626","626","358.00","22.00"
"佐世保本店","","","","4953103276819","T-TR03-2300WH ﾀｯﾌﾟ3","10.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","3","0","336.00","336.00","1,008.00","1,008","1,878","626","1,008.00","0.00"
"佐世保本店","","","","4953103283404","M-IR07DRSBK ﾏｳｽ","10.00","09","パソコン","0009","パソコン","0092","パソコンアクセサリー","0020","ジャパネット","2","0","675.00","675.00","1,350.00","1,350","3,000","1,500","1,350.00","0.00"
"佐世保本店","","","","4953103293779","DH-ATLS48K10WH ｱﾝﾃﾅ1M","10.00","06","テレビ","0006","テレビ","0062","テレビアクセサリー","0080","エレコム","3","0","1155.00","1155.00","3,465.00","3,465","6,534","2,178","3,465.00","0.00"
"佐世保本店","","","","4953103293816","DH-ATLS48K30WH ｱﾝﾃﾅ3M","10.00","06","テレビ","0006","テレビ","0062","テレビアクセサリー","0080","エレコム","3","0","1645.00","1645.00","4,935.00","4,935","9,504","3,168","4,935.00","0.00"
"佐世保本店","","","","4953103293830","DH-ATLS48K50WH ｱﾝﾃﾅ5M","10.00","06","テレビ","0006","テレビ","0062","テレビアクセサリー","0080","エレコム","4","0","1942.00","1942.00","7,768.00","7,768","14,432","3,608","7,768.00","0.00"
"佐世保本店","","","","4953103319257","T-KST02-22310WH雷1M","0.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","4","0","814.00","814.00","3,256.00","3,256","6,072","1,518","3,256.00","0.00"
"佐世保本店","","","","4953103319264","T-KST02-22320WH雷2M","0.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","3","0","913.00","913.00","2,739.00","2,739","4,884","1,628","2,739.00","0.00"
"佐世保本店","","","","4953103319271","T-KST02-22330WH雷3M","0.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","2","0","1117.00","1012.00","2,234.00","2,024","3,360","1,680","2,234.00","210.00"
"佐世保本店","","","","4953103319288","T-KST02-22350WH雷5M","0.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","4","0","1205.00","1205.00","4,820.00","4,820","8,712","2,178","4,820.00","0.00"
"佐世保本店","","","","4953103332966","AVT-D9-2420BK ﾃﾞｻﾞｲﾝﾀｯﾌﾟ2M","0.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","3","0","1843.00","1843.00","5,529.00","5,529","9,540","3,180","5,529.00","0.00"
"佐世保本店","","","","4953103356870","DE-AC01-N2924WF ﾓﾊﾞｲﾙﾊﾞｯﾃﾘｰ","0.00","36","その他商品","0036","その他商品","0361","家電小物・OA小物","0080","エレコム","1","0","3707.00","3707.00","3,707.00","3,707","5,181","5,181","3,707.00","0.00"
"佐世保本店","","","","4953103749627","MR3-A006RD ｶｰﾄﾞﾘｰﾀﾞｰ","0.00","09","パソコン","0009","パソコン","0092","パソコンアクセサリー","0080","エレコム","2","0","2316.00","2316.00","4,632.00","4,632","7,600","3,800","4,632.00","0.00"
"佐世保本店","","","","4953103846517","LD-GPT/BU20 LANｹｰﾌﾞﾙ","10.00","09","パソコン","0009","パソコン","0092","パソコンアクセサリー","0080","エレコム","1","-1","556.00","501.00","556.00","501","1,078","1,078","556.00","55.00"
"佐世保本店","","","","4953103846531","LD-GPT/BU50 LANｹｰﾌﾞﾙ","10.00","09","パソコン","0009","パソコン","0092","パソコンアクセサリー","0080","エレコム","1","0","842.00","765.00","842.00","765","1,628","1,628","842.00","77.00"
"佐世保本店","","","","4957792430767","SW-101 A4 用紙","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0031","ナニワ商会","1","0","335.00","335.00","335.00","335","418","418","335.00","0.00"
"佐世保本店","","","","4962365011069","CAT-GS13A(G) ﾄｰｽﾀｰ 2枚焼き 緑","10.00","13","調理家電","0013","調理家電","0130","電子レンジ・トースター","0020","ジャパネット","1","0","6864.00","6864.00","6,864.00","6,864","13,800","13,800","6,864.00","0.00"
"佐世保本店","","","","4962365031043","AEH-G406JP(G) 遠赤ｸﾞﾗﾌｧｲﾄﾋｰﾀｰ緑","0.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","1","0","3772.00","3772.00","3,772.00","3,772","7,255","7,255","3,772.00","0.00"
"佐世保本店","","","","4962365031074","AEH-2G10AJ(G) 遠赤ｸﾞﾗﾌｧｲﾄﾋｰﾀｰ ｸﾞﾘｰﾝ","0.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","1","0","15080.00","15080.00","15,080.00","15,080","27,800","27,800","15,080.00","0.00"
"佐世保本店","","","","4962365070325","AMG-G1300A(G) ﾏｼﾞｯｸｸﾞﾘﾗｰ","10.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","2","0","15538.00","15538.00","31,076.00","31,076","79,600","39,800","31,076.00","0.00"
"佐世保本店","","","","4962365070400","AET-G13B(G) ﾄｰｽﾀｰ 4枚焼き 緑","10.00","13","調理家電","0013","調理家電","0130","電子レンジ・トースター","0020","ジャパネット","1","0","9006.00","9006.00","9,006.00","9,006","15,800","15,800","9,006.00","0.00"
"佐世保本店","","","","4962365070417","AET-G13B(W) ﾄｰｽﾀｰ 4枚焼き 白","10.00","13","調理家電","0013","調理家電","0130","電子レンジ・トースター","0020","ジャパネット","2","0","9006.00","9006.00","18,012.00","18,012","31,600","15,800","18,012.00","0.00"
"佐世保本店","","","","4966005733717","FB3717 ﾌﾚｰﾑﾍﾞｰｼﾞｭ2窓","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0031","ナニワ商会","2","0","1080.00","1080.00","2,160.00","2,160","3,888","1,944","2,160.00","0.00"
"佐世保本店","","","","4966005733908","FB3908 ﾌﾚｰﾑﾌﾞﾗｳﾝ 2窓","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0031","ナニワ商会","2","0","1080.00","1080.00","2,160.00","2,160","3,888","1,944","2,160.00","0.00"
"佐世保本店","","","","4967576419482","PC-MA2-W 電気圧力鍋","10.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","1","0","7513.00","7513.00","7,513.00","7,513","10,800","10,800","7,513.00","0.00"
"佐世保本店","","","","4967576469449","IJD-JN50 衣類乾燥除湿機","0.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","2","0","12064.00","12064.00","24,128.00","24,128","35,960","17,980","24,128.00","0.00"
"佐世保本店","","","","4967576470667","PC-MA4-W 電気圧力鍋","10.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","2","0","10608.00","10608.00","21,216.00","21,216","31,600","15,800","21,216.00","0.00"
"佐世保本店","","","","4967576492805","FK-WJN1 ふとん乾燥機","0.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","2","0","5917.00","5917.00","11,834.00","11,834","31,960","15,980","11,834.00","0.00"
"佐世保本店","","","","4967576493925","IC-JNFAC2-W 布団ｸﾘｰﾅｰ 白","0.00","15","家事用品・家電","0015","家事用品・家電","0159","その他家事用品・家電","0020","ジャパネット","2","0","5190.00","5190.00","10,380.00","10,380","18,146","9,073","10,380.00","0.00"
"佐世保本店","","","","4967576525763","DT-103 体温計","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0193","体重計・血圧計・補聴器","0020","ジャパネット","1","0","6686.00","6686.00","6,686.00","6,686","14,000","14,000","6,686.00","0.00"
"佐世保本店","","","","4967934602020","3D-B1A ｼｬﾜｰﾍｯﾄﾞ","10.00","22","寝具・インテリア","0022","寝具・インテリア","0220","寝具・インテリア","0020","ジャパネット","1","0","2904.00","2904.00","2,904.00","2,904","7,530","7,530","2,904.00","0.00"
"佐世保本店","","","","4967934602433","JSNB2-CW ｼｬﾜｰﾍｯﾄﾞ白","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0192","美容・ドライヤー","0020","ジャパネット","3","-2","5720.00","5720.00","17,160.00","17,160","44,400","14,800","17,160.00","0.00"
"佐世保本店","","","","4967934602440","JSNB2-GS ｼｬﾜｰﾍｯﾄﾞ銀","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0192","美容・ドライヤー","0020","ジャパネット","3","-3","5720.00","5720.00","17,160.00","17,160","44,400","14,800","17,160.00","0.00"
"佐世保本店","","","","4969182515732","MCR8819T 首ﾏｯｻｰｼﾞｬｰ","10.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0190","マッサージ","0020","ジャパネット","2","0","4316.00","4316.00","8,632.00","8,632","19,960","9,980","8,632.00","0.00"
"佐世保本店","","","","4969182518269","AFBX4621R ﾌｨｯﾄﾈｽﾊﾞｲｸｱｶ","10.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0194","スポーツ・健康器具","0020","ジャパネット","2","0","8996.00","8996.00","17,992.00","17,992","35,600","17,800","17,992.00","0.00"
"佐世保本店","","","","4969182518320","AFR2221R ﾗﾝﾆﾝｸﾞﾏｼﾝ　赤","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0194","スポーツ・健康器具","0020","ジャパネット","1","0","21788.00","21788.00","21,788.00","21,788","59,980","59,980","21,788.00","0.00"
"佐世保本店","","","","4970986988578","sara-c2001 BL ｻﾗｸﾘｰﾝ敷ﾊﾟｯﾄﾞ ｼﾝｸﾞﾙ ﾈｲﾋﾞｰ","10.00","22","寝具・インテリア","0022","寝具・インテリア","0220","寝具・インテリア","0020","ジャパネット","2","0","3203.00","3203.00","6,406.00","6,406","17,960","8,980","6,406.00","0.00"
"佐世保本店","","","","4971850965459","LWQ-10DJ-7A1JF 電波腕時計 白","0.00","21","ファッション・時計","0021","ファッション・時計","0211","時計・宝飾品","0020","ジャパネット","1","0","5335.00","5335.00","5,335.00","5,335","9,973","9,973","5,335.00","0.00"
"佐世保本店","","","","4971850966500","WVA-M630D-2AJF 電波腕時計","10.00","21","ファッション・時計","0021","ファッション・時計","0211","時計・宝飾品","0020","ジャパネット","1","0","5335.00","5335.00","5,335.00","5,335","9,630","9,630","5,335.00","0.00"
"佐世保本店","","","","4974019164298","KI-NS40 加湿空気清浄機","0.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","1","0","13364.00","13364.00","13,364.00","13,364","34,800","34,800","13,364.00","0.00"
"佐世保本店","","","","4974019192536","ES-GV9F-N 全自動洗濯機","0.00","14","洗濯機","0014","洗濯機","0140","洗濯機","0020","ジャパネット","1","0","52811.00","52811.00","52,811.00","52,811","99,800","99,800","52,811.00","0.00"
"佐世保本店","","","","4974019193878","HX-PK12-W 加湿ｾﾗﾐｯｸﾌｧﾝﾋｰﾀｰ 白","0.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","3","0","18720.00","18720.00","56,160.00","56,160","89,400","29,800","56,160.00","0.00"
"佐世保本店","","","","4974019194011","ES-TX8F-W 洗濯乾燥機","10.00","14","洗濯機","0014","洗濯機","0141","洗濯乾燥機","0020","ジャパネット","1","-1","59426.00","59426.00","59,426.00","59,426","149,800","149,800","59,426.00","0.00"
"佐世保本店","","","","4974019208206","SJ-PD28H-T 冷蔵庫 280L 右開 茶","0.00","12","冷蔵庫","0012","冷蔵庫","0120","冷蔵庫（～399L）","0020","ジャパネット","1","0","62712.00","62712.00","62,712.00","62,712","86,182","86,182","62,712.00","0.00"
"佐世保本店","","","","4974019886435","PF-JTH1-N ｲｵﾝﾌｧﾝ","10.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","1","0","18356.00","18356.00","18,356.00","18,356","29,800","29,800","18,356.00","0.00"
"佐世保本店","","","","4974305216380","CV-GT22 VE電気まほうびん","0.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","1","0","7571.00","7571.00","7,571.00","7,571","12,546","12,546","7,571.00","0.00"
"佐世保本店","","","","4974305218773","NW-VH10 5.5合 IH炊飯ｼﾞｬｰ","0.00","13","調理家電","0013","調理家電","0131","炊飯器","0020","ジャパネット","1","0","10400.00","10400.00","10,400.00","10,400","19,819","19,819","10,400.00","0.00"
"佐世保本店","","","","4974305218933","EA-KJ30 ﾎｯﾄﾌﾟﾚｰﾄ","0.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","1","0","8632.00","8632.00","8,632.00","8,632","16,800","16,800","8,632.00","0.00"
"佐世保本店","","","","4974305219527","NL-BD05-WA 炊飯器 3合 白","0.00","13","調理家電","0013","調理家電","0131","炊飯器","0020","ジャパネット","2","0","6228.00","6228.00","12,456.00","12,456","23,600","11,800","12,456.00","0.00"
"佐世保本店","","","","4974305220561","CK-DA08-AD 電気ｹﾄﾙ 紺","0.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","2","0","2891.00","2891.00","5,782.00","5,782","11,782","5,891","5,782.00","0.00"
"佐世保本店","","","","4974305220875","NW-TB10-BA IH炊飯ｼﾞｬｰ 黒 5.5合","0.00","13","調理家電","0013","調理家電","0131","炊飯器","0020","ジャパネット","1","0","17368.00","17368.00","17,368.00","17,368","29,980","29,980","17,368.00","0.00"
"佐世保本店","","","","4974550439701","FL20SSEDC/18LLN 蛍光","10.00","22","寝具・インテリア","0022","寝具・インテリア","0221","照明・電球","0040","東芝","2","0","572.00","572.00","1,144.00","1,144","1,900","950","1,144.00","0.00"
"佐世保本店","","","","4974550585439","FCL30EDC/28PDZ 30W","10.00","22","寝具・インテリア","0022","寝具・インテリア","0221","照明・電球","0040","東芝","2","0","637.00","637.00","1,274.00","1,274","2,156","1,078","1,274.00","0.00"
"佐世保本店","","","","4974550585460","FCL32EDC/30PDZ 32W","10.00","22","寝具・インテリア","0022","寝具・インテリア","0221","照明・電球","0040","東芝","1","0","897.00","897.00","897.00","897","1,490","1,490","897.00","0.00"
"佐世保本店","","","","4975479417207","HEM-7313 上腕式血圧計","0.00","19","理美容・健康・スポーツ","0019","理美容・健康・スポーツ","0193","体重計・血圧計・補聴器","0020","ジャパネット","2","0","4212.00","4212.00","8,424.00","8,424","18,146","9,073","8,424.00","0.00"
"佐世保本店","","","","4975769451508","GC-DR1 ﾄﾞﾗｲﾌﾞﾚｺｰﾀﾞｰ","10.00","20","カー用品","0020","カー用品","0200","ドライブレコーダー","0020","ジャパネット","1","0","12973.00","12973.00","12,973.00","12,973","19,440","19,440","12,973.00","0.00"
"佐世保本店","","","","4975769461149","GC-DRJ1-B ﾄﾞﾗｲﾌﾞﾚｺｰﾀ","10.00","20","カー用品","0020","カー用品","0200","ドライブレコーダー","0020","ジャパネット","2","0","7634.00","7634.00","15,268.00","15,268","21,540","10,770","15,268.00","0.00"
"佐世保本店","","","","4976008856061","BU16011 ｼﾝｸﾞﾙ ﾎﾞﾅﾉｯﾃ","10.00","22","寝具・インテリア","0022","寝具・インテリア","0220","寝具・インテリア","0020","ジャパネット","2","0","9277.00","9277.00","18,554.00","18,554","45,600","22,800","18,554.00","0.00"
