店舗名,棚番(初回),棚番(最終),棚番(他),商品コード,商品名,税率,部門コード,部門名,大分類コード,大分類名,中分類コード,中分類名,仕入先コード,仕入先名,実棚数量(A),実績差異,本部原価(B),店舗原価(C),本部実棚金額(D=A×B),店舗実棚金額(E=A×C),実棚売価金額,単品売価,原価差額(B-C),実棚差額(D-E)
"佐世保本店","","","","4977187329704","KMC-71 ﾚﾝｽﾞｸﾘｰﾅｰｷｯﾄ","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0034","ハクバ写真産業","5","0","252.00","252.00","1,260.00","1,260","2,050","410","1,260.00","0.00"
"佐世保本店","","","","4977187329759","KMC-77 ﾚﾝｽﾞｸﾘｰﾆﾝｸﾞ50","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0034","ハクバ写真産業","8","0","392.00","392.00","3,136.00","3,136","5,872","734","3,136.00","0.00"
"佐世保本店","","","","4977187329773","KMC-79 ｸﾘｰﾆﾝｸﾞﾍﾟｰﾊﾟｰ","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0034","ハクバ写真産業","3","0","202.00","202.00","606.00","606","1,134","378","606.00","0.00"
"佐世保本店","","","","4977187483901","FWPLT-OR ｳｯﾄﾞﾌﾚｰﾑ ﾊﾟﾚｯﾃ","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0034","ハクバ写真産業","1","0","362.00","362.00","362.00","362","560","560","362.00","0.00"
"佐世保本店","","","","4977187483918","FWPLT-NT ｳｯﾄﾞﾌﾚｰﾑ ﾊﾟﾚｯﾃ","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0034","ハクバ写真産業","1","0","362.00","362.00","362.00","362","560","560","362.00","0.00"
"佐世保本店","","","","4977187483925","FWPLT-BR ｳｯﾄﾞﾌﾚｰﾑ ﾊﾟﾚｯﾃ","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0034","ハクバ写真産業","2","0","362.00","362.00","724.00","724","1,120","560","724.00","0.00"
"佐世保本店","","","","4977187491180","FWTR3-BRL2Y ﾌﾚｰﾑL2面ﾖｺﾖｺ","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0034","ハクバ写真産業","1","0","557.00","557.00","557.00","557","980","980","557.00","0.00"
"佐世保本店","","","","4977187499858","FWMC-AP2L ﾏｶﾛﾝ2Lｱｯﾌﾟ","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0034","ハクバ写真産業","1","0","473.00","473.00","473.00","473","874","874","473.00","0.00"
"佐世保本店","","","","4977187499872","FWMC-LM2L ﾏｶﾛﾝ2L ﾚﾓﾝ","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0034","ハクバ写真産業","1","0","473.00","473.00","473.00","473","874","874","473.00","0.00"
"佐世保本店","","","","4977187526912","APNP-L20-LVD PﾎﾟｹｯﾄAL","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","2","0","140.00","140.00","280.00","280","484","242","280.00","0.00"
"佐世保本店","","","","4977187526967","APNP-L20-FWW PﾎﾟｹｯﾄAL","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","1","0","140.00","140.00","140.00","140","242","242","140.00","0.00"
"佐世保本店","","","","4977187526998","APNP-L40-LVD PﾎﾟｹｯﾄAL","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","1","0","185.00","185.00","185.00","185","330","330","185.00","0.00"
"佐世保本店","","","","4977187527018","APNP-L40-FWP PﾎﾟｹｯﾄAL","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","2","0","185.00","185.00","370.00","370","660","330","370.00","0.00"
"佐世保本店","","","","4977187527100","APNP-PC20-CA2 PﾎﾟｹｯﾄAL","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","12","0","157.00","157.00","1,884.00","1,884","3,300","275","1,884.00","0.00"
"佐世保本店","","","","4977187527124","APNP-PC20-FWW PﾎﾟｹｯﾄAL","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","1","0","157.00","157.00","157.00","157","275","275","157.00","0.00"
"佐世保本店","","","","4977187527209","Pﾎﾟｹｯﾄｱﾙﾊﾞﾑ 2L20-FWW","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","2","0","185.00","185.00","370.00","370","648","324","370.00","0.00"
"佐世保本店","","","","4977187527537","APNP-L40-AZI PﾎﾟｹｯﾄAL","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0034","ハクバ写真産業","1","0","185.00","185.00","185.00","185","300","300","185.00","0.00"
"佐世保本店","","","","4977187527568","APNP-KG20-AZI PﾎﾟｹｯﾄAL","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","9","0","157.00","157.00","1,413.00","1,413","2,250","250","1,413.00","0.00"
"佐世保本店","","","","4977187527612","APNP-2L20-CFB PﾎﾟｹｯﾄAL","0.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","1","0","185.00","185.00","185.00","185","300","300","185.00","0.00"
"佐世保本店","","","","4977187527827","APNP-L40-FPT PﾎﾟｹｯﾄAL","0.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0034","ハクバ写真産業","1","0","185.00","185.00","185.00","185","300","300","185.00","0.00"
"佐世保本店","","","","4977187535563","ﾋﾞｭｰﾄﾌﾟﾗｽ L-80 NV","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","1","0","325.00","325.00","325.00","325","594","594","325.00","0.00"
"佐世保本店","","","","4977187535594","ﾋﾞｭｰﾄﾌﾟﾗｽ L-80 BK","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","2","0","325.00","325.00","650.00","650","1,188","594","650.00","0.00"
"佐世保本店","","","","4977187535761","ﾋﾞｭｰﾄﾌﾟﾗｽ 2L-80 NV","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","1","0","430.00","430.00","430.00","430","734","734","430.00","0.00"
"佐世保本店","","","","4977187658163","MFM-A4BK ﾌﾘｰﾏｯﾄA4 BK","10.00","03","写真用品","0003","写真用品","0032","アルバム","0034","ハクバ写真産業","2","0","392.00","392.00","784.00","784","1,468","734","784.00","0.00"
"佐世保本店","","","","4977187715002","W-312 4段三脚","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0034","ハクバ写真産業","1","0","868.00","868.00","868.00","868","2,178","2,178","868.00","0.00"
"佐世保本店","","","","4977466404979","YM-3 A4 木地 木製額縁","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0032","パイオニア","2","0","714.00","714.00","1,428.00","1,428","2,400","1,200","1,428.00","0.00"
"佐世保本店","","","","4977466405068","YM-3 6切 BR 木製額縁","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0032","パイオニア","2","0","525.00","525.00","1,050.00","1,050","1,760","880","1,050.00","0.00"
"佐世保本店","","","","4977466505911","ﾒﾀﾙﾌｫﾄｽﾀﾝﾄﾞ1202L SB","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0032","パイオニア","1","0","560.00","560.00","560.00","560","864","864","560.00","0.00"
"佐世保本店","","","","4977466505935","ﾒﾀﾙﾌｫﾄｽﾀﾝﾄﾞ1204L BK","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0032","パイオニア","1","0","560.00","560.00","560.00","560","864","864","560.00","0.00"
"佐世保本店","","","","4977466505959","ﾒﾀﾙﾌｫﾄｽﾀﾝﾄﾞ1402K SB","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0032","パイオニア","2","0","840.00","840.00","1,680.00","1,680","2,592","1,296","1,680.00","0.00"
"佐世保本店","","","","4977466505966","ﾒﾀﾙﾌｫﾄｽﾀﾝﾄﾞ1403K PG","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0032","パイオニア","2","0","840.00","840.00","1,680.00","1,680","2,592","1,296","1,680.00","0.00"
"佐世保本店","","","","4977466506000","ﾒﾀﾙﾌｫﾄｽﾀﾝﾄﾞ1503TL PG","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0032","パイオニア","1","0","1190.00","1190.00","1,190.00","1,190","1,836","1,836","1,190.00","0.00"
"佐世保本店","","","","4977466702006","FICｼｬｯﾌﾙ木製ﾌﾚｰﾑA4 W","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0030","富士フィルムイメージング","2","0","504.00","504.00","1,008.00","1,008","1,728","864","1,008.00","0.00"
"佐世保本店","","","","4977466702013","FICｼｬｯﾌﾙ木製ﾌﾚｰﾑA4 R","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0030","富士フィルムイメージング","2","0","504.00","504.00","1,008.00","1,008","1,728","864","1,008.00","0.00"
"佐世保本店","","","","4977466702020","FICｼｬｯﾌﾙ木製ﾌﾚｰﾑA4 ｱ","10.00","03","写真用品","0003","写真用品","0033","額縁・フレーム","0030","富士フィルムイメージング","1","0","504.00","504.00","504.00","504","864","864","504.00","0.00"
"佐世保本店","","","","4979260129164","JTP2101Hﾑﾗｻｷ ｶﾞｰｾﾞﾎﾟｺﾎﾟｺ敷ﾊﾟｯﾄﾞS","10.00","22","寝具・インテリア","0022","寝具・インテリア","0220","寝具・インテリア","0020","ジャパネット","1","0","1976.00","1976.00","1,976.00","1,976","5,980","5,980","1,976.00","0.00"
"佐世保本店","","","","4979260133963","JEF601MH ｴｸｾﾙ羽毛布団 SD 桃","10.00","22","寝具・インテリア","0022","寝具・インテリア","0220","寝具・インテリア","0020","ジャパネット","1","0","12308.00","12308.00","12,308.00","12,308","22,800","22,800","12,308.00","0.00"
"佐世保本店","","","","4979260145720","JTDF40S 洗えるﾀﾞｳﾝｹｯﾄ S2枚組","0.00","22","寝具・インテリア","0022","寝具・インテリア","0220","寝具・インテリア","0020","ジャパネット","5","-1","4524.00","4524.00","22,620.00","22,620","45,365","9,073","22,620.00","0.00"
"佐世保本店","","","","4979260947379","JTK906S 掛布団ｶﾊﾞｰ","10.00","22","寝具・インテリア","0022","寝具・インテリア","0220","寝具・インテリア","0020","ジャパネット","2","0","1144.00","1144.00","2,288.00","2,288","3,600","1,800","2,288.00","0.00"
"佐世保本店","","","","4983771078521","RDS-3 ｸﾘｰﾅｰｽﾀﾝﾄﾞSV10用","0.00","16","クリーナー","0016","クリーナー","0160","スティック・ハンディクリーナー","0020","ジャパネット","2","0","2964.00","2964.00","5,928.00","5,928","18,146","9,073","5,928.00","0.00"
"佐世保本店","","","","4983771098741","RDS-2H(BK) ｸﾘｰﾅｰｽﾀﾝﾄﾞ","10.00","16","クリーナー","0016","クリーナー","0160","スティック・ハンディクリーナー","0020","ジャパネット","1","0","2964.00","2964.00","2,964.00","2,964","7,980","7,980","2,964.00","0.00"
"佐世保本店","","","","4983771487996","MZ-JH301(W) 超音波式加湿器","10.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","1","0","4815.00","4815.00","4,815.00","4,815","9,980","9,980","4,815.00","0.00"
"佐世保本店","","","","4983771542183","JYTM-RTV200(B) 手回充電TV+ﾗｼﾞｵ","10.00","08","オーディオ","0008","オーディオ","0084","テレコ・ラジオ・CDラジカセ","0020","ジャパネット","1","0","6094.00","6094.00","6,094.00","6,094","10,800","10,800","6,094.00","0.00"
"佐世保本店","","","","4983771843143","RDS-1(BK) ﾀﾞｲｿﾝｽﾀﾝﾄﾞ","10.00","16","クリーナー","0016","クリーナー","0160","スティック・ハンディクリーナー","0020","ジャパネット","1","0","3006.00","3006.00","3,006.00","3,006","9,980","9,980","3,006.00","0.00"
"佐世保本店","","","","4983771943959","YTR-D1000 ｸﾛ お手元ｽﾋﾟｰｶｰ","0.00","08","オーディオ","0008","オーディオ","0087","アクティブスピーカー","0020","ジャパネット","1","0","6703.00","6703.00","6,703.00","6,703","13,979","13,979","6,703.00","0.00"
"佐世保本店","","","","4984279232330","HDSDH4GCL10UI SD4GB","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0032","パイオニア","9","0","750.00","750.00","6,750.00","6,750","14,220","1,580","6,750.00","0.00"
"佐世保本店","","","","4984279232347","HDSDH8GCL10UIJP3 SDｶｰﾄﾞ 8GB","0.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0032","パイオニア","9","0","780.00","780.00","7,020.00","7,020","17,820","1,980","7,020.00","0.00"
"佐世保本店","","","","4984279232415","HDMCSDH4GCL10 ﾏｲｸﾛ4G","10.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0032","パイオニア","5","0","750.00","750.00","3,750.00","3,750","7,900","1,580","3,750.00","0.00"
"佐世保本店","","","","4984279232422","HDMCSDH8GCL10UIJP3 ﾏｲｸﾛSD 8G","0.00","04","記録メディア","0004","記録メディア","0040","記録メディア","0032","パイオニア","5","0","780.00","780.00","3,900.00","3,900","9,900","1,980","3,900.00","0.00"
"佐世保本店","","","","4984824335738","CR-2W ﾘﾁｳﾑ電池","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","2","0","276.00","276.00","552.00","552","1,398","699","552.00","0.00"
"佐世保本店","","","","4984824719682","LR20XJ/2B ｱﾙｶﾘ単1","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","13","0","251.00","251.00","3,263.00","3,263","6,019","463","3,263.00","0.00"
"佐世保本店","","","","4984824719743","LR14XJ/2B ｱﾙｶﾘ単2","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","12","0","181.00","181.00","2,172.00","2,172","4,080","340","2,172.00","0.00"
"佐世保本店","","","","4984824719866","LR6XJ/2B ｱﾙｶﾘ単3","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","24","0","183.00","183.00","4,392.00","4,392","7,176","299","4,392.00","0.00"
"佐世保本店","","","","4984824719873","LR6XJ/4B ｱﾙｶﾘ単3","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","8","0","303.00","303.00","2,424.00","2,424","3,952","494","2,424.00","0.00"
"佐世保本店","","","","4984824719972","LR03XJ/2B ｱﾙｶﾘ単4","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","27","-1","183.00","183.00","4,941.00","4,941","8,073","299","4,941.00","0.00"
"佐世保本店","","","","4984824719989","LR03XJ/4B ｱﾙｶﾘ単4","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","23","0","303.00","303.00","6,969.00","6,969","11,362","494","6,969.00","0.00"
"佐世保本店","","","","4984824720022","LR1XJ/2B ｱﾙｶﾘ単5","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","2","0","148.00","148.00","296.00","296","660","330","296.00","0.00"
"佐世保本店","","","","4984824720046","6LR61XJ/1B ｱﾙｶﾘ9V","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","4","0","243.00","243.00","972.00","972","1,884","471","972.00","0.00"
"佐世保本店","","","","4984824811409","LR6EJ/2B ｴﾎﾞﾙﾀ単3","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","24","0","215.00","215.00","5,160.00","5,160","8,880","370","5,160.00","0.00"
"佐世保本店","","","","4984824811423","LR6EJ/4B ｴﾎﾞﾙﾀ単3","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","21","0","364.00","364.00","7,644.00","7,644","12,726","606","7,644.00","0.00"
"佐世保本店","","","","4984824811485","LR03EJ/2B ｴﾎﾞﾙﾀ単4","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","28","0","215.00","215.00","6,020.00","6,020","10,360","370","6,020.00","0.00"
"佐世保本店","","","","4984824811508","LR03EJ/4B ｴﾎﾞﾙﾀ単4","10.00","36","その他商品","0036","その他商品","0360","電池","0031","ナニワ商会","15","0","364.00","364.00","5,460.00","5,460","9,090","606","5,460.00","0.00"
"佐世保本店","","","","4988617017443","KL100PSKR 写真紙","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","1","0","743.00","743.00","743.00","743","1,008","1,008","743.00","0.00"
"佐世保本店","","","","4988617017481","KKG100PSKR 写真紙","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","1","0","890.00","890.00","890.00","890","1,213","1,213","890.00","0.00"
"佐世保本店","","","","4988617193932","ICBK80 ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","1","0","572.00","572.00","572.00","572","734","734","572.00","0.00"
"佐世保本店","","","","4988617193949","ICC80 ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","3","0","572.00","572.00","1,716.00","1,716","2,202","734","1,716.00","0.00"
"佐世保本店","","","","4988617193956","ICM80 ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","3","0","572.00","572.00","1,716.00","1,716","2,202","734","1,716.00","0.00"
"佐世保本店","","","","4988617193963","ICY80 ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","1","0","572.00","572.00","572.00","572","734","734","572.00","0.00"
"佐世保本店","","","","4988617193970","ICLC80 ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","1","0","572.00","572.00","572.00","572","734","734","572.00","0.00"
"佐世保本店","","","","4988617193987","ICLM80 ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","2","0","572.00","572.00","1,144.00","1,144","1,468","734","1,144.00","0.00"
"佐世保本店","","","","4988617266797","ITH-BK ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","4","0","785.00","785.00","3,140.00","3,140","4,016","1,004","3,140.00","0.00"
"佐世保本店","","","","4988617266803","ITH-C ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","2","0","785.00","785.00","1,570.00","1,570","2,008","1,004","1,570.00","0.00"
"佐世保本店","","","","4988617266810","ITH-M ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","4","0","785.00","785.00","3,140.00","3,140","4,016","1,004","3,140.00","0.00"
"佐世保本店","","","","4988617266827","ITH-Y ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","2","0","785.00","785.00","1,570.00","1,570","2,008","1,004","1,570.00","0.00"
"佐世保本店","","","","4988617266834","ITH-LC ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","2","0","785.00","785.00","1,570.00","1,570","2,008","1,004","1,570.00","0.00"
"佐世保本店","","","","4988617266841","ITH-LM ｴﾌﾟｿﾝｲﾝｸ","10.00","09","パソコン","0009","パソコン","0094","用紙・インク","0032","パイオニア","4","0","785.00","785.00","3,140.00","3,140","4,016","1,004","3,140.00","0.00"
"佐世保本店","","","","4989082768847","A-76884 おろしｽﾗｲｻｰｾｯﾄ","10.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","2","0","2964.00","2964.00","5,928.00","5,928","13,960","6,980","5,928.00","0.00"
"佐世保本店","","","","4989082776156","A-77615 ﾀﾞｲﾔﾓﾝﾄﾞﾊﾟﾝ ｸﾞﾗﾝﾄﾞｾｯﾄ","0.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","1","0","6448.00","6448.00","6,448.00","6,448","14,364","14,364","6,448.00","0.00"
"佐世保本店","","","","4989082776316","A-77631 ﾐﾆﾏﾙﾁﾊﾟﾝ･ｶﾞﾗｽ蓋","0.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","2","0","2600.00","2600.00","5,200.00","5,200","18,200","9,100","5,200.00","0.00"
"佐世保本店","","","","4989082776378","A-77637 ﾏﾙﾁﾊﾟﾝｽｸｴｱ3点","0.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","7","-1","2704.00","2704.00","18,928.00","18,928","84,007","12,001","18,928.00","0.00"
"佐世保本店","","","","4989082777467","A-77746 無水調理ﾊﾟﾝ 22cm 黒","0.00","13","調理家電","0013","調理家電","0132","その他調理家電","0020","ジャパネット","1","0","3536.00","3536.00","3,536.00","3,536","12,455","12,455","3,536.00","0.00"
"佐世保本店","","","","4995296002189","BZBD105 除湿剤 42個ｾｯﾄ","0.00","36","その他商品","0036","その他商品","0369","その他商品","0020","ジャパネット","4","0","2420.00","2420.00","9,680.00","9,680","29,020","7,255","9,680.00","0.00"
"佐世保本店","","","","4996856008955","JTA-5000W ﾐｼﾝ 白","0.00","15","家事用品・家電","0015","家事用品・家電","0151","ミシン","0020","ジャパネット","1","0","17313.00","17313.00","17,313.00","17,313","27,091","27,091","17,313.00","0.00"
"佐世保本店","","","","5025155029565","TP00WS ﾋﾟｭｱｸｰﾙ ﾎﾜｲﾄ","10.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","1","0","21320.00","21320.00","21,320.00","21,320","29,800","29,800","21,320.00","0.00"
"佐世保本店","","","","5025155029572","TP00IB ﾋﾟｭｱｸｰﾙ ﾌﾞﾙｰ","10.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","1","0","21320.00","21320.00","21,320.00","21,320","29,800","29,800","21,320.00","0.00"
"佐世保本店","","","","5025155030455","CY24FF 掃除機","10.00","16","クリーナー","0016","クリーナー","0161","キャニスター型クリーナー","0020","ジャパネット","2","0","22615.00","22615.00","45,230.00","45,230","79,600","39,800","45,230.00","0.00"
"佐世保本店","","","","5025155046586","AM07 DC WS ﾀﾞｲｿﾝｸｰﾙ","0.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","2","1","16016.00","16016.00","32,032.00","32,032","53,600","26,800","32,032.00","0.00"
"佐世保本店","","","","5025155071724","SV21HEPABU ｺｰﾄﾞﾚｽｸﾘｰﾅｰ ﾌﾞﾙｰ","0.00","16","クリーナー","0016","クリーナー","0160","スティック・ハンディクリーナー","0020","ジャパネット","2","0","24058.00","24058.00","48,116.00","48,116","119,600","59,800","48,116.00","0.00"
"佐世保本店","","","","7332543786831","FA31-202BL 空気清浄機 青","0.00","18","空清・暖房器具・サーキュレーター","0018","空清・暖房器具・サーキュレーター","0180","空清・暖房器具・扇風機","0020","ジャパネット","1","0","11232.00","11232.00","11,232.00","11,232","27,091","27,091","11,232.00","0.00"
"佐世保本店","","","","8024221621181","MTPIXI-B ﾐﾆ三脚ﾌﾞﾗｯｸ","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0032","パイオニア","1","0","2210.00","2210.00","2,210.00","2,210","3,218","3,218","2,210.00","0.00"
"佐世保本店","","","","8024221625875","MTPIXI-RD ﾐﾆ三脚ﾚｯﾄﾞ","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0032","パイオニア","1","0","2210.00","2210.00","2,210.00","2,210","3,218","3,218","2,210.00","0.00"
"佐世保本店","","","","8024221679168","NGPH001 3ｳｪｲ三脚","10.00","05","カメラ","0005","カメラ","0055","カメラアクセサリー","0032","パイオニア","1","0","2800.00","2800.00","2,800.00","2,800","4,980","4,980","2,800.00","0.00"
"佐世保本店","","","","8809248469028","SP-RT2001 標準ﾌｨﾙﾀｰ","10.00","16","クリーナー","0016","クリーナー","0162","ふとん・ロボット掃除機","0020","ジャパネット","2","0","2130.00","2130.00","4,260.00","4,260","6,420","3,210","4,260.00","0.00"