店舗名,棚番(初回),棚番(最終),棚番(他),商品コード,商品名,税率,部門コード,部門名,大分類コード,大分類名,中分類コード,中分類名,仕入先コード,仕入先名,実棚数量(A),実績差異,本部原価(B),店舗原価(C),本部実棚金額(D=A×B),店舗実棚金額(E=A×C),実棚売価金額,単品売価,原価差額(B-C),実棚差額(D-E)
"三田店(本店)","001","","","4523062001014","ｻﾝﾎﾜｲﾄ","10.00","61","スズケン","","","","","0061","スズケン","2","0","889.00","889.00","1,778.00","1,778","2,316","1,158","1,778.00","0.00"
"三田店(本店)","","","","4901001265312","アクアソリタ　リンゴフウミ","8.00","61","スズケン","","","","","0900","ﾎﾝﾌﾞ","5","0","134.00","134.00","670.00","670","900","180","670.00","0.00"
"三田店(本店)","","","","","","","","","","","","","","","3","0","134.00","134.00","402.00","402","540","180","402.00","0.00"
"三田店(本店)","001","","","4987415973623","ドゥーエクレンジングジェル","10.00","66","東邦","","","","","0900","ﾎﾝﾌﾞ","4","0","1260.00","1260.00","5,040.00","5,040","7,200","1,800","5,040.00","0.00"
"三田店(本店)","001","","","4987415973647","ドゥーエケショウスイ","10.00","66","東邦","","","","","0900","ﾎﾝﾌﾞ","2","0","1400.00","1400.00","2,800.00","2,800","4,000","2,000","2,800.00","0.00"
"三田店(本店)","001","","","4987415973654","ドゥーエニュウエキ","10.00","66","東邦","","","","","0900","ﾎﾝﾌﾞ","3","0","1540.00","1540.00","4,620.00","4,620","6,600","2,200","4,620.00","0.00"
"三田店(本店)","001","","","4987415973661","ドゥーエクリーム","10.00","66","東邦","","","","","0900","ﾎﾝﾌﾞ","2","0","1750.00","1750.00","3,500.00","3,500","5,000","2,500","3,500.00","0.00"
"三田店(本店)","001","","","4987415973692","ドゥーエトライアルキット","10.00","66","東邦","","","","","0900","ﾎﾝﾌﾞ","1","0","680.00","680.00","680.00","680","980","980","680.00","0.00"
"三田店(本店)","001","","","4987415973708","ドゥーエヒヤケドメ","10.00","66","東邦","","","","","0900","ﾎﾝﾌﾞ","4","0","1540.00","1540.00","6,160.00","6,160","8,800","2,200","6,160.00","0.00"