仕入日,店舗,仕入先コード,仕入先,部門コード,部門,商品コード,商品,税率,仕入数量,仕入単価,仕入金額,売単価,売価金額,粗利金額,粗利率
"2022/06/01","566　五位田店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4987286310961","健栄ホウ酸Ｐ　３ｇ×１８包","10.00","1.00","140.00","140","292","292","152","52.05"
"2022/06/01","566　五位田店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4987286314846","クレゾール石鹸液ポリ　５００ｍｌ","10.00","1.00","500.00","500","902","902","402","44.57"
"2022/06/01","566　五位田店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4987286315492","酸化マグネシウムＥ便秘薬　９０錠","10.00","2.00","720.00","1440","1056","2112","672","31.82"
"2022/06/01","566　五位田店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4987360035049","ケロリン　６４包","10.00","2.00","1313.00","2626","1848","3696","1070","28.95"
"2022/06/01","566　五位田店","0963","ミラドラ薬局","03","ＯＴＣ医薬品類","4976084021087","コンチーム錠　６００錠","10.00","-2.00","1400.00","-2800","3080","-6160","-3360","54.55"
"2022/06/01","566　五位田店","0963","ミラドラ薬局","03","ＯＴＣ医薬品類","4987305321534","全薬カタセ錠　４５０錠","10.00","-2.00","2150.00","-4300","3850","-7700","-3400","44.16"
"2022/06/01","566　五位田店","0963","ミラドラ薬局","03","ＯＴＣ医薬品類","4987305321602","新リコリス　３本","10.00","-8.00","357.00","-2856","625","-5000","-2144","42.88"
"2022/06/01","566　五位田店","0963","ミラドラ薬局","90","湧永製品","4968250293312","レオピンロイヤルキャプレット　２００錠","10.00","-2.00","8718.00","-17436","18370","-36740","-19304","52.54"
"2022/06/01","630　しみず倉庫","0919","いい薬局","03","ＯＴＣ医薬品類","4515351100485","キョクトウ熊胆円　48個入","10.00","-2.00","1250.00","-2500","4950","-9900","-7400","74.75"
"2022/06/01","630　しみず倉庫","0919","いい薬局","03","ＯＴＣ医薬品類","4515351100843","キョクトウ　熊胆円　84個入","10.00","-2.00","2050.00","-4100","8250","-16500","-12400","75.15"
"2022/06/01","630　しみず倉庫","0934","プラファ店","04","化粧品","4970511244032","資生堂　モアリップＡ　８ｇ","10.00","3.00","435.00","1305","1078","3234","1929","59.65"
"2022/06/01","630　しみず倉庫","0992","水野倉庫","90","湧永製品","4968250204110","レックＳ軟膏　１２ｇ","10.00","1.00","317.00","317","1078","1078","761","70.59"
"2022/06/01","630　しみず倉庫","0992","水野倉庫","90","湧永製品","4968250230119","レックＨ軟膏　１５ｇ","10.00","1.00","355.00","355","1210","1210","855","70.66"
"2022/06/01","630　しみず倉庫","0992","水野倉庫","90","湧永製品","4968250280329","レオピンファイブキャプレットＳ　２００錠","10.00","2.00","10426.00","10426","28600","28600","18174","63.55"
"2022/06/01","630　しみず倉庫","0992","水野倉庫","90","湧永製品","4968250281326","キヨーレオピンキャプレットＳ２００錠","10.00","6.00","4652.00","13956","12760","38280","24324","63.54"
"2022/06/01","630　しみず倉庫","0992","水野倉庫","90","湧永製品","4968250833112","オプタ－ナ目薬１５ｍｌ","10.00","3.00","171.00","513","640","1920","1407","73.28"
"2022/06/01","630　しみず倉庫","0992","水野倉庫","90","湧永製品","4968250843111","フジパイゾ  -  ルＳ錠　９０錠","10.00","2.00","911.00","1822","3097","6194","4372","70.58"
"2022/06/01","630　しみず倉庫","0992","水野倉庫","90","湧永製品","4968250873118","フジビトール鼻炎薬Ｓ　１８ｃｐ","10.00","2.00","375.00","750","1408","2816","2066","73.37"
"2022/06/01","630　しみず倉庫","0992","水野倉庫","90","湧永製品","4968250904119","フジビトールＳ錠　 150 錠","10.00","1.00","1274.00","1274","3960","3960","2686","67.83"
"2022/06/01","641　平塚(J)倉庫","0771","ジョイックス","90","湧永製品","4968250275110","キヨーレオピン　６０ｍｌ","10.00","-36.00","1566.00","-56376","3300","-118800","-62424","52.55"
"2022/06/01","641　平塚(J)倉庫","0771","ジョイックス","90","湧永製品","4968250275219","キヨーレオピン　１２０ｍｌ","10.00","-36.00","2871.00","-103356","6050","-217800","-114444","52.55"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250177216","トコベール３００Ｅ　２６０ｃｐ","10.00","-1.00","2929.00","-2929","13669","-13669","-10740","78.57"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250187215","ボンエナＣａ錠　５４０錠","10.00","-2.00","1945.00","-3890","6600","-13200","-9310","70.53"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250245113","キヨ－チルベｓクリ   －ム　８ｇ","10.00","-4.00","291.00","-1164","990","-3960","-2796","70.61"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250275110","キヨーレオピン　６０ｍｌ","10.00","-3.00","1566.00","-4698","3300","-9900","-5202","52.55"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250275219","キヨーレオピン　１２０ｍｌ","10.00","-5.00","2871.00","-14355","6050","-30250","-15895","52.55"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250275318","キヨーレオピン　２４０ｍｌ","10.00","-4.00","5063.00","-20252","10670","-42680","-22428","52.55"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250276117","レオピンファイブ　６０ｍｌ","10.00","-2.00","2890.00","-5780","6600","-13200","-7420","56.21"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250280329","レオピンファイブキャプレットＳ　２００錠","10.00","-3.00","5917.00","-17751","14300","-42900","-25149","58.62"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250281227","キョーレオピンキャプレットＳ  100  錠","10.00","-3.00","1502.00","-4506","3630","-10890","-6384","58.62"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250281326","キヨーレオピンキャプレットＳ２００錠","10.00","-2.00","2640.00","-5280","6380","-12760","-7480","58.62"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250294111","プレビジョン　ラクッションプラス　２７０粒","8.00","-3.00","1830.00","-5490","6264","-18792","-13302","70.79"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250832115","オプターナピュア１５ｍｌ","10.00","-6.00","228.00","-1368","854","-5124","-3756","73.3"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250847119","新ノイガンハップク  -  ル１５枚","10.00","-6.00","381.00","-2286","1188","-7128","-4842","67.93"
"2022/06/01","642　水野(D)倉庫","0727","幸手店","90","湧永製品","4968250867117","プレビジョン　カルマジン　８００粒","8.00","-3.00","1254.00","-3762","4104","-12312","-8550","69.44"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250132116","（ワクナガ）タミナスＡ錠　３６０錠","10.00","-12.00","565.00","-6780","1760","-21120","-14340","67.9"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250161529","エナックロイヤル　 50 ｍｌ× 4","10.00","-24.00","902.00","-21648","3630","-87120","-65472","75.15"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250199218","エナックＷ　２７０錠","10.00","-12.00","1887.00","-22644","5874","-70488","-47844","67.88"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250199317","エナックＷ　５４０錠","10.00","-60.00","3433.00","-205980","10678","-640680","-434700","67.85"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250219220","ボンエナＣａ微粒１２０包","10.00","-36.00","1945.00","-70020","6600","-237600","-167580","70.53"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250224118","フジビトール　２００ｃｐ","10.00","-36.00","3008.00","-108288","8800","-316800","-208512","65.82"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250266217","キヨーレオピンＮＥＯ　１２０ｍｌ","10.00","-1.00","2650.00","-2650","6050","-6050","-3400","56.2"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250270214","フジコールＷ　１８包","10.00","-12.00","571.00","-6852","2135","-25620","-18768","73.26"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250272119","エピロンエ－　１８ｇ","10.00","-2.00","306.00","-612","1045","-2090","-1478","70.72"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250276216","レオピンファイブ　１２０ｍｌ","10.00","-24.00","5742.00","-137808","12100","-290400","-152592","52.55"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250280220","レオピンファイブキャプレットＳ　１００錠","10.00","-24.00","3459.00","-83016","8360","-200640","-117624","58.62"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250281128","キョーレオピンキャプレットＳ  50  錠","10.00","-36.00","827.00","-29772","1980","-71280","-41508","58.23"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250281326","キヨーレオピンキャプレットＳ２００錠","10.00","-288.00","2640.00","-760320","6380","-1837440","-1077120","58.62"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250366115","プライムピュア　１２０粒","8.00","-12.00","1555.00","-18660","5184","-62208","-43548","70"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250832115","オプターナピュア１５ｍｌ","10.00","-24.00","228.00","-5472","854","-20496","-15024","73.3"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250840219","人参牛黄カプセル　２４ｃｐ","10.00","-24.00","5406.00","-129744","9900","-237600","-107856","45.39"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250840417","人参牛黄カプセル　８０カプセル","10.00","-36.00","22390.00","-806040","46200","-1663200","-857160","51.54"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250842114","フジビトールＢ錠","10.00","-12.00","755.00","-9060","2442","-29304","-20244","69.08"
"2022/06/01","642　水野(D)倉庫","0771","ジョイックス","90","湧永製品","4968250904119","フジビトールＳ　150錠","10.00","-12.00","1274.00","-15288","3960","-47520","-32232","67.83"
"2022/06/01","642　水野(D)倉庫","0963","ミラドラ薬局","90","湧永製品","4968250177216","トコベール３００Ｅ　２６０ｃｐ","10.00","-2.00","2929.00","-5858","13669","-27338","-21480","78.57"
"2022/06/01","642　水野(D)倉庫","0963","ミラドラ薬局","90","湧永製品","4968250219220","ボンエナＣａ微粒１２０包","10.00","-2.00","1945.00","-3890","6600","-13200","-9310","70.53"
"2022/06/01","642　水野(D)倉庫","0963","ミラドラ薬局","90","湧永製品","4968250260130","レオピンロイヤル　２４０ｍｌ","10.00","-2.00","14166.00","-28332","30800","-61600","-33268","54.01"
"2022/06/01","642　水野(D)倉庫","0963","ミラドラ薬局","90","湧永製品","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","10.00","-1.00","2891.00","-2891","6600","-6600","-3709","56.2"
"2022/06/01","642　水野(D)倉庫","0963","ミラドラ薬局","90","湧永製品","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","10.00","-2.00","9348.00","-18696","21340","-42680","-23984","56.19"
"2022/06/01","642　水野(D)倉庫","0963","ミラドラ薬局","90","湧永製品","4968250275110","キヨーレオピン　６０ｍｌ","10.00","-1.00","1445.00","-1445","3300","-3300","-1855","56.21"
"2022/06/01","642　水野(D)倉庫","0963","ミラドラ薬局","90","湧永製品","4968250281326","キヨーレオピンキャプレットＳ２００錠","10.00","-3.00","2640.00","-7920","6380","-19140","-11220","58.62"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250161529","エナックロイヤル　 50 ｍｌ× 4","10.00","-6.00","902.00","-5412","3630","-21780","-16368","75.15"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250174222","ワクナガ胃腸薬Ｕ　３６包","10.00","-5.00","669.00","-3345","2564","-12820","-9475","73.91"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250204110","レックＳ軟膏　１２ｇ","10.00","-5.00","317.00","-1585","1078","-5390","-3805","70.59"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250276315","レオピンファイブ　２４０ｍｌ","10.00","-6.00","9348.00","-56088","21340","-128040","-71952","56.19"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250281227","キョーレオピンキャプレットＳ  100  錠","10.00","-4.00","1502.00","-6008","3630","-14520","-8512","58.62"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250281326","キヨーレオピンキャプレットＳ２００錠","10.00","-6.00","2640.00","-15840","6380","-38280","-22440","58.62"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250294111","プレビジョン　ラクッションプラス　２７０粒","8.00","-12.00","1830.00","-21960","6264","-75168","-53208","70.79"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250833112","オプタ－ナ目薬１５ｍｌ","10.00","-5.00","171.00","-855","640","-3200","-2345","73.28"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250847119","新ノイガンハップク  -  ル１５枚","10.00","-5.00","381.00","-1905","1188","-5940","-4035","67.93"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250853127","プレビジョン　乳酸菌＆カテキン　１８０錠","8.00","-3.00","906.00","-2718","3024","-9072","-6354","70.04"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250870117","プレビジョン　バイタルウレア　１２０粒","8.00","-3.00","1814.00","-5442","6048","-18144","-12702","70.01"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250878113","オプターナ黄粋目薬　１５ｍｌ","10.00","-5.00","353.00","-1765","1320","-6600","-4835","73.26"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250883117","苓桂朮甘湯エキス細粒「分包」三和生薬","10.00","-2.00","1131.00","-2262","3520","-7040","-4778","67.87"
"2022/06/01","642　水野(D)倉庫","0966","五井田店","90","湧永製品","4968250893116","湧永　麦門冬湯エキス細粒　２１包","10.00","-3.00","670.00","-2010","2090","-6270","-4260","67.94"
"2022/06/01","642　水野(D)倉庫","0990","しみず倉庫","90","湧永製品","4968250204110","レックＳ軟膏　１２ｇ","10.00","-1.00","317.00","-317","1078","-1078","-761","70.59"
"2022/06/01","642　水野(D)倉庫","0990","しみず倉庫","90","湧永製品","4968250230119","レックＨ軟膏　１５ｇ","10.00","-1.00","355.00","-355","1210","-1210","-855","70.66"
"2022/06/01","642　水野(D)倉庫","0990","しみず倉庫","90","湧永製品","4968250280329","レオピンファイブキャプレットＳ　２００錠","10.00","-2.00","10426.00","-10426","28600","-28600","-18174","63.55"
"2022/06/01","642　水野(D)倉庫","0990","しみず倉庫","90","湧永製品","4968250281326","キヨーレオピンキャプレットＳ２００錠","10.00","-6.00","4652.00","-13956","12760","-38280","-24324","63.54"
"2022/06/01","642　水野(D)倉庫","0990","しみず倉庫","90","湧永製品","4968250833112","オプタ－ナ目薬１５ｍｌ","10.00","-3.00","171.00","-513","640","-1920","-1407","73.28"
"2022/06/01","642　水野(D)倉庫","0990","しみず倉庫","90","湧永製品","4968250843111","フジパイゾ  -  ルＳ錠　９０錠","10.00","-2.00","911.00","-1822","3097","-6194","-4372","70.58"
"2022/06/01","642　水野(D)倉庫","0990","しみず倉庫","90","湧永製品","4968250873118","フジビトール鼻炎薬Ｓ　１８ｃｐ","10.00","-2.00","375.00","-750","1408","-2816","-2066","73.37"
"2022/06/01","642　水野(D)倉庫","0990","しみず倉庫","90","湧永製品","4968250904119","フジビトールＳ　150錠","10.00","-1.00","1274.00","-1274","3960","-3960","-2686","67.83"
"2022/06/02","406 コスメイシイ","0204","カネボウ化粧品販売","92","カネボウ化粧品","4973167028094","KTEｼｮｯｸｱｲｽﾞBR1","10.00","1.00","840.00","840","924","924","84","9.09"
"2022/06/02","406 コスメイシイ","0204","カネボウ化粧品販売","92","カネボウ化粧品","4973167028100","KTEｼｮｯｸｱｲｽﾞBR2","10.00","1.00","840.00","840","924","924","84","9.09"
"2022/06/02","406 コスメイシイ","0204","カネボウ化粧品販売","92","カネボウ化粧品","4973167028223","KTEｼｮｯｸｱｲｽﾞOR2","10.00","1.00","840.00","840","924","924","84","9.09"
"2022/06/02","406 コスメイシイ","0204","カネボウ化粧品販売","92","カネボウ化粧品","4973167031490","CDｽｷﾝｲﾘｭｰｼﾞｮﾝﾌﾟﾗｲﾏｰUV PK","10.00","1.00","1820.00","1820","3080","3080","1260","40.91"
"2022/06/02","406 コスメイシイ","0204","カネボウ化粧品販売","92","カネボウ化粧品","4973167208366","ケイト　デザイニングアイブロウ３Ｄ　ＥＸ－４","10.00","2.00","770.00","1540","847","1694","154","9.09"
"2022/06/02","406 コスメイシイ","0204","カネボウ化粧品販売","92","カネボウ化粧品","4973167344156","KTRｼﾞｪﾙPBR2","10.00","1.00","770.00","770","847","847","77","9.09"
"2022/06/02","406 コスメイシイ","0204","カネボウ化粧品販売","92","カネボウ化粧品","4973167827574","KT SSLﾍﾟﾝｼﾙBR2","10.00","2.00","770.00","1540","847","1694","154","9.09"
"2022/06/02","406 コスメイシイ","0204","カネボウ化粧品販売","92","カネボウ化粧品","4973167829424","KT 3DｱｲﾌﾞﾛｳCN BR2","10.00","1.00","595.00","595","654","654","59","9.02"
"2022/06/02","406 コスメイシイ","0204","カネボウ化粧品販売","92","カネボウ化粧品","4973167941867","KTLDEﾌﾞﾛｳS BR3","10.00","1.00","770.00","770","847","847","77","9.09"
"2022/06/02","540　さなだ店","0411","大正製薬","03","ＯＴＣ医薬品類","4987306002531","リポビタンＤⅡα　１００ｍｌ","10.00","150.00","104.00","15600","152","22800","7200","31.58"
"2022/06/02","540　さなだ店","0423","東邦薬品","03","ＯＴＣ医薬品類","4903301177050","ストッパ下痢止めＥＸ　１２錠","10.00","-3.00","532.00","-1596","1026","-3078","-1482","48.15"
"2022/06/02","540　さなだ店","0423","東邦薬品","03","ＯＴＣ医薬品類","4987072070840","のどぬ～るスプレーＥＸクール　１５ｍｌ","10.00","-1.00","642.00","-642","1100","-1100","-458","41.64"
"2022/06/02","540　さなだ店","0423","東邦薬品","03","ＯＴＣ医薬品類","4987107617873","ロキソニンＳテープＬ","10.00","-1.00","1032.00","-1032","1738","-1738","-706","40.62"
"2022/06/02","540　さなだ店","0423","東邦薬品","03","ＯＴＣ医薬品類","4987188166031","アレグラＦＸ１４錠","10.00","-1.00","920.00","-920","1445","-1445","-525","36.33"
"2022/06/02","554　愛国東店","0114","伊藤園","01","食品","4901085003800","おーいお茶　緑茶　","8.00","24.00","80.00","1920","102","2448","528","21.57"
"2022/06/02","554　愛国東店","0311","ジャパンフーズ","01","食品","4901027602702","ＯＳＫ　ナタ豆茶　５ｇ×３２袋","8.00","1.00","1040.00","1040","1490","1490","450","30.2"
"2022/06/02","554　愛国東店","0311","ジャパンフーズ","01","食品","4901027645204","クマササ茶　３２Ｐ","8.00","1.00","580.00","580","950","950","370","38.95"
"2022/06/02","554　愛国東店","0311","ジャパンフーズ","01","食品","4901027657207","ＯＳＫ　どくだみ健康茶　　　　　　　　　４００Ｇ","8.00","2.00","323.00","646","429","858","212","24.71"
"2022/06/02","554　愛国東店","0311","ジャパンフーズ","01","食品","4945211150020","つかれず　ほね太Ｓ 120 ｇ","8.00","2.00","420.00","840","540","1080","240","22.22"
"2022/06/02","554　愛国東店","0311","ジャパンフーズ","04","化粧品","4937315012182","米ぬかソープ　８０ｇ","10.00","10.00","300.00","3000","437","4370","1370","31.35"
"2022/06/02","554　愛国東店","0414","谷保製菓","01","食品","4571311421724","ピ－ナッツチョコウエハ－ス","8.00","12.00","80.00","960","104","1248","288","23.08"
"2022/06/02","554　愛国東店","0414","谷保製菓","01","食品","4901088014117","チョコマシュマロ　42ｇ","8.00","12.00","80.00","960","105","1260","300","23.81"
"2022/06/02","554　愛国東店","0414","谷保製菓","01","食品","4901332108548","シガーフライ","8.00","12.00","80.00","960","105","1260","300","23.81"
"2022/06/02","554　愛国東店","0414","谷保製菓","01","食品","4901939207705","黒かりんとう　１２０ｇ","8.00","24.00","80.00","1920","105","2520","600","23.81"
"2022/06/02","554　愛国東店","0414","谷保製菓","01","食品","4902501623626","チョコチップ　１２枚","8.00","20.00","80.00","1600","105","2100","500","23.81"
"2022/06/02","554　愛国東店","0414","谷保製菓","01","食品","4969244011295","自然味良品バニラクリーム　　クラッカー　１６５Ｇ","8.00","12.00","80.00","960","105","1260","300","23.81"
"2022/06/02","554　愛国東店","0414","谷保製菓","01","食品","4969244502359","クリームオー　バニラ味","8.00","16.00","80.00","1280","105","1680","400","23.81"
"2022/06/02","554　愛国東店","0414","谷保製菓","01","食品","4969244503868","フレンチクラッカー　チーズ　９０ｇ","8.00","12.00","80.00","960","105","1260","300","23.81"
"2022/06/02","554　愛国東店","0414","谷保製菓","01","食品","4979563032123","レトロ選菓　まころん","8.00","12.00","80.00","960","105","1260","300","23.81"
"2022/06/02","554　愛国東店","0530","ほくやく","01","食品","4905712006110","松屋　局方カプセル　 00 　 100 個","8.00","3.00","382.00","1146","626","1878","732","38.98"
"2022/06/02","554　愛国東店","0530","ほくやく","02","日用雑貨","4973452175007","せんねん灸　伊吹もぐさ　袋入り１５ｇ","10.00","2.00","358.00","716","495","990","274","27.68"
"2022/06/02","554　愛国東店","0530","ほくやく","02","日用雑貨","4987072036228","キムコ     レギュラー     冷蔵庫用      １３０ｇ","10.00","2.00","128.00","256","195","390","134","34.36"
"2022/06/02","554　愛国東店","0530","ほくやく","03","ＯＴＣ医薬品類","4900424309054","キュウレイコン　１５０Ｇ","10.00","1.00","1222.00","1222","1980","1980","758","38.28"
"2022/06/02","554　愛国東店","0530","ほくやく","03","ＯＴＣ医薬品類","4987009184268","チェックワン　ファスト　１回用","10.00","1.00","480.00","480","932","932","452","48.5"
"2022/06/02","554　愛国東店","0530","ほくやく","03","ＯＴＣ医薬品類","4987081458325","新ルル点鼻薬　１６ｍｌ","10.00","3.00","342.00","1026","528","1584","558","35.23"
"2022/06/02","554　愛国東店","0530","ほくやく","03","ＯＴＣ医薬品類","4987240210535","龍角散ダイレクトスティックミント１６包","10.00","2.00","410.00","820","657","1314","494","37.6"
"2022/06/02","554　愛国東店","0530","ほくやく","03","ＯＴＣ医薬品類","4987286407104","ヤキミョウバン　　　　　　（末・食添）　１００Ｇ","8.00","1.00","180.00","180","321","321","141","43.93"
"2022/06/02","554　愛国東店","0530","ほくやく","03","ＯＴＣ医薬品類","4987334102104","本草センナ（分包）","10.00","6.00","281.00","1686","393","2358","672","28.5"
"2022/06/02","554　愛国東店","0530","ほくやく","11","その他商品","4987892116056","テルモ電子血圧計　ＥＳ－Ｗ１２００ＺＺ","10.00","1.00","4653.00","4653","6578","6578","1925","29.26"
"2022/06/02","554　愛国東店","0533","北海道酒類販売","01","食品","4514603244717","アサヒ　おいしい水　　　　　富士山　ペット　２Ｌ","8.00","36.00","100.00","3600","138","4968","1368","27.54"
"2022/06/02","554　愛国東店","0918","住之江店","01","食品","4981888015972","天然酵母　丹波黒豆抹茶パン","8.00","1.00","68.00","68","105","105","37","35.24"
"2022/06/02","554　愛国東店","0918","住之江店","01","食品","4981888017099","天然酵母　小倉あんパン","8.00","1.00","68.00","68","105","105","37","35.24"
"2022/06/02","554　愛国東店","0918","住之江店","01","食品","4981888017105","天然酵母　こしあんパン","8.00","1.00","68.00","68","105","105","37","35.24"
"2022/06/02","554　愛国東店","0918","住之江店","01","食品","4981888017112","天然酵母　クリームパン","8.00","1.00","68.00","68","105","105","37","35.24"
"2022/06/02","554　愛国東店","0918","住之江店","01","食品","4981888017129","天然酵母　ジャムパン","8.00","1.00","68.00","68","105","105","37","35.24"
"2022/06/02","554　愛国東店","0918","住之江店","03","ＯＴＣ医薬品類","4954177100406","ｻｻﾍﾙｽ 　１２７ｍｌｘ６","10.00","4.00","4650.00","18600","10230","40920","22320","54.55"
"2022/06/02","554　愛国東店","0918","住之江店","03","ＯＴＣ医薬品類","4987474145177","ホノミ　モヘジ（Ｎ）４５Ｐ","10.00","1.00","1170.00","1170","2970","2970","1800","60.61"
"2022/06/02","554　愛国東店","0918","住之江店","03","ＯＴＣ医薬品類","4987474153127","ワグラスＤ錠　　１５０錠","10.00","1.00","920.00","920","2585","2585","1665","64.41"
"2022/06/02","554　愛国東店","0918","住之江店","04","化粧品","4515748001791","プレミアム１０　エミュークリーム　１５０　ｇ","10.00","1.00","3230.00","3230","7700","7700","4470","58.05"
"2022/06/02","554　愛国東店","0918","住之江店","04","化粧品","4969432401136","薬用フタアミンハイクリーム 55 ｇ","10.00","5.00","577.00","2885","1089","5445","2560","47.02"
"2022/06/02","554　愛国東店","0918","住之江店","04","化粧品","4969432401143","薬用フタアミンｈ□クリーム 130 ｇ","10.00","5.00","1155.00","5775","2178","10890","5115","46.97"
"2022/06/02","554　愛国東店","0918","住之江店","90","湧永製品","4968250224118","フジビトール　２００ｃｐ","10.00","3.00","2830.00","8490","8800","26400","17910","67.84"
"2022/06/02","554　愛国東店","0918","住之江店","90","湧永製品","4968250266118","キヨーレオピンＮＥＯ　６０ｍｌ","10.00","12.00","1445.00","17340","3300","39600","22260","56.21"
"2022/06/02","554　愛国東店","0918","住之江店","90","湧永製品","4968250266316","キヨーレオピンＮＥＯ　２４０ｍｌ","10.00","12.00","4673.00","56076","10670","128040","71964","56.2"
"2022/06/02","554　愛国東店","0918","住之江店","90","湧永製品","4968250358110","湧永田七　分包　６０包","8.00","3.00","3081.00","9243","10260","30780","21537","69.97"
"2022/06/02","554　愛国東店","0918","住之江店","90","湧永製品","4968250820112","湧永　八味地黄丸４５０丸","10.00","1.00","1030.00","1030","3204","3204","2174","67.85"
"2022/06/02","554　愛国東店","0918","住之江店","90","湧永製品","4968250867117","プレビジョン　カルマジン　８００粒","8.00","12.00","1119.00","13428","4104","49248","35820","72.73"
"2022/06/02","552　住之江店","0114","伊藤園","01","食品","4901085003800","おーいお茶　緑茶　　　　　　　６００ｍｌ","8.00","24.00","80.00","1920","102","2448","528","21.57"
"2022/06/02","552　住之江店","0118","ウェルファン","02","日用雑貨","4537413000779","曲げ曲げハンドルスプーン　　　　　スポンジ付　大","10.00","1.00","1320.00","1320","2420","2420","1100","45.45"
"2022/06/02","552　住之江店","0118","ウェルファン","02","日用雑貨","4537413000786","曲げ曲げハンドルスポンジ付　Ｓ－１８　フォーク大","10.00","1.00","1320.00","1320","2420","2420","1100","45.45"
"2022/06/02","552　住之江店","0118","ウェルファン","02","日用雑貨","4560325290020","週間投薬カレンダー　１日３回用","10.00","1.00","1202.00","1202","2035","2035","833","40.93"
"2022/06/02","552　住之江店","0118","ウェルファン","05","家庭用品","4961928630792","ソルボ　外反母趾サポーター　薄型　Ｍ　右","10.00","1.00","1140.00","1140","2090","2090","950","45.45"
"2022/06/02","552　住之江店","0118","ウェルファン","10","衣料身の回り品","4900070169712","アンクルクロス　　　　フリー　ベージュ","10.00","1.00","650.00","650","1100","1100","450","40.91"
"2022/06/02","552　住之江店","0118","ウェルファン","10","衣料身の回り品","4902508112437","肩までおおえる食事　エプロン　クローバー","10.00","1.00","960.00","960","1760","1760","800","45.45"
"2022/06/02","552　住之江店","0118","ウェルファン","10","衣料身の回り品","4938576452212","ＥＶｅ１９６　ブラウンコンビ　２４．５","10.00","1.00","3185.00","3185","5390","5390","2205","40.91"
