移動日,移動元店舗,移動先店舗,商品コード,商品名,商品容量,数量,単価,金額,入力形能,入庫確定
"2022/10/08","630　しみず倉庫","大島店","4987306045156","パブロンゴールドＡ＜微粒＞　４４包","４４包","2","1,375","2,750","画面作成",""
"2022/10/08","630　しみず倉庫","大島店","4510662002114","貴好茶　８粒×３０包","８粒×３０包","6","2,850","17,100","画面作成",""
"2022/10/08","630　しみず倉庫","大島店","4968250306210","PV　アクティブレインP　360粒","３６０粒","3","4,744","14,232","画面作成",""
"2022/10/11","630　しみず倉庫","パスコ店","4968250281227","キョーレオピンキャプレットＳ 100 錠","１００錠","2","1,368","2,736","ハンディー",""
"2022/10/11","630　しみず倉庫","パスコ店","4968250303110","眠りエール　45ｶﾌﾟｾﾙ×2袋","４５ｃｐ　２","4","1,730","6,920","ハンディー",""
"2022/10/11","630　しみず倉庫","パスコ店","4968250854124","プレビジョングリーン末　９０包","９０包","6","1,401","8,406","ハンディー",""
"2022/10/11","630　しみず倉庫","パスコ店","4968250281326","キヨーレオピンキャプレットＳ２００錠","２００錠","2","2,326","4,652","ハンディー",""
"2022/10/11","630　しみず倉庫","パスコ店","4987316017013","新トニン咳止め液　６０ｍｌ","６０ｍｌ","6","517","3,102","ハンディー",""
"2022/10/11","630　しみず倉庫","パスコ店","4968250868114","プレビジョン　ウリラックス　１２０粒","１２０粒","1","1,859","1,859","ハンディー",""
"2022/10/11","630　しみず倉庫","パスコ店","4968250820211","湧永　八味地黄丸９００丸","９００丸","1","1,833","1,833","ハンディー",""
"2022/10/11","630　しみず倉庫","パスコ店","4968250300119","宝脚　３００錠","３００錠","2","2,530","5,060","ハンディー",""
"2022/10/11","630　しみず倉庫","パスコ店","4902989372917","かき醤油味付のり　角 54 枚","５４枚","3","200","600","ハンディー",""
"2022/10/11","630　しみず倉庫","パスコ店","4987306039155","コレスケアキトサン青汁（リニューアル）　 30 袋","３０袋","1","1,820","1,820","ハンディー",""
"2022/10/11","630　しみず倉庫","プラファ店","4968250305312","キヨーレオピンネオｗ　240ml","２４０ｍｌ","2","5,570","11,140","ハンディー",""
"2022/10/11","630　しみず倉庫","大島店","4903301671947","スマイル４０ＥＸ　マイルド　１５ｍｌ","１５ｍｌ","1","184","184","ハンディー",""
"2022/10/11","630　しみず倉庫","大島店","4968250150226","フジビトール点鼻薬　１５ｍｌ","１５ｍｌ","3","251","753","ハンディー",""
"2022/10/11","630　しみず倉庫","大島店","4968250260116","レオピンロイヤル　６０ｍｌ","６０ｍｌ","4","4,823","19,292","ハンディー",""
"2022/10/11","630　しみず倉庫","大島店","4968250868114","プレビジョン　ウリラックス　１２０粒","１２０粒","1","1,859","1,859","ハンディー",""
"2022/10/11","630　しみず倉庫","大島店","4968250878113","オプターナ黄粋目薬　１５ｍｌ","１５ｍｌ","2","350","700","ハンディー",""
"2022/10/11","630　しみず倉庫","大島店","4987084418470","サンテアスティクール（新）　１２ｍｌ","１２ｍｌ","3","286","858","ハンディー",""
"2022/10/11","630　しみず倉庫","大島店","4987306019515","口内炎パッチ大正Ａ","１０枚","1","480","480","ハンディー",""
"2022/10/11","630　しみず倉庫","大島店","4987316017013","新トニン咳止め液　６０ｍｌ","６０ｍｌ","5","517","2,585","ハンディー",""
"2022/10/11","630　しみず倉庫","大島店","4987910710884","ＮＥＷマイティアＣＬ－Ｓ　 15ML","１５ｍｌ","2","192","384","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","3000800100105","ヘパリーゼＧＴ10Ｔ","１０錠","10","137","1,370","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4582368480169","スクアレン（箱入） １０シート","１０シ－ト","3","1,846","5,538","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4968250150226","フジビトール点鼻薬　１５ｍｌ","１５ｍｌ","1","251","251","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4968250867117","プレビジョン　カルマジン　８００粒","８００粒","6","1,108","6,648","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4987103049241","ヘパリーゼＧＴ２７０錠","２７０錠","2","2,800","5,600","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4987103051961","ハイゼリーＦＥ　50ml×3本パック","５０ｍｌ×３","2","540","1,080","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4987306045903","パブロン鼻炎カプセルＳα　４８ｃｐ","４８ｃｐ","2","1,100","2,200","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4987433120054","プラセントップ液３０ｍｌ","３０ｍｌ","80","310","24,800","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","２４０ｍｌ","4","10,127","40,508","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4970511630231","ハイロストール錠　３８０錠","３８０錠","1","939","939","ハンディー",""
"2022/10/11","630　しみず倉庫","砺波店","4954097871004","ノドゴールミント　 18 包","１８包","1","256","256","画面作成",""
"2022/10/12","630　しみず倉庫","大島店","4573204100013","ビタミンＣプレミオ３００ＣＰ","３００ｃｐ","3","3,675","11,025","画面作成",""
"2022/10/13","630　しみず倉庫","パスコ店","0000049243710","エスエスイブＡ錠　４８錠","４８錠","5","598","2,990","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4515748001722","アバロンプレミアム　９０粒","９０粒","2","3,000","6,000","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","１５０ｇ","4","3,230","12,920","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4515748001807","アバロンプレミアム大容量　 180 粒","１８０粒","1","5,400","5,400","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4560132323508","純粋はちみつ 1000 ｇ","１０００ｇ","1","445","445","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4562207690157","デントピュリティ歯間ブラシＬ　１５本","１５本","2","158","316","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4573204100013","ビタミンＣプレミオ３００ＣＰ","３００ｃｐ","2","3,675","7,350","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4901080703415","新ポリグリップ無添加　７５ｇ","７５ｇ","6","666","3,996","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4901080726414","ポリデント　酵素入り　１０８錠＋６錠","１０８ジョウ","6","595","3,570","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4902989372917","かき醤油味付のり　角 54 枚","５４枚","15","200","3,000","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4903367304872","液体洗たく槽クリーナー５５０ｇ","５５０ｇ","5","83","415","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4954097706924","葛根湯内服液Ｋ　 30ML × 3 本","３０ｍｌ×３","3","135","405","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4955273406034","プラセンタ　オールインワンジェル　８０ｇ","８０ｇ","3","720","2,160","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250164216","ワクナガ胃腸薬Ｇ　３００錠","３００錠","1","517","517","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250199317","エナックＷ　５４０錠","５４０錠","2","3,433","6,866","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250204110","レックＳ軟膏　１２ｇ","１２ｇ","1","317","317","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250230119","レックＨ軟膏　１５ｇ","１５ｇ","2","355","710","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250260130","レオピンロイヤル　２４０ｍｌ","２４０ｍｌ","3","15,347","46,041","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","6","3,132","18,792","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","6","5,742","34,452","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","２４０ｍｌ","3","10,127","30,381","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250279118","湧永プレビジョン　スイ－トブロッカ－Ｇ　９０錠","９０錠","1","1,859","1,859","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250305114","キヨーレオピンネオｗ　60ml","６０ｍｌ","6","1,723","10,338","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250833112","オプタ－ナ目薬１５ｍｌ","１５ｍｌ","2","171","342","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250849113","セキセチン３２錠","３２錠","3","438","1,314","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250873118","フジビトール鼻炎薬Ｓ　１８ｃｐ","１８ｃｐ","2","375","750","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250894113","湧永葛根湯２５　２１包","２１包","3","489","1,467","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250902115","デシコートブロック　２０ｇ","２０ｇ","1","577","577","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4970511090295","ＡＪＤ　ウオノメバン　Ｍ","２０枚","1","282","282","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4970511099373","ＡＪＤエースバン　半透明Ｍ１００枚","１００枚","2","248","496","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4970511100147","ＡＪＤウオノメバン 　Ｌ２０枚","２０枚","1","282","282","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4970511225000","ＡＪＤカロリーカットＡ ５００ｇ","５００ｇ","2","389","778","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4970511930010","ママは看護師さん ワンタッチパッド Ｍ６枚","６枚","3","159","477","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4970643175631","伊井フクロオブラ－ト　５０枚","５０枚","3","150","450","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4971159015312","奥田薬品　伸縮性ネット包帯　指用３本入","指用３本入","2","97","194","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4971159015886","パラ防虫剤　８００ｇ","８００ｇ","10","372","3,720","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4971159016388","巻いてくっつく包帯　足首・ひざ用","Ｍサイズ","1","145","145","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4975175015721","大洋　白色ワセリン　１００ｇ","１００ｇ","2","220","440","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4975446301386","ハツモール　ヘアーグロアーＳ　１８０ｍｌ","１８０ｍｌ","1","1,710","1,710","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4978022386265","泡のお風呂の洗剤 オレンジ 替　３５０ｍｌ","３５０ｍｌ","24","57","1,368","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987014013607","新バイトゴールド２０００　１００ｍｌ","１００ｍｌ","100","39","3,900","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987014016509","バイトゴールド３０００　　100ml","１００ｍｌ","1,000","37","37,000","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987031002165","新大草延寿丸３２Ｈ","３２Ｈ","2","808","1,616","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987067204700","キャベジンコーワα　１００錠","１００錠","1","660","660","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987067327508","キューピーコーワゴールドαプレミアム160錠","１６０錠","1","2,275","2,275","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987074300556","メディストロクリーム","20 ｇ","2","200","400","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103043010","セピーＡＺ鼻炎スプレー　３０ｍｌ","３０ｍｌ","2","290","580","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103045267","おきゅ膏Ｚ　１２０枚","１２０枚","3","384","1,152","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103048718","ゼリアマスデントケア50ｇ","５０ｇ","2","640","1,280","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103048732","マスデントプロ　 50 ｇ","５０ｇ","1","900","900","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103049241","ヘパリーゼＧＴ２７０錠","２７０錠","1","2,800","2,800","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103049357","コンドロイチンＺＳ１５０錠","１５０錠","2","2,350","4,700","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103050018","ヘパリーゼＨｉプラス　 50ML × 3","５０ｍｌ　３","2","675","1,350","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103051510","プレバリンマイケア　18ｇ","１８ｇ","1","352","352","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103052074","イオナスパ＆ミネラルエッセンジェルEX","８０ｇ","1","1,920","1,920","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987154600200","アウゲＡＬ　１５ｍｌ","１５ｍｌ","2","143","286","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987239103121","ハイエナル“８８”内服液　３０ｍｌ×２本","３０ｍｌ×２","3","189","567","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987239137126","カゼリックＣ錠　８０錠","８０錠","5","488","2,440","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987240228141","龍角散ドロップノドカクサンＥＨ２４粒","２４粒","3","178","534","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987306001251","アイリス４０　１４ｍｌ","１４ｍｌ","1","480","480","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987306019492","口内炎軟膏大正Ａ　６ｇ","６ｇ","1","340","340","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987306019607","口内炎パッチ大正Ａ　 20 パッチ","２０パッチ","1","720","720","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987306021259","コーラック　１２０錠","１２０錠","1","1,092","1,092","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987306045156","パブロンゴールドＡ＜微粒＞　４４包","４４包","3","1,375","4,125","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987306045965","パブロンエースＰＲＯ錠　３６錠","３６錠","1","1,089","1,089","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987306046009","パブロンエースＰＲＯ微粒　１２包","１２包","1","1,089","1,089","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987306047372","パブロンＳゴールドＷ　３０錠","３０錠","2","770","1,540","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987306054790","新ビオフェルミン S ５４０錠","５４０錠","1","2,142","2,142","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987307240642","エバージェルＶ軟膏","２５ｇ","1","299","299","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987402032104","エフストリン３０錠","３０錠","3","587","1,761","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987469061697","エピックうがい薬　３００ｍｌ","３００ｍｌ","2","299","598","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987469542684","パープルクリアＷスプレー３０ｍｌ","３０ｍｌ","1","290","290","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987487102754","リフェンダＩＤ　０．５％６枚","６枚","30","80","2,400","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987533012327","アスミンＡ顆粒１８包","１８Ｈ","2","411","822","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987910710884","ＮＥＷマイティアＣＬ－Ｓ　 15ML","１５ｍｌ","2","192","384","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987299226716","クレマエースＥＸＰ　２７０錠","２７０錠","2","1,093","2,186","ハンディー",""
"2022/10/13","630　しみず倉庫","パスコ店","4987103042402","ローヤルエナジー ME 　 30 袋","３０袋","1","5,000","5,000","画面作成",""
"2022/10/13","630　しみず倉庫","パスコ店","4954097716503","広貫堂　葛根湯エキス顆粒Ａ　１０包","１０包","0","224","0","画面作成",""
"2022/10/13","630　しみず倉庫","パスコ店","4970511200090","ＡＪＤシェービングフォームライム２２０ｇ","２２０ｇ","0","180","0","画面作成",""
"2022/10/13","630　しみず倉庫","パスコ店","4987469003529","コフダンＡＣうがい薬　 100 ｍｌ","１００ｍｌ","0","360","0","画面作成",""
"2022/10/13","630　しみず倉庫","パスコ店","4968250370617","紅芝泉ソフトカプセル　３０粒×６袋","３０粒×６袋","0","8,100","0","画面作成",""
"2022/10/13","630　しみず倉庫","プラファ店","4515748001807","アバロンプレミアム大容量　 180 粒","１８０粒","2","5,400","10,800","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4530883502545","宮島シームレスサポーター　ひざＭ１枚","１枚","1","266","266","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4573204100013","ビタミンＣプレミオ３００ＣＰ","３００ｃｐ","2","3,675","7,350","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4901080726414","ポリデント　酵素入り　１０８錠＋６錠","１０８ジョウ","3","595","1,785","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4901080726513","部分入れ歯用ポリデント　108錠+6錠","１０８錠　＋","3","595","1,785","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4954097910000","ファイトマンゼリー　エネルギー　１８０ｇ","１８０ｇ","6","65","390","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4954097910161","ファイトマンゼリー　ビタミン１８０ｇ","１８０ｇ","6","65","390","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250164216","ワクナガ胃腸薬Ｇ　３００錠","３００錠","1","517","517","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250170118","ワクナガ胃腸薬Ｌ　９０錠","９０錠","1","574","574","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250174123","ワクナガ胃腸薬Ｕ　１２包","１２包","1","251","251","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250177216","トコベール３００Ｅ　２６０ｃｐ","２６０ｃｐ","1","2,897","2,897","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250194213","グラッドル錠　１２０錠","１２０錠","3","1,969","5,907","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250199119","エナックＷ　１２６錠","１２６錠","1","927","927","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250260123","レオピンロイヤル　１２０ｍｌ","１２０ｍｌ","2","8,770","17,540","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250260130","レオピンロイヤル　２４０ｍｌ","２４０ｍｌ","1","15,347","15,347","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","2","5,742","11,484","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250272119","エピロンエ－　１８ｇ","１８ｇ","2","304","608","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250300119","宝脚　３００錠","３００錠","1","2,530","2,530","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250305312","キヨーレオピンネオｗ　240ml","２４０ｍｌ","1","5,570","5,570","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250843111","フジパイゾールＳ錠　９０錠","９０錠","2","902","1,804","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250849113","セキセチン３２錠","３２錠","3","438","1,314","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250854124","プレビジョングリーン末　９０包","９０包","6","1,401","8,406","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4968250873217","フジビトール鼻炎薬ｓ３６カプセル","３６ｃｐ","1","618","618","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4970511201370","かぜ・花粉マスク　ふつう　６０枚","６０枚","5","370","1,850","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4970511201530","かぜ・花粉マスク平面　小さめ30枚","３０枚","2","30","60","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4970511202636","不織布かぜ・花粉マスク　子供用５０枚","５０枚","2","300","600","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4970511910036","ママは看護師さん　滅菌ガーゼＳ１２枚","１２枚","2","145","290","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4971159015626","奥田製薬バブルデント入れ歯除菌洗浄剤　１２６錠","１２６錠","1","322","322","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4975446021307","薬用　女髪美の泉　１５０ｍｌ","１５０ｍｌ","1","1,440","1,440","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987031002165","新大草延寿丸３２Ｈ","３２Ｈ","2","808","1,616","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987067205004","キャベジンコーワα　２００錠","２００錠","1","1,045","1,045","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987103036173","新ローヤルゼロントＢ　１００ｍｌ","１００ｍｌ","100","77","7,700","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987103049357","コンドロイチンＺＳ１５０錠","１５０錠","1","2,350","2,350","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987103049371","コンドロイチンＺＳ　４５０錠","４５０錠","1","6,000","6,000","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987103051268","ゼリアＺＳサポーターＬ","","2","1,613","3,226","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987117398816","ソルマックプラス　２５ｍｌｘ２本","２５ｍｌｘ２","1","424","424","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987154601023","クールティアＶ１２　１５ｍｌ","１５ｍｌ","4","323","1,292","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987305114167","新ジキニン顆粒　２２包","２２包","1","984","984","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987306009646","大正漢方胃腸薬　２０包","２０包","1","798","798","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987306028906","センパア・ＱＴ　６錠","６錠","2","500","1,000","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987469597042","オルテクサー口腔用軟膏　５ｇ","５ｇ","1","222","222","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987475118712","パステル FR テープ V α","42 枚","2","605","1,210","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987475118705","パステルＦＲテープＶα　 28 枚","２８　枚","2","413","826","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987154554206","フェキソフェナジン錠ＡＧ　２８錠","２８錠","2","355","710","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987154554299","フェキソフェナジン錠ＡＧ","５６錠","2","605","1,210","ハンディー",""
"2022/10/13","630　しみず倉庫","プラファ店","4987074300556","メディストロクリーム","20 ｇ","0","200","0","画面作成",""
"2022/10/13","630　しみず倉庫","大島店","3000800100105","ヘパリーゼＧＴ10Ｔ","１０錠","3","137","411","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4510662002114","貴好茶　８粒×３０包","８粒×３０包","2","2,850","5,700","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4515748001753","イーシーエヴォリューション85ｇ","８５ｇ","2","1,716","3,432","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4515748001760","イーシーエヴォリューション150ｇ","１５０ｇ","1","2,716","2,716","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4515748001784","プレミアム１０　８５ｇ","８５","2","2,030","4,060","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","１５０ｇ","4","3,230","12,920","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4524326100115","ユウキ　徳用体脂肪ダイエットティー　３ｇ×６０包","３ｇ×６０包","2","289","578","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4573204100013","ビタミンＣプレミオ３００ＣＰ","３００ｃｐ","1","3,675","3,675","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4944661586137","バンダール液ＥＸ　 110 ｍｌ","１１０ｍｌ","1","358","358","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4953817970102","東京折耳銀黒白７本御香典","","6","29","174","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4953817970218","東京折耳銀黄白７本御仏前","","6","25","150","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4955982058012","恵命我神散　散剤　４００ｇ","４００ｇ","1","3,900","3,900","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4960085990503","キズクイックＦｉｔ（指用） 10 枚","１０枚","2","222","444","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250174222","ワクナガ胃腸薬Ｕ　３６包","３６包","1","669","669","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250177216","トコベール３００Ｅ　２６０ｃｐ","２６０ｃｐ","1","2,897","2,897","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250194213","グラッドル錠　１２０錠","１２０錠","2","1,969","3,938","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250219220","ボンエナＣａ微粒１２０包","１２０包","1","1,923","1,923","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250280329","レオピンファイブキャプレットＳ　２００錠","２００錠","1","5,213","5,213","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250293213","レオピンロイヤルキャプレット　１００錠","１００錠","1","4,959","4,959","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250305312","キヨーレオピンネオｗ　240ml","２４０ｍｌ","3","5,570","16,710","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250807212","ロイマン湯　３０包","３０包","2","979","1,958","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","１２０粒","3","1,692","5,076","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4968250878113","オプターナ黄粋目薬　１５ｍｌ","１５ｍｌ","3","350","1,050","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4971159012090","奥田薬品　健康のどあめ　２８０ｇ","２８０ｇ","5","311","1,555","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4971159015206","やわらかいクールアイスまくら","","1","285","285","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4971159015626","奥田製薬バブルデント入れ歯除菌洗浄剤　１２６錠","１２６錠","2","322","644","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4987031114103","ラクモント 130 錠","１３０　錠","1","637","637","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4987037671501","キュルミナンＥＸ１１液　 40 ｍｌ","４０ｍｌ","1","286","286","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4987074300631","新新　プロナＨＤ 30 ｍｌ","３０ｍｌ","1","330","330","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4987103048718","ゼリアマスデントケア50ｇ","５０ｇ","1","640","640","ハンディー",""
"2022/10/13","630　しみず倉庫","大島店","4987235044244","パスタイムＵプラス　60枚","６０枚","3","660","1,980","ハンディー",""
