﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0171","エアコン（～８畳）","4904530104466","RAS-J251RT 8畳用 ｴｱｺﾝ","10","","2","44,720.00","99,819","1","99,819","55,099","55.20","20.19","55.01","6.44"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0172","エアコン（～１０畳）","4549873152714","RAS-DT28M 10畳用 ｴｱｺﾝ","0","","3","54,600.00","90,728","1","90,728","36,128","39.82","18.35","43.47","7.41"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530104480","RAS-J221RT 6畳用 ｴｱｺﾝ","0","","4","37,450.00","81,637","1","81,637","44,187","54.13","16.51","100.00","2.90"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0171","エアコン（～８畳）","4549873152264","RAS-HT25M W 8畳用 ｴｱｺﾝ","0","","5","45,656.00","81,637","1","81,637","35,981","44.07","16.51","44.99","6.44"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","6","3,600.00","3,600","5","18,000","0","0.00","3.64","80.00","0.80"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","7","4,500.00","4,500","1","4,500","0","0.00","0.91","20.00","0.80"
"大塔店","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530104480","RAS-J221RT 6畳用 ｴｱｺﾝ","0","","1","37,450.00","81,637","4","326,548","176,748","54.13","20.19","72.01","16.09"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0173","エアコン（～１４畳）","4904530104428","RAS-J401RT 14畳用 ｴｱｺﾝ","10","","2","66,560.00","118,000","2","236,000","102,880","43.59","14.59","65.00","12.88"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0175","エアコン（１９畳～）","4549873152219","RAS-GT71M2(W) ｴｱｺﾝ 23畳用","0","","3","123,760.00","208,909","1","208,909","85,149","40.76","12.92","100.00","7.41"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0174","エアコン（～１８畳）","4573535213536","AJT56ZNP-W 18畳用 ｴｱｺﾝ","0","","4","85,800.00","154,363","1","154,363","68,563","44.42","9.54","100.00","5.48"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0173","エアコン（～１４畳）","4573535170013","AN40ZEP 14畳 ｴｱｺﾝ","0","","5","73,216.00","127,091","1","127,091","53,875","42.39","7.86","35.00","12.88"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0170","エアコン（～６畳）","4974019218014","AY-P22TD 6畳ｴｱｺﾝ","10","","6","33,072.00","63,455","2","126,910","60,766","47.88","7.85","27.99","16.09"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0172","エアコン（～１０畳）","4549873152271","RAS-HT28M 10畳用 ｴｱｺﾝ","0","","7","60,216.00","99,819","1","99,819","39,603","39.67","6.17","55.57","6.37"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0171","エアコン（～８畳）","4573535167730","AN25ZES 8畳 ｴｱｺﾝ","0","","8","49,608.00","90,728","1","90,728","41,120","45.32","5.61","56.19","5.73"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0172","エアコン（～１０畳）","4974019218038","AY-P28TD 10畳 ｴｱｺﾝ","10","","9","47,840.00","79,819","1","79,819","31,979","40.06","4.93","44.43","6.37"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0171","エアコン（～８畳）","4974019218021","AY-P25TD 8畳ｴｱｺﾝ","10","","10","40,040.00","70,728","1","70,728","30,688","43.39","4.37","43.81","5.73"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","11","3,600.00","3,600","11","39,600","0","0.00","2.45","59.46","2.36"
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","12","7,491.25","7,491","4","29,965","0","0.00","1.85","100.00","1.06"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","13","4,500.00","4,500","6","27,000","0","0.00","1.67","40.54","2.36"