﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"大塔店","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0170","エアコン（～６畳）","4573535167747","AN22ZES 6畳 ｴｱｺﾝ","0","","1","42,848.00","81,637","4","326,548","155,156","47.51","15.21","35.65","31.54"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0172","エアコン（～１０畳）","4549873152271","RAS-HT28M 10畳用 ｴｱｺﾝ","0","","2","60,216.00","99,819","3","299,457","118,809","39.67","13.95","73.33","14.06"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530104480","RAS-J221RT 6畳用 ｴｱｺﾝ","0","","3","37,450.00","81,637","3","244,911","132,561","54.13","11.41","26.74","31.54"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0170","エアコン（～６畳）","4974019218014","AY-P22TD 6畳ｴｱｺﾝ","10","","4","33,072.00","63,455","3","190,365","91,149","47.88","8.87","20.78","31.54"
"","","17","エアコン","0020","ジャパネット","0000319","三菱","0017","エアコン","0173","エアコン（～１４畳）","4902901935534","MSZ-LT4022S 14畳用 ｴｱｺﾝ","0","","5","77,480.00","145,273","1","145,273","67,793","46.67","6.77","28.58","17.50"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0173","エアコン（～１４畳）","4573535170013","AN40ZEP 14畳 ｴｱｺﾝ","0","","6","73,216.00","127,091","1","127,091","53,875","42.39","5.92","25.00","17.50"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0173","エアコン（～１４畳）","4904530104428","RAS-J401RT 14畳用 ｴｱｺﾝ","10","","7","66,560.00","118,000","1","118,000","51,440","43.59","5.50","23.21","17.50"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0173","エアコン（～１４畳）","4549873152288","RAS-HT40M2 14畳用 ｴｱｺﾝ","0","","8","73,216.00","118,000","1","118,000","44,784","37.95","5.50","23.21","17.50"
"","","17","エアコン","0020","ジャパネット","0000319","三菱","0017","エアコン","0171","エアコン（～８畳）","4902901935510","MSZ-LT2522-W-IN 8畳用 ｴｱｺﾝ","0","","9","57,720.00","113,455","1","113,455","55,735","49.13","5.28","55.57","7.03"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0172","エアコン（～１０畳）","4904530104442","RAS-J281RT 10畳用 ｴｱｺﾝ","10","","10","59,280.00","108,909","1","108,909","49,629","45.57","5.07","26.67","14.06"
"","","17","エアコン","0020","ジャパネット","0000319","三菱","0017","エアコン","0170","エアコン（～６畳）","4902901935503","MSZ-LT2222-W-IN 6畳用 ｴｱｺﾝ","0","","11","48,360.00","90,728","1","90,728","42,368","46.70","4.23","9.90","31.54"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0171","エアコン（～８畳）","4573535167730","AN25ZES 8畳 ｴｱｺﾝ","0","","12","49,608.00","90,727","1","90,727","41,119","45.32","4.23","44.43","7.03"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","13","3,600.00","3,600","19","68,400","0","0.00","3.19","71.70","3.28"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0170","エアコン（～６畳）","4549873152691","RAS-DT22M 6畳 ｴｱｺﾝ","0","","14","32,240.00","63,454","1","63,454","31,214","49.19","2.96","6.93","31.54"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","15","4,500.00","4,500","6","27,000","0","0.00","1.26","28.30","3.28"
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","16","4,915.33","4,915","3","14,746","0","0.00","0.69","100.00","0.51"