﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","36","その他商品","0080","エレコム","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103319271","T-KST02-22330WH雷3M","0","","4","1,012.00","1,680","3","5,040","2,004","39.76","6.45","31.52","7.09"
"","","36","その他商品","0080","エレコム","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103352230","MPA-ACC04BK AC充電器","0","","5","2,134.00","3,580","1","3,580","1,446","40.39","4.58","22.39","7.09"
"","","36","その他商品","0080","エレコム","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103035157","T-H32 OAｱﾀﾞﾌﾟﾀ","10","","6","303.00","500","7","3,500","1,379","39.40","4.48","21.89","7.09"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824719989","LR03XJ/4B ｱﾙｶﾘ単4","10","","7","303.00","458","6","2,748","930","33.84","3.52","16.19","7.52"
"","","36","その他商品","0080","エレコム","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103261594","T-PN04-2620PN 電源ﾀｯﾌﾟ","10","","8","1,265.00","2,080","1","2,080","815","39.18","2.66","13.01","7.09"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4902704242358","CR2032P ﾘﾁｳﾑｺｲﾝ電池","10","","9","158.00","277","7","1,939","833","42.96","2.48","11.43","7.52"
"","","36","その他商品","0031","ナニワ商会","","","0036","その他商品","0360","電池","4984824720046","6LR61XJ/1B ｱﾙｶﾘ9V","10","","10","243.00","429","4","1,716","744","43.36","2.20","10.11","7.52"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824811423","LR6EJ/4B ｴﾎﾞﾙﾀ単3","10","","11","364.00","562","3","1,686","594","35.23","2.16","9.93","7.52"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824719972","LR03XJ/2B ｱﾙｶﾘ単4","10","","12","183.00","277","6","1,662","564","33.94","2.13","9.79","7.52"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824719873","LR6XJ/4B ｱﾙｶﾘ単3","10","","13","303.00","458","3","1,374","465","33.84","1.76","8.10","7.52"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824811485","LR03EJ/2B ｴﾎﾞﾙﾀ単4","10","","14","215.00","343","4","1,372","512","37.32","1.76","8.08","7.52"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824719682","LR20XJ/2B ｱﾙｶﾘ単1","10","","15","251.00","429","3","1,287","534","41.49","1.65","7.58","7.52"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4902704242341","CR2025P ﾘﾁｳﾑｺｲﾝ電池","10","","16","158.00","277","4","1,108","476","42.96","1.42","6.53","7.52"
"","","36","その他商品","0020","ジャパネット","","","0036","その他商品","0361","家電小物・OA小物","4954591515831","HDMI1.5BLK HDMIｹｰﾌﾞﾙ","0","","17","218.00","973","1","973","755","77.60","1.24","6.08","7.09"
"","","36","その他商品","0020","ジャパネット","0000105","ｴﾚｺﾑ","0036","その他商品","0361","家電小物・OA小物","4953103079007","T-E2230 延長ｺｰﾄﾞ3M","0","","18","495.00","819","1","819","324","39.56","1.05","5.12","7.09"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824811409","LR6EJ/2B ｴﾎﾞﾙﾀ単3","10","","19","215.00","343","2","686","256","37.32","0.88","4.04","7.52"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824811508","LR03EJ/4B ｴﾎﾞﾙﾀ単4","10","","20","364.00","562","1","562","198","35.23","0.72","3.31","7.52"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824719866","LR6XJ/2B ｱﾙｶﾘ単3","10","","21","183.00","277","2","554","188","33.94","0.71","3.26","7.52"
"","","36","その他商品","0031","ナニワ商会","0000241","ﾊﾟﾅｿﾆｯｸ","0036","その他商品","0360","電池","4984824720022","LR1XJ/2B ｱﾙｶﾘ単5","10","","22","148.00","277","1","277","129","46.57","0.35","1.63","7.52"
"大塔店","","36","その他商品","0020","ジャパネット","0000026","JVCｹﾝｳｯﾄﾞ","0036","その他商品","0369","その他商品","4975769020186","BN-RB62-C ﾎﾟｰﾀﾌﾞﾙ電源 626Whﾀｲﾌﾟ","0","","1","42,432.00","63,455","1","63,455","21,023","33.13","56.04","56.78","49.55"
"","","36","その他商品","0020","ジャパネット","0000026","JVCｹﾝｳｯﾄﾞ","0036","その他商品","0369","その他商品","4975769015762","BH-SP100-C ﾎﾟｰﾀﾌﾞﾙｿｰﾗｰﾊﾟﾈﾙ","10","","2","27,300.00","35,000","1","35,000","7,700","22.00","30.91","31.32","49.55"
"","","36","その他商品","0020","ジャパネット","0000341","帝人ﾌﾛﾝﾃｨｱ","0036","その他商品","0369","その他商品","4995296001557","BZBD102 吸湿剤40個ｾｯﾄ","0","","3","2,662.00","7,255","1","7,255","4,593","63.31","6.41","6.49","49.55"
"","","36","その他商品","0020","ジャパネット","0000323","山善","0036","その他商品","0369","その他商品","4983771197826","YRC-30 防災ﾊﾞｯｸﾞ","10","","4","4,836.00","6,055","1","6,055","1,219","20.13","5.35","5.42","49.55"
"","","36","その他商品","0020","ジャパネット","","","0036","その他商品","0361","家電小物・OA小物","4954591515831","HDMI1.5BLK HDMIｹｰﾌﾞﾙ","0","","5","218.00","737","2","1,473","1,037","70.40","1.30","100.00","0.65"