﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","12","7,264.00","7,264","1","7,264","0","0.00","0.56","100.00","0.21"
"佐世保本店","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0175","エアコン（１９畳～）","4549873152219","RAS-GT71M2(W) ｴｱｺﾝ 23畳用","0","","1","123,760.00","213,455","1","213,455","89,695","42.02","27.18","100.00","6.22"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0173","エアコン（～１４畳）","4974019218045","AY-P40TD 14畳ｴｱｺﾝ","0","","2","61,880.00","99,819","1","99,819","37,939","38.01","12.71","100.00","2.91"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0171","エアコン（～８畳）","4904530104466","RAS-J251RT 8畳用 ｴｱｺﾝ","10","","3","44,720.00","99,819","1","99,819","55,099","55.20","12.71","52.39","5.55"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0172","エアコン（～１０畳）","4904530104985","RAS-J281PT 10畳用 ｴｱｺﾝ","0","","4","48,880.00","90,728","1","90,728","41,848","46.12","11.55","100.00","2.64"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0171","エアコン（～８畳）","4573535213567","AJT25ZNS-W 8畳用 ｴｱｺﾝ","0","","5","45,240.00","90,728","1","90,728","45,488","50.14","11.55","47.61","5.55"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530104480","RAS-J221RT 6畳用 ｴｱｺﾝ","0","","6","37,450.00","81,637","1","81,637","44,187","54.13","10.39","56.27","4.23"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0170","エアコン（～６畳）","4549873152691","RAS-DT22M 6畳 ｴｱｺﾝ","0","","7","32,240.00","63,455","1","63,455","31,215","49.19","8.08","43.73","4.23"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","8","3,600.00","3,600","6","21,600","0","0.00","2.75","61.54","1.02"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","9","4,500.00","4,500","3","13,500","0","0.00","1.72","38.46","1.02"
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","10","10,673.00","10,673","1","10,673","0","0.00","1.36","100.00","0.31"
"大塔店","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0170","エアコン（～６畳）","4974019218014","AY-P22TD 6畳ｴｱｺﾝ","10","","1","33,072.00","62,849","3","188,547","89,331","47.38","13.88","53.59","10.25"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0175","エアコン（１９畳～）","4549873152622","RAS-CT63M2 20畳 ｴｱｺﾝ","0","","2","109,200.00","186,182","1","186,182","76,982","41.35","13.71","100.00","5.42"
"","","17","エアコン","0020","ジャパネット","0000319","三菱","0017","エアコン","0172","エアコン（～１０畳）","4902901935527","MSZ-LT2822-W-IN 10畳用 ｴｱｺﾝ","0","","3","70,200.00","127,091","1","127,091","56,891","44.76","9.36","29.17","12.69"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0173","エアコン（～１４畳）","4573535170013","AN40ZEP 14畳 ｴｱｺﾝ","0","","4","73,216.00","127,091","1","127,091","53,875","42.39","9.36","100.00","3.70"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0172","エアコン（～１０畳）","4549873152134","RAS-GT28M 10畳 ｴｱｺﾝ","0","","5","65,520.00","118,000","1","118,000","52,480","44.47","8.69","27.09","12.69"
"","","17","エアコン","0020","ジャパネット","0000196","ﾀﾞｲｷﾝ","0017","エアコン","0172","エアコン（～１０畳）","4573535167761","AN28ZES 10畳 ｴｱｺﾝ","0","","6","56,368.00","99,818","1","99,818","43,450","43.53","7.35","22.91","12.69"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0172","エアコン（～１０畳）","4904530104985","RAS-J281PT 10畳用 ｴｱｺﾝ","0","","7","48,880.00","90,728","1","90,728","41,848","46.12","6.68","20.83","12.69"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530104480","RAS-J221RT 6畳用 ｴｱｺﾝ","0","","8","37,450.00","90,728","1","90,728","53,278","58.72","6.68","25.79","10.25"
"","","17","エアコン","0020","ジャパネット","0000347","東芝","0017","エアコン","0170","エアコン（～６畳）","4904530105029","RAS-J221PT 6畳用 ｴｱｺﾝ","10","","9","34,320.00","72,546","1","72,546","38,226","52.69","5.34","20.62","10.25"
"","","17","エアコン","0020","ジャパネット","0000355","日立","0017","エアコン","0171","エアコン（～８畳）","4549873152707","RAS-DT25M 8畳用 ｴｱｺﾝ","0","","10","40,040.00","72,546","1","72,546","32,506","44.81","5.34","38.11","5.54"
"","","17","エアコン","0020","ジャパネット","0000167","ｼｬｰﾌﾟ","0017","エアコン","0171","エアコン（～８畳）","4974019218021","AY-P25TD 8畳ｴｱｺﾝ","10","","11","40,040.00","72,545","1","72,545","32,505","44.81","5.34","38.11","5.54"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0171","エアコン（～８畳）","4967576613965","IPA-2222G ﾎﾟｰﾀﾌﾞﾙｸｰﾗｰ4.5-7畳","10","","12","32,016.00","45,273","1","45,273","13,257","29.28","3.33","23.78","5.54"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001052","Jｴｱｺﾝ M工事費 配送料","10","","13","3,272.73","3,273","11","36,000","0","0.00","2.65","61.54","1.70"
"","","17","エアコン","0020","ジャパネット","","","0017","エアコン","0177","配送・設置料（エアコン）","0000000001038","Jｴｱｺﾝ M取外し料金","10","","14","4,500.00","4,500","5","22,500","0","0.00","1.66","38.46","1.70"
"","","17","エアコン","","","","","0017","エアコン","0178","保険料（エアコン）","2087801028011","保険料(ｴｱｺﾝ) ｸﾛﾈｺ","10","","15","4,309.50","4,310","2","8,619","0","0.00","0.63","100.00","0.25"