﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","22","寝具・インテリア","0020","ジャパネット","0000323","山善","0022","寝具・インテリア","0220","寝具・インテリア","4983771262647","ADM-221(CBR) 洗える電気毛布 S ｺｺｱﾌﾞﾗｳﾝ","0","","11","5,866.00","11,800","3","35,400","17,802","50.29","2.30","2.30","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092058038","TJ25112 青 ﾎﾟｰﾗﾝﾄﾞ産羽毛布団 SD","0","","12","19,393.00","35,164","1","35,164","15,771","44.85","2.29","2.29","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147571","JTM2212H 6層毛布Dﾋﾟﾝｸ","0","","13","5,071.00","10,588","3","31,763","16,550","52.10","2.07","2.07","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148653","JEF700SE ｴｸｾﾙ羽毛布団 S 青","10","","14","9,360.00","15,436","2","30,872","12,152","39.36","2.01","2.01","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007134","KJ19001B 6層ﾗｸﾞ2帖 茶","10","","15","4,063.00","9,982","3","29,946","17,757","59.30","1.95","1.95","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092058014","TJ25111 S 青 ﾎﾟｰﾗﾝﾄﾞ産羽毛布団","0","","16","15,517.00","26,454","1","26,454","10,937","41.34","1.72","1.72","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000331","西川ﾘﾋﾞﾝｸﾞ","0022","寝具・インテリア","0220","寝具・インテリア","4908092010302","TJ25131 S 青 柄任せ ﾊﾝｶﾞﾘｰ産羽毛布団 S","0","","17","15,194.00","26,345","1","26,345","11,151","42.33","1.71","1.71","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147564","JTM2211G 6層毛布SD銀","0","","18","4,206.00","8,467","3","25,401","12,783","50.32","1.65","1.65","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147557","JTM2211H 6層毛布SDﾋﾟﾝｸ","0","","19","4,206.00","8,467","3","25,401","12,783","50.32","1.65","1.65","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4976008976059","TJ25671 掛布団･敷布団ｾｯﾄ S ｼｬﾝﾊﾟﾝｺﾞｰﾙﾄﾞ","0","","20","7,852.00","12,115","2","24,229","8,525","35.19","1.58","1.58","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102136","EJ20302B 6層ﾗｸﾞｶﾊﾞｰ3帖用ﾌﾞﾗｳﾝ","0","","21","3,432.00","7,255","3","21,765","11,469","52.69","1.42","1.42","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102105","EJ20301B 6層ﾗｸﾞｶﾊﾞｰ2帖用 ﾌﾞﾗｳﾝ","10","","22","2,600.00","5,437","4","21,748","11,348","52.18","1.41","1.41","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260132973","KJ19003C 6層ﾗｸﾞ4帖 灰","0","","23","6,968.00","18,164","1","18,164","11,196","61.64","1.18","1.18","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260104857","EJ20303B 6層ﾗｸﾞｶﾊﾞｰ 4帖ﾌﾞﾗｳﾝ","0","","24","4,160.00","9,073","2","18,146","9,826","54.15","1.18","1.18","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102129","EJ20301G 6層ﾗｸﾞｶﾊﾞｰ2帖用ｸﾞﾘｰﾝ","10","","25","2,600.00","5,437","3","16,311","8,511","52.18","1.06","1.06","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148646","JEF700SH ｴｸｾﾙ羽毛布団 S 桃","10","","26","9,360.00","15,437","1","15,437","6,077","39.37","1.00","1.00","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","","","0022","寝具・インテリア","0220","寝具・インテリア","5705940866840","TNP-M ﾈｯｸﾋﾟﾛｰ ﾃﾝﾋﾟｭｰﾙ","10","","27","6,656.00","9,085","1","9,085","2,429","26.74","0.59","0.59","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007189","KJ19002G 6層ﾗｸﾞ 3帖緑","10","","28","5,638.00","9,084","1","9,084","3,446","37.93","0.59","0.59","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260133017","EJ20303C 6層ﾗｸﾞｶﾊﾞｰ 4帖用 ｸﾞﾚｰ","0","","29","4,160.00","9,073","1","9,073","4,913","54.15","0.59","0.59","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102150","EJ20302G 6層ﾗｸﾞｶﾊﾞｰ3帖用 ｸﾞﾘｰﾝ","0","","30","3,432.00","7,255","1","7,255","3,823","52.69","0.47","0.47","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147540","JTM2210B 6層毛布 S茶","0","","31","3,224.00","6,346","1","6,346","3,122","49.20","0.41","0.41","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092048855","TJ2510011 金 S 春秋用ｶﾊﾞｰ","0","","32","2,954.00","1,940","3","5,819","-3,043","-52.29","0.38","0.38","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092048909","TJ2510013 青 D 春秋用ｶﾊﾞｰ","0","","33","3,744.00","5,800","1","5,800","2,056","35.45","0.38","0.38","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4976008749639","TJ9590093 D ﾏｲｸﾛ敷ﾊﾟｯﾄﾞ×1･枕ﾊﾟｯﾄﾞ×2","0","","34","100,293.00","2,760","2","5,519","-195,067","-3,534.46","0.36","0.36","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4976008749585","TJ9590091 S ﾏｲｸﾛ敷ﾊﾟｯﾄﾞ･枕ﾊﾟｯﾄﾞ","0","","35","1,290.00","1,293","4","5,173","13","0.25","0.34","0.34","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092048893","TJ2510013 金 D 春秋用ｶﾊﾞｰ","0","","36","3,744.00","4,500","1","4,500","756","16.80","0.29","0.29","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092048862","TJ2510011 青 S 春秋用ｶﾊﾞｰ","0","","37","2,954.00","3,537","1","3,537","583","16.48","0.23","0.23","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092048886","TJ2510012 青 ｶﾊﾞｰ2枚ｾｯﾄ SD","0","","38","3,396.00","2,000","1","2,000","-1,396","-69.80","0.13","0.13","34.40"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4976008749608","TJ9590092 SD ﾏｲｸﾛ敷ﾊﾟｯﾄﾞ･枕ﾊﾟｯﾄﾞ","0","","39","1,508.00","1,000","1","1,000","-508","-50.80","0.07","0.07","34.40"
"佐世保本店","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147526","JTM2210H 6層毛布Sﾋﾟﾝｸ","0","","1","3,224.00","6,786","24","162,864","85,488","52.49","20.20","20.30","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092058014","TJ25111 S 青 ﾎﾟｰﾗﾝﾄﾞ産羽毛布団","0","","2","15,517.00","27,164","3","81,491","34,940","42.88","10.11","10.16","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092058007","TJ25111 S 金 ﾎﾟｰﾗﾝﾄﾞ産羽毛布団","0","","3","15,517.00","27,018","3","81,054","34,503","42.57","10.05","10.10","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147533","JTM2210G 6層毛布S銀","0","","4","3,224.00","6,430","10","64,302","32,062","49.86","7.97","8.01","17.96"
"","","22","寝具・インテリア","","","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148707","JRF503SH ﾛｲﾔﾙ羽毛布団S ﾜｲﾝ","10","","5","15,288.00","26,345","2","52,690","22,114","41.97","6.53","6.57","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000331","西川ﾘﾋﾞﾝｸﾞ","0022","寝具・インテリア","0220","寝具・インテリア","4908092002239","TJ25132 柄任せﾊﾝｶﾞﾘｰ羽毛布団SD 桃","0","","6","18,678.00","30,891","1","30,891","12,213","39.54","3.83","3.85","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148776","JEFG03SE 柄任せｴｸｾﾙ羽毛S 寒色系","0","","7","9,360.00","15,436","2","30,872","12,152","39.36","3.83","3.85","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148646","JEF700SH ｴｸｾﾙ羽毛布団 S 桃","10","","8","9,360.00","14,983","2","29,965","11,245","37.53","3.72","3.73","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007134","KJ19001B 6層ﾗｸﾞ2帖 茶","10","","9","4,063.00","9,982","3","29,946","17,757","59.30","3.71","3.73","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092010296","TJ25131 S 桃 柄任せ ﾊﾝｶﾞﾘｰ産羽毛布団 S","10","","10","15,194.00","26,346","1","26,346","11,152","42.33","3.27","3.28","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000331","西川ﾘﾋﾞﾝｸﾞ","0022","寝具・インテリア","0220","寝具・インテリア","4908092010302","TJ25131 S 青 柄任せ ﾊﾝｶﾞﾘｰ産羽毛布団 S","0","","11","15,194.00","26,181","1","26,181","10,987","41.97","3.25","3.26","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007165","KJ19002B 6層ﾗｸﾞ 3帖 ﾌﾞﾗｳﾝ","10","","12","5,638.00","12,709","2","25,418","14,142","55.64","3.15","3.17","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000323","山善","0022","寝具・インテリア","0220","寝具・インテリア","4983771262647","ADM-221(CBR) 洗える電気毛布 S ｺｺｱﾌﾞﾗｳﾝ","0","","13","5,866.00","11,800","2","23,600","11,868","50.29","2.93","2.94","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147540","JTM2210B 6層毛布 S茶","0","","14","3,224.00","6,346","3","19,037","9,365","49.19","2.36","2.37","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000323","山善","0022","寝具・インテリア","0220","寝具・インテリア","4983771262654","ADM-222(CBR) 電気毛布 SD","0","","15","7,904.00","15,437","1","15,437","7,533","48.80","1.91","1.92","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102136","EJ20302B 6層ﾗｸﾞｶﾊﾞｰ3帖用ﾌﾞﾗｳﾝ","0","","16","3,432.00","7,255","2","14,510","7,646","52.69","1.80","1.81","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4976008749585","TJ9590091 S ﾏｲｸﾛ敷ﾊﾟｯﾄﾞ･枕ﾊﾟｯﾄﾞ","0","","17","1,290.00","1,824","6","10,945","3,205","29.28","1.36","1.36","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147571","JTM2212H 6層毛布Dﾋﾟﾝｸ","0","","18","5,071.00","10,891","1","10,891","5,820","53.44","1.35","1.36","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007158","KJ19001G 6層ﾗｸﾞ2帖 緑","10","","19","4,063.00","9,982","1","9,982","5,919","59.30","1.24","1.24","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092048855","TJ2510011 金 S 春秋用ｶﾊﾞｰ","0","","20","2,954.00","3,179","3","9,537","675","7.08","1.18","1.19","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147564","JTM2211G 6層毛布SD銀","0","","21","4,206.00","9,073","1","9,073","4,867","53.64","1.13","1.13","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260006090","JTP1915H 6層敷ﾊﾟｯﾄﾞ D ﾋﾟﾝｸ","0","","22","3,775.00","9,073","1","9,073","5,298","58.39","1.13","1.13","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","東京西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092048862","TJ2510011 青 S 春秋用ｶﾊﾞｰ","0","","23","2,954.00","2,591","3","7,773","-1,089","-14.01","0.96","0.97","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147595","JTP2213H 6層敷ﾊﾟｯﾄﾞ S ﾋﾟﾝｸ","0","","24","3,222.00","6,055","1","6,055","2,833","46.79","0.75","0.75","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260102129","EJ20301G 6層ﾗｸﾞｶﾊﾞｰ2帖用ｸﾞﾘｰﾝ","10","","25","2,600.00","5,437","1","5,437","2,837","52.18","0.67","0.68","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260947379","JTK906S 掛布団ｶﾊﾞｰ","10","","26","1,236.00","2,255","2","4,510","2,038","45.19","0.56","0.56","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","","","0022","寝具・インテリア","0220","寝具・インテリア","4979260002221","JTK908SD 掛布団ｶﾊﾞｰ ｾﾐﾀﾞﾌﾞﾙ","10","","27","1,485.00","2,710","1","2,710","1,225","45.20","0.34","0.34","17.96"
"","","22","寝具・インテリア","0020","ジャパネット","0000326","昭和西川","0022","寝具・インテリア","0220","寝具・インテリア","4547592489890","22133-00020 ｷﾞｶﾞ枕専用ｶﾊﾞｰ","0","","28","1,144.00","1,800","1","1,800","656","36.44","0.22","0.22","17.96"
"","","22","寝具・インテリア","0040","東芝","0000347","東芝","0022","寝具・インテリア","0221","照明・電球","4974550585491","FCL40EDC/38PDZ 40W","10","","29","1,092.00","1,680","1","1,680","588","35.00","0.21","42.64","0.09"
"","","22","寝具・インテリア","0040","東芝","0000347","東芝","0022","寝具・インテリア","0221","照明・電球","4974550585460","FCL32EDC/30PDZ 32W","10","","30","897.00","1,380","1","1,380","483","35.00","0.17","35.03","0.09"
"","","22","寝具・インテリア","0040","東芝","0000347","東芝","0022","寝具・インテリア","0221","照明・電球","4974550439701","FL20SSEDC/18LLN 蛍光","10","","31","572.00","880","1","880","308","35.00","0.11","22.34","0.09"
"大塔店","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147526","JTM2210H 6層毛布Sﾋﾟﾝｸ","0","","1","3,224.00","6,196","74","458,531","219,955","47.97","21.59","21.59","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147533","JTM2210G 6層毛布S銀","0","","2","3,224.00","6,268","46","288,350","140,046","48.57","13.57","13.57","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000097","ｴｱｳｨｰｳﾞ","0022","寝具・インテリア","0220","寝具・インテリア","4589696637425","1-248021-1 ｴｱｳｨｰｳﾞSDｸﾞﾚｰ","0","","3","40,769.00","82,564","2","165,127","83,589","50.62","7.77","7.77","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007165","KJ19002B 6層ﾗｸﾞ 3帖 ﾌﾞﾗｳﾝ","10","","4","5,638.00","11,803","9","106,223","55,481","52.23","5.00","5.00","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000097","ｴｱｳｨｰｳﾞ","0022","寝具・インテリア","0220","寝具・インテリア","4589696637432","1-248031-1 ｴｱｳｨｰｳﾞ D 灰 敷布団","0","","5","50,076.00","100,744","1","100,744","50,668","50.29","4.74","4.74","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260132966","KJ19002C 6層ﾗｸﾞ 3帖 灰","10","","6","5,388.00","12,709","6","76,254","43,926","57.60","3.59","3.59","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007189","KJ19002G 6層ﾗｸﾞ 3帖緑","10","","7","5,638.00","12,527","5","62,635","34,445","54.99","2.95","2.95","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092058007","TJ25111 S 金 ﾎﾟｰﾗﾝﾄﾞ産羽毛布団","0","","8","15,517.00","26,455","2","52,909","21,875","41.34","2.49","2.49","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000331","西川ﾘﾋﾞﾝｸﾞ","0022","寝具・インテリア","0220","寝具・インテリア","4908092010302","TJ25131 S 青 柄任せ ﾊﾝｶﾞﾘｰ産羽毛布団 S","0","","9","15,194.00","26,346","2","52,692","22,304","42.33","2.48","2.48","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148646","JEF700SH ｴｸｾﾙ羽毛布団 S 桃","10","","10","9,360.00","14,528","3","43,583","15,503","35.57","2.05","2.05","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260147571","JTM2212H 6層毛布Dﾋﾟﾝｸ","0","","11","5,071.00","10,436","4","41,745","21,461","51.41","1.97","1.97","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007134","KJ19001B 6層ﾗｸﾞ2帖 茶","10","","12","4,063.00","9,982","4","39,928","23,676","59.30","1.88","1.88","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000323","山善","0022","寝具・インテリア","0220","寝具・インテリア","4983771235931","GYTA-F120H(DB) 家具調こたつ布団ｾｯﾄ 120*80cm","0","","13","22,651.00","36,346","1","36,346","13,695","37.68","1.71","1.71","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","西川","0022","寝具・インテリア","0220","寝具・インテリア","4976008856061","BU16011 ｼﾝｸﾞﾙ ﾎﾞﾅﾉｯﾃ","10","","14","9,277.00","12,115","3","36,345","8,514","23.43","1.71","1.71","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092058052","TJ25113 D 青 ﾎﾟｰﾗﾝﾄﾞ産羽毛布団","0","","15","22,151.00","36,009","1","36,009","13,858","38.48","1.70","1.70","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092058021","TJ25112 SD 金 ﾎﾟｰﾗﾝﾄﾞ産羽毛布団","0","","16","19,393.00","35,437","1","35,437","16,044","45.27","1.67","1.67","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4908092002376","TJ25133 柄任せﾊﾝｶﾞﾘｰ産羽毛布団 D 青","0","","17","21,226.00","35,437","1","35,437","14,211","40.10","1.67","1.67","47.55"
"","","22","寝具・インテリア","","","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148721","JRF504MH ﾛｲﾔﾙ羽毛布団SD ﾜｲﾝ","10","","18","18,937.00","31,800","1","31,800","12,863","40.45","1.50","1.50","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000332","西川産業","0022","寝具・インテリア","0220","寝具・インテリア","4976008856085","BU16012 ﾎﾞﾅﾉｯﾃﾌﾟﾚﾐｱﾑ ｾﾐﾀﾞﾌﾞﾙ","0","","19","11,544.00","29,818","1","29,818","18,274","61.29","1.40","1.40","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260007158","KJ19001G 6層ﾗｸﾞ2帖 緑","10","","20","4,063.00","9,679","3","29,037","16,848","58.02","1.37","1.37","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260148653","JEF700SE ｴｸｾﾙ羽毛布団 S 青","10","","21","9,360.00","13,695","2","27,389","8,669","31.65","1.29","1.29","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000346","西川","0022","寝具・インテリア","0220","寝具・インテリア","4908092010296","TJ25131 S 桃 柄任せ ﾊﾝｶﾞﾘｰ産羽毛布団 S","10","","22","15,194.00","25,437","1","25,437","10,243","40.27","1.20","1.20","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000097","ｴｱｳｨｰｳﾞ","0022","寝具・インテリア","0220","寝具・インテリア","4589696635117","K-P150B-1 ﾌｨｯﾄｼｰﾂSD･D","0","","23","1,560.00","8,164","3","24,492","19,812","80.89","1.15","1.15","47.55"
"","","22","寝具・インテリア","0020","ジャパネット","0000288","ﾓﾘﾘﾝ","0022","寝具・インテリア","0220","寝具・インテリア","4979260132973","KJ19003C 6層ﾗｸﾞ4帖 灰","0","","24","6,968.00","12,116","2","24,231","10,295","42.49","1.14","1.14","47.55"
